,transforms
0,"[array([[ 0.88545219, -0.44844869, -0.0279031 , -0.10116   ],
       [ 0.46393603,  0.89377448, -0.00526867,  0.325388  ],
       [ 0.02716214, -0.00780725,  0.99959675,  0.095915  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.88542174, -0.44851121, -0.02807346, -0.101157  ],
       [ 0.46398195,  0.89374338, -0.00539127,  0.3253865 ],
       [ 0.02736949, -0.00777603,  0.99959132,  0.0959125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.88546946, -0.44844912, -0.02814613, -0.101158  ],
       [ 0.46388321,  0.89377534, -0.00553039,  0.325389  ],
       [ 0.02749931, -0.00768235,  0.99958852,  0.095911  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.88548359, -0.44854911, -0.02794203, -0.1011575 ],
       [ 0.46386865,  0.89372544, -0.00546617,  0.32539   ],
       [ 0.02728886, -0.00765122,  0.9995946 ,  0.0959125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.88543921, -0.44849911, -0.02796026, -0.1011565 ],
       [ 0.46395321,  0.89375026, -0.00543844,  0.325388  ],
       [ 0.02729137, -0.00768267,  0.99959424,  0.095911  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.88547123, -0.44832454, -0.02809961, -0.1011605 ],
       [ 0.46388013,  0.89383865, -0.00560808,  0.325387  ],
       [ 0.02749416, -0.00758814,  0.9995894 ,  0.0959115 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.88543794, -0.44838703, -0.02802598, -0.10116   ],
       [ 0.46394853,  0.8938073 , -0.0055727 ,  0.3253895 ],
       [ 0.0274119 , -0.00758866,  0.99959166,  0.0959115 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.88546713, -0.44822386, -0.02806608, -0.1011625 ],
       [ 0.46389794,  0.89388698, -0.00530796,  0.32539   ],
       [ 0.02732509, -0.00783837,  0.99959198,  0.0959115 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.88547251, -0.44844895, -0.02803332, -0.101159  ],
       [ 0.46388481,  0.89377544, -0.00547495,  0.32539   ],
       [ 0.02737365, -0.00768127,  0.999592  ,  0.095911  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.88537556, -0.44853618, -0.02806588, -0.101156  ],
       [ 0.46406961,  0.89373113, -0.00542398,  0.3253885 ],
       [ 0.02737713, -0.00774415,  0.99959136,  0.095912  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.88547251, -0.44842396, -0.02806318, -0.1011585 ],
       [ 0.46388481,  0.89378743, -0.00541791,  0.325389  ],
       [ 0.02737365, -0.00774491,  0.99959147,  0.095913  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.88538539, -0.4484242 , -0.0280559 , -0.101158  ],
       [ 0.46404875,  0.89378812, -0.00551963,  0.325388  ],
       [ 0.02741287, -0.00765069,  0.99959112,  0.0959125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.88547149, -0.44841174, -0.02807199, -0.101158  ],
       [ 0.46388428,  0.8937941 , -0.0054914 ,  0.3253875 ],
       [ 0.02741554, -0.00768278,  0.99959082,  0.095912  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.88546536, -0.44851143, -0.02800871, -0.101158  ],
       [ 0.46390102,  0.89374381, -0.00542862,  0.3253925 ],
       [ 0.02733021, -0.00771357,  0.99959294,  0.0959125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.88546549, -0.44841133, -0.02800391, -0.1011585 ],
       [ 0.46390309,  0.89379349, -0.00535304,  0.3253885 ],
       [ 0.02729088, -0.00777592,  0.99959348,  0.0959125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.88541775, -0.44828672, -0.0278615 , -0.1011575 ],
       [ 0.46400182,  0.89385654, -0.00534714,  0.3253895 ],
       [ 0.02716108, -0.00771347,  0.99959749,  0.0959145 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[ 0.8854249 , -0.44844902, -0.02789793, -0.101158  ],
       [ 0.46398562,  0.89377513, -0.00537086,  0.325388  ],
       [ 0.02720451, -0.00771357,  0.99959635,  0.0959135 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[ 0.88544903, -0.44839914, -0.02799318, -0.1011565 ],
       [ 0.46393237,  0.89380042, -0.00545224,  0.325386  ],
       [ 0.02732712, -0.00768202,  0.99959324,  0.095914  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[ 0.88540655, -0.44847346, -0.02801286, -0.1011575 ],
       [ 0.4640159 ,  0.89376206, -0.00532596,  0.325387  ],
       [ 0.02728519, -0.00780605,  0.99959337,  0.095912  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[ 0.88534111, -0.44852375, -0.0280658 , -0.1011545 ],
       [ 0.4641354 ,  0.89373736, -0.00542314,  0.325386  ],
       [ 0.02737607, -0.00774447,  0.99959137,  0.095914  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
