,transforms
0,"[array([[ 0.04358835, -0.99922185, -0.01288828, -0.0660115 ],
       [ 0.99901612,  0.03737722, -0.00762026,  0.2819345 ],
       [ 0.00817546, -0.01259484,  0.99988791,  0.236426  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.04354791, -0.99922335, -0.01295083, -0.066012  ],
       [ 0.99901789,  0.03731578, -0.0076184 ,  0.2819345 ],
       [ 0.00817582, -0.01265792,  0.99988711,  0.236427  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.04367284, -0.99922414, -0.01289447, -0.066011  ],
       [ 0.99901103,  0.03731581, -0.00778848,  0.2819325 ],
       [ 0.00834486, -0.01259526,  0.99988653,  0.236425  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.04346154, -0.99922357, -0.01303932, -0.0660105 ],
       [ 0.99902234,  0.03727862, -0.00753053,  0.281934  ],
       [ 0.00809079, -0.01274991,  0.99988663,  0.2364255 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.04380163, -0.99922189, -0.01297828, -0.066016  ],
       [ 0.99900748,  0.03734472, -0.00752911,  0.281935  ],
       [ 0.00809102, -0.01268843,  0.99988743,  0.2364265 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.04351121, -0.99922646, -0.01297518, -0.06601   ],
       [ 0.99902085,  0.03722191, -0.00744925,  0.281932  ],
       [ 0.00800742, -0.01268929,  0.99988807,  0.2364275 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.04350198, -0.99921926, -0.01291571, -0.066014  ],
       [ 0.99902058,  0.03743626, -0.00753505,  0.2819315 ],
       [ 0.00809044, -0.01262495,  0.9998882 ,  0.2364265 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.04372268, -0.99922397, -0.01300165, -0.0660125 ],
       [ 0.99901229,  0.03727863, -0.00736054,  0.281935  ],
       [ 0.00792262, -0.01271859,  0.99988838,  0.236428  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.04325012, -0.99922208, -0.01297848, -0.066011  ],
       [ 0.99903117,  0.03734004, -0.00757833,  0.281937  ],
       [ 0.00813323, -0.01268684,  0.99988706,  0.2364255 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.04358655, -0.99921882, -0.01294578, -0.0660125 ],
       [ 0.99901724,  0.03743742, -0.00749025,  0.2819375 ],
       [ 0.00804805, -0.01265667,  0.99988815,  0.236428  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
