,time
0,0.858333
1,1.0666660000000001
2,1.275
3,1.483333
4,1.6916660000000001
5,1.9000000000000004
6,2.108333
7,2.3166659999999997
8,2.5250000000000004
9,2.733333
10,2.9416659999999997
11,3.1500000000000004
12,3.358333
13,3.5666659999999997
14,3.7750000000000004
15,3.983333
16,4.191666
17,4.4
18,4.608333
19,4.816666
20,5.025
21,5.233333
22,5.441666
23,5.65
24,5.858333
25,6.066666
26,6.275
27,6.483333
28,6.691666
29,6.9
30,7.108333
31,7.316666
32,7.525
33,7.733333
34,7.941666
35,8.15
36,8.358333
37,8.566666
38,8.775
39,8.983333
40,9.191666
41,9.4
42,9.608333
43,9.816666
44,10.025
45,10.233333
46,10.441666
47,10.65
48,10.858333
49,11.066666
50,11.275
51,11.483333
52,11.691666
53,11.9
54,12.108333
55,12.316666
56,12.525
57,12.733333
58,12.941666
59,13.15
60,13.358333
61,13.566666
62,13.775
63,13.983333
64,14.191666
65,14.4
66,14.608333
67,14.816666
68,15.025
69,15.233333
70,15.441666
71,15.65
72,15.858333
73,16.066665999999998
74,16.275
75,16.483333000000002
76,16.691665999999998
77,16.9
78,17.108333000000002
79,17.316665999999998
80,17.525
81,17.733333000000002
82,17.941665999999998
83,18.15
84,18.358333000000002
85,18.566665999999998
86,18.775
87,18.983333000000002
88,19.191665999999998
89,19.4
90,19.608333000000002
91,19.816665999999998
92,20.025
93,20.233333000000002
94,20.441665999999998
95,20.65
96,20.858333000000002
97,21.066665999999998
98,21.275
99,21.483333000000002
100,21.691665999999998
101,21.9
102,22.108333000000002
103,22.316665999999998
104,22.525
105,22.733333000000002
106,22.941665999999998
107,23.15
108,23.358333000000002
109,23.566665999999998
110,23.775
111,23.983333000000002
112,24.191665999999998
113,24.4
114,24.608333000000002
115,24.816665999999998
116,25.025
117,25.233333000000002
118,25.441665999999998
119,25.65
120,25.858333000000002
121,26.066665999999998
122,26.275
123,26.483333000000002
124,26.691665999999998
125,26.9
126,27.108333000000002
127,27.316665999999998
128,27.525
129,27.733333000000002
130,27.941665999999998
131,28.15
132,28.358333000000002
133,28.566665999999998
134,28.775
135,28.983333000000002
136,29.191665999999998
137,29.4
138,29.608333000000002
139,29.816666000000005
140,30.025
141,30.233333000000002
142,30.441666000000005
143,30.65
144,30.858333000000002
145,31.066666000000005
146,31.275
147,31.483333000000002
148,31.691666000000005
149,31.9
150,32.108333
151,32.316666000000005
152,32.525
153,32.733333
154,32.941666000000005
155,33.15
156,33.358333
157,33.566666000000005
158,33.775
159,33.983333
160,34.191666000000005
161,34.4
162,34.608333
163,34.816666000000005
164,35.025
165,35.233333
166,35.441666000000005
167,35.65
168,35.858333
169,36.066666000000005
170,36.275
171,36.483333
172,36.691666000000005
173,36.9
174,37.108333
175,37.316666000000005
176,37.525
177,37.733333
178,37.941666000000005
179,38.15
180,38.358333
181,38.566666000000005
182,38.775
183,38.983333
184,39.191666000000005
185,39.4
186,39.608333
187,39.816666000000005
188,40.025
189,40.233333
190,40.441666000000005
191,40.65
192,40.858333
193,41.066666000000005
194,41.275
195,41.483333
196,41.691666000000005
197,41.9
198,42.108333
199,42.316666000000005
200,42.525
201,42.733333
202,42.941666000000005
203,43.15
204,43.358333
205,43.566666000000005
206,43.775
207,43.983333
208,44.191666000000005
209,44.4
210,44.608333
211,44.816666000000005
212,45.025
213,45.233333
214,45.441666000000005
215,45.65
216,45.858333
217,46.066666000000005
218,46.275
219,46.483333
220,46.691666000000005
221,46.9
222,47.108333
223,47.316666000000005
224,47.525
225,47.733333
226,47.941666000000005
227,48.15
228,48.358333
229,48.566666000000005
230,48.775
231,48.983333
232,49.191666000000005
233,49.4
234,49.608333
235,49.816666000000005
236,50.025
237,50.233333
238,50.441666000000005
239,50.65
240,50.858333
241,51.066666000000005
242,51.275
243,51.483333
244,51.691666000000005
245,51.9
246,52.108333
247,52.316666000000005
248,52.525
249,52.733333
250,52.941666000000005
251,53.15
252,53.358333
253,53.566666000000005
254,53.775
255,53.983333
256,54.191666000000005
257,54.4
258,54.608333
259,54.816666000000005
260,55.025
261,55.233333
262,55.441666000000005
263,55.65
264,55.858333
265,56.066666000000005
266,56.275
267,56.483333
268,56.691666000000005
269,56.9
270,57.108333
271,57.316666000000005
272,57.525
273,57.733333
274,57.941666000000005
275,58.15
276,58.358333
277,58.566666000000005
278,58.775
279,58.983333
