,transforms
0,"[array([[-0.76234298,  0.66500974, -0.00285019, -0.082304  ],
       [-0.64709379, -0.74679902, -0.0123098 ,  0.3845    ],
       [-0.01013923, -0.00729812,  0.99992017,  0.104995  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.76220436,  0.66491069, -0.00281578, -0.0823055 ],
       [-0.64725906, -0.74688813, -0.01215092,  0.3844995 ],
       [-0.01001177, -0.0072037 ,  0.99992221,  0.1049955 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.76218633,  0.66502744, -0.00280572, -0.0823025 ],
       [-0.64727962, -0.74678357, -0.0122282 ,  0.3845    ],
       [-0.01005434, -0.00726651,  0.9999213 ,  0.1049965 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.76218761,  0.66490861, -0.00270063, -0.082306  ],
       [-0.64728071, -0.74688968, -0.01209093,  0.384501  ],
       [-0.00988537, -0.00723547,  0.99992326,  0.104994  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.76228013,  0.66493555, -0.00286006, -0.082304  ],
       [-0.64716717, -0.74686477, -0.01236102,  0.384502  ],
       [-0.01018063, -0.00733084,  0.99991951,  0.1049955 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.76212196,  0.66489552, -0.00278094, -0.0823065 ],
       [-0.64735804, -0.74690255, -0.01199307,  0.384505  ],
       [-0.00988397, -0.00710916,  0.99992421,  0.104994  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.75380775,  0.67480841, -0.00315108, -0.082914  ],
       [-0.65701088, -0.7379596 , -0.01238902,  0.3852495 ],
       [-0.01051589, -0.0070168 ,  0.99991829,  0.1049795 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.75404187,  0.67476298, -0.0028462 , -0.082751  ],
       [-0.65674479, -0.73799841, -0.01249153,  0.38441   ],
       [-0.01035075, -0.00729882,  0.99991793,  0.104986  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.77605839,  0.64828224, -0.003565  , -0.0824775 ],
       [-0.63057121, -0.76136606, -0.01249321,  0.3714125 ],
       [-0.0106454 , -0.00720139,  0.9999156 ,  0.1049815 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.81234863,  0.60237759, -0.00493325, -0.091464  ],
       [-0.58306213, -0.79818019, -0.01254811,  0.347844  ],
       [-0.01132488, -0.00704462,  0.9999091 ,  0.104907  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.83214237,  0.57418617, -0.00564298, -0.103793  ],
       [-0.55443762, -0.81869336, -0.01271595,  0.328646  ],
       [-0.0117471 , -0.00717104,  0.99990323,  0.104812  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.84912533,  0.54745879, -0.00506996, -0.116527  ],
       [-0.52808825, -0.83680383, -0.01161421,  0.3103515 ],
       [-0.0104392 , -0.00694378,  0.9999197 ,  0.1046925 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.85660896,  0.5356548 , -0.00606497, -0.127356  ],
       [-0.51584348, -0.84441075, -0.01173883,  0.293748  ],
       [-0.01125169, -0.00666425,  0.9999127 ,  0.104609  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.88111357,  0.49428297, -0.00668559, -0.1324225 ],
       [-0.47275246, -0.86926493, -0.01291882,  0.2759655 ],
       [-0.01199944, -0.00792614,  0.9998942 ,  0.104561  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.89715768,  0.46336352, -0.00686915, -0.142431  ],
       [-0.44155724, -0.88613404, -0.01238411,  0.254285  ],
       [-0.01163217, -0.00779185,  0.99989972,  0.10448   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[-0.90235728,  0.45753751, -0.00820098, -0.144192  ],
       [-0.43076485, -0.88913802, -0.01506457,  0.2493705 ],
       [-0.01389154, -0.00964365,  0.99985289,  0.104484  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[-0.89879231,  0.46336898, -0.00727437, -0.141863  ],
       [-0.43819671, -0.88612307, -0.01358121,  0.2563705 ],
       [-0.01249087, -0.00866493,  0.99988131,  0.1044915 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
