,transforms
0,"[array([[ 0.15544585, -0.99057069, -0.01972904, -0.079336  ],
       [ 0.98782109,  0.13539925,  0.00997446,  0.1558725 ],
       [-0.00678784, -0.02089865,  0.99975561,  0.09706   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.15534002, -0.99053185, -0.01982385, -0.0793335 ],
       [ 0.98783776,  0.1356681 ,  0.00998426,  0.1558715 ],
       [-0.00678506, -0.02099588,  0.99975363,  0.0970605 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.15542644, -0.99053793, -0.01979124, -0.0793385 ],
       [ 0.98782415,  0.13562872,  0.00998296,  0.155877  ],
       [-0.006787  , -0.0209631 ,  0.99975429,  0.097062  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.1553442 , -0.99055801, -0.01976941, -0.079336  ],
       [ 0.98783738,  0.13548656,  0.00993518,  0.1558735 ],
       [-0.00674493, -0.02093395,  0.9997552 ,  0.0970645 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.15527707, -0.99053681, -0.01975103, -0.079336  ],
       [ 0.98784707,  0.13564153,  0.01005772,  0.155873  ],
       [-0.00687029, -0.0209335 ,  0.99975434,  0.0970595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.1553936 , -0.99054592, -0.02032596, -0.079334  ],
       [ 0.9878503 ,  0.13558527,  0.00537043,  0.1558705 ],
       [-0.00214713, -0.02086656,  0.99977898,  0.0970595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.15536366, -0.99057922, -0.01971075, -0.0793355 ],
       [ 0.9878346 ,  0.13534159,  0.00988457,  0.1558695 ],
       [-0.00670362, -0.02086792,  0.99975686,  0.0970565 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.15531785, -0.99053816, -0.02062208, -0.079334  ],
       [ 0.98786193,  0.13559285,  0.0055433 ,  0.1558675 ],
       [-0.00227356, -0.02118342,  0.99977197,  0.0970575 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.1552617 , -0.99053709, -0.01989165, -0.079335  ],
       [ 0.98784889,  0.13561563,  0.010166  ,  0.155866  ],
       [-0.00695579, -0.02108735,  0.99975046,  0.097056  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.15523574, -0.99056539, -0.02030999, -0.079299  ],
       [ 0.9878753 ,  0.13544736,  0.00527947,  0.155863  ],
       [-0.00206307, -0.02083806,  0.99977979,  0.097055  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.15535006, -0.99054629, -0.02043129, -0.0792835 ],
       [ 0.98785625,  0.13555808,  0.00577021,  0.15588   ],
       [-0.0025267 , -0.02102508,  0.99977461,  0.097049  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.1564099 , -0.99021724, -0.02413042, -0.0793095 ],
       [ 0.98760356,  0.13703998,  0.0172162 ,  0.1561105 ],
       [-0.01323436, -0.02626521,  0.99956057,  0.097016  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.15590343, -0.99013516, -0.02801563, -0.0792825 ],
       [ 0.98761309,  0.13668469,  0.02236789,  0.1562135 ],
       [-0.01773449, -0.03081641,  0.99935719,  0.097024  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.15549422, -0.990593  , -0.02098649, -0.0803355 ],
       [ 0.98764969,  0.13474363,  0.02276113,  0.156225  ],
       [-0.01922597, -0.02386743,  0.99952063,  0.096825  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
