,transforms
0,"[array([[-0.96576378, -0.26543288, -0.02582872, -0.088086  ],
       [ 0.2592226 , -0.96214725, -0.0569701 ,  0.3360125 ],
       [-0.01019648, -0.06179042,  0.99804172,  0.2378185 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.96579652, -0.26535976, -0.02564579, -0.088087  ],
       [ 0.25910704, -0.96217159, -0.05695399,  0.3360115 ],
       [-0.01003102, -0.0617254 ,  0.99804736,  0.2378185 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.96582287, -0.26530723, -0.02575223, -0.0880895 ],
       [ 0.25900388, -0.9621884 , -0.05688753,  0.336012  ],
       [-0.01015783, -0.06168917,  0.99804841,  0.237819  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.96579171, -0.26533426, -0.02586898, -0.088089  ],
       [ 0.25911687, -0.96217298, -0.05698375,  0.336012  ],
       [-0.01023866, -0.06181331,  0.9980399 ,  0.237818  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.96579331, -0.26520995, -0.02591006, -0.088087  ],
       [ 0.25910921, -0.96220724, -0.05697391,  0.3360125 ],
       [-0.01028145, -0.0618135 ,  0.9980394 ,  0.237817  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.96577177, -0.26535822, -0.02579516, -0.088088  ],
       [ 0.25919442, -0.96216601, -0.05700969,  0.3360115 ],
       [-0.01015555, -0.06181889,  0.99804033,  0.237817  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.96577337, -0.26542949, -0.02583431, -0.0880915 ],
       [ 0.25918678, -0.9621467 , -0.05699267,  0.3360115 ],
       [-0.01019833, -0.06181363,  0.99804029,  0.237817  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.96569308, -0.26561633, -0.02602995, -0.0880765 ],
       [ 0.25948078, -0.96208105, -0.05716352,  0.3359925 ],
       [-0.0103245 , -0.06203241,  0.99802544,  0.2378205 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.96567346, -0.26561638, -0.02520141, -0.087895  ],
       [ 0.25958384, -0.96210069, -0.05707584,  0.336046  ],
       [-0.00953895, -0.06172687,  0.99805172,  0.2378145 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.96478728, -0.2689519 , -0.02743869, -0.087565  ],
       [ 0.26274335, -0.96132006, -0.05400218,  0.336577  ],
       [-0.01230638, -0.05940215,  0.99816376,  0.2377755 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.96240103, -0.27727208, -0.02799702, -0.085559  ],
       [ 0.27122211, -0.95946778, -0.04438262,  0.3388325 ],
       [-0.01492737, -0.05041595,  0.99862223,  0.2375505 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.95632025, -0.29707764, -0.0364581 , -0.08392   ],
       [ 0.29115496, -0.95402576, -0.03026159,  0.341895  ],
       [-0.0260841 , -0.03974586,  0.99887689,  0.2373865 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.94649888, -0.32600297, -0.04276904, -0.0814845 ],
       [ 0.321075  , -0.94461121, -0.02524711,  0.3438445 ],
       [-0.03241463, -0.03783823,  0.99876593,  0.237436  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.93476438, -0.35787114, -0.04587908, -0.079632  ],
       [ 0.35360716, -0.93294749, -0.02436994,  0.3454355 ],
       [-0.03431508, -0.03920762,  0.9986497 ,  0.237487  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.92062637, -0.39329485, -0.04727672, -0.078307  ],
       [ 0.38892284, -0.91853236, -0.02348082,  0.3471235 ],
       [-0.03443998, -0.04021765,  0.99860581,  0.237521  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[-0.90544321, -0.42767892, -0.0428245 , -0.075503  ],
       [ 0.42362489, -0.90285341, -0.02851525,  0.3481925 ],
       [-0.02673079, -0.04411865,  0.99867559,  0.2375365 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[-0.89851641, -0.44232505, -0.04065974, -0.074079  ],
       [ 0.43836546, -0.89562847, -0.0321974 ,  0.3487485 ],
       [-0.02244942, -0.04688483,  0.99865415,  0.2375505 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
