,LP,LD1,LD2,RP,RD1,RD2
x,[None],[-0.0009110148438842836],[None],[None],[0.0002583104639598266],[None]
y,[None],[0.0013100541213632577],[None],[None],[-0.0016992461793933766],[None]
z,[None],[7.325640203781347e-06],[None],[None],[-0.00015781715568166654],[None]
