,transforms
0,"[array([[-0.99202577,  0.10362112,  0.01361322, -0.1182345 ],
       [-0.12512743, -0.99455326,  0.01272439,  0.167512  ],
       [ 0.01509945,  0.01124642,  0.99982637,  0.1119455 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.99202508,  0.10377094,  0.0130259 , -0.118273  ],
       [-0.12521025, -0.99454343,  0.01213842,  0.1674805 ],
       [ 0.01444416,  0.01072218,  0.99984148,  0.111956  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.99191349,  0.10473267,  0.01115185, -0.1183835 ],
       [-0.12635079, -0.99448281,  0.0071228 ,  0.1672335 ],
       [ 0.01196269,  0.00591606,  0.99991245,  0.112494  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.99265632,  0.09851599, -0.02211873, -0.1196645 ],
       [-0.11843186, -0.99492825, -0.02259064,  0.1657965 ],
       [-0.02464406, -0.02030717,  0.99950009,  0.1140085 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.99219849,  0.0977012 , -0.03842749, -0.119952  ],
       [-0.11712251, -0.99461053, -0.03861495,  0.1652075 ],
       [-0.04271381, -0.03470396,  0.998515  ,  0.116769  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.9921812 ,  0.09878551, -0.03605919, -0.119332  ],
       [-0.11810895, -0.99451476, -0.03810139,  0.165654  ],
       [-0.0403329 , -0.0343776 ,  0.99862306,  0.1201005 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.99296022,  0.09762868, -0.03053781, -0.1182205 ],
       [-0.11330132, -0.99465199, -0.03684531,  0.1661065 ],
       [-0.03453703, -0.03370551,  0.99885428,  0.124348  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.99353814,  0.09037712, -0.02284834, -0.1171755 ],
       [-0.11065443, -0.99569109, -0.02291891,  0.1672785 ],
       [-0.02525   , -0.02076606,  0.9994762 ,  0.1283665 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.99388111,  0.08698169,  0.02378368, -0.1139415 ],
       [-0.10744215, -0.99607769,  0.01836344,  0.170029  ],
       [ 0.02562272,  0.01623   ,  0.99954846,  0.131689  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.99253994,  0.08190887,  0.06201789, -0.1113085 ],
       [-0.10412872, -0.99657339,  0.01662037,  0.1700695 ],
       [ 0.06341674,  0.01150735,  0.99793664,  0.1335845 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.94043366,  0.14216329, -0.29908317, -0.1326905 ],
       [-0.06103121, -0.94676012, -0.31926065,  0.1500125 ],
       [-0.33445436, -0.28885094,  0.89923406,  0.1340485 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.97680861,  0.11182028, -0.17244562, -0.1247165 ],
       [-0.09875746, -0.98306733, -0.16306798,  0.159743  ],
       [-0.18997871, -0.14517181,  0.97142748,  0.1386605 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.97209003,  0.1111227 , -0.1949372 , -0.1258935 ],
       [-0.09676728, -0.98176363, -0.17372523,  0.159181  ],
       [-0.21372192, -0.15424632,  0.96530774,  0.137871  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
