,transforms
0,"[array([[ 0.99956249,  0.03798691, -0.01637782, -0.0252135 ],
       [-0.02483127,  0.99919537, -0.01225406,  0.321576  ],
       [ 0.01606974,  0.01286904,  0.99979078,  0.0948795 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.99955313,  0.03802138, -0.01663358, -0.025215  ],
       [-0.02504282,  0.99919324, -0.01230696,  0.3215745 ],
       [ 0.01632144,  0.01293223,  0.99978591,  0.0948755 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.99959149,  0.03785946, -0.01585709, -0.0252195 ],
       [-0.02397659,  0.99919821, -0.01242989,  0.3215775 ],
       [ 0.01555575,  0.01302291,  0.999797  ,  0.094872  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.99976483,  0.02637154, -0.01666166, -0.034628  ],
       [-0.01408236,  0.9995744 , -0.01203528,  0.333129  ],
       [ 0.01649174,  0.01247219,  0.99978875,  0.094801  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.99983288,  0.00611103, -0.01582952, -0.0602445 ],
       [ 0.00896265,  0.9999133 , -0.01156572,  0.356443  ],
       [ 0.01593359,  0.01166369,  0.99980781,  0.094612  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.999536  , -0.01048287, -0.01678542, -0.084882  ],
       [ 0.02521546,  0.99987376, -0.01211548,  0.3791805 ],
       [ 0.01708679,  0.01194055,  0.99978571,  0.0944265 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.99888302, -0.0303118 , -0.01807189, -0.0902655 ],
       [ 0.04341167,  0.99945187, -0.01386183,  0.399662  ],
       [ 0.01865831,  0.01330989,  0.99974059,  0.0944515 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.99966662, -0.00701213, -0.01585552, -0.073349  ],
       [ 0.02015758,  0.99988009, -0.01391685,  0.418235  ],
       [ 0.01613436,  0.01380707,  0.99977744,  0.0945645 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.99844291,  0.06702834, -0.01643099, -0.045912  ],
       [-0.05350654,  0.99766716, -0.01186387,  0.436943  ],
       [ 0.01577385,  0.01294019,  0.99979461,  0.0948115 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.99601365,  0.10044159, -0.01626228, -0.015633  ],
       [-0.08789942,  0.99485591, -0.01158401,  0.45062   ],
       [ 0.01518225,  0.01316046,  0.99980065,  0.095052  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.99635701,  0.09652896, -0.01685329,  0.002871  ],
       [-0.08380108,  0.99524152, -0.01171047,  0.4474085 ],
       [ 0.01581387,  0.01328437,  0.99978939,  0.095184  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.9989414 ,  0.05644265, -0.01693314,  0.018205  ],
       [-0.04297728,  0.99832168, -0.01202484,  0.4236585 ],
       [ 0.01640196,  0.0129632 ,  0.99978431,  0.0953    ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.99948474,  0.04091565, -0.01594782,  0.036146  ],
       [-0.02805047,  0.99908074, -0.0121461 ,  0.3829975 ],
       [ 0.01560204,  0.01279002,  0.99979905,  0.095424  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.99967338,  0.03259451, -0.01422491,  0.044294  ],
       [-0.02141624,  0.99937869, -0.01295222,  0.340472  ],
       [ 0.01394546,  0.01341031,  0.99981493,  0.095463  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.99972845,  0.03080269, -0.01742028,  0.0451965 ],
       [-0.01571233,  0.99942801, -0.01342664,  0.2940475 ],
       [ 0.01720875,  0.01395892,  0.9997581 ,  0.095412  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.99968072,  0.03308541, -0.02026129,  0.0460805 ],
       [-0.01537205,  0.99935294, -0.01344276,  0.2431145 ],
       [ 0.02005411,  0.01410859,  0.99970434,  0.0953925 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[ 0.99948885,  0.04372802, -0.01964147,  0.046332  ],
       [-0.02550116,  0.99893332, -0.0139869 ,  0.2112875 ],
       [ 0.01928036,  0.01483518,  0.99970925,  0.0953695 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[ 0.99956191,  0.03908267, -0.01917019,  0.044668  ],
       [-0.02278121,  0.99915558, -0.01193308,  0.2144715 ],
       [ 0.01889476,  0.01267546,  0.99974502,  0.095355  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[ 0.99965486,  0.03470313, -0.0200596 ,  0.0330695 ],
       [-0.01720255,  0.9993199 , -0.01177558,  0.2381185 ],
       [ 0.01985548,  0.01246708,  0.99972944,  0.095267  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[ 0.99951819,  0.04138074, -0.01821889,  0.023596  ],
       [-0.0253495 ,  0.9990625 , -0.01197251,  0.2744755 ],
       [ 0.01791087,  0.01271822,  0.99976234,  0.095222  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
