,transforms
0,"[array([[ 0.61822403, -0.7719929 ,  0.00203767, -0.0271845 ],
       [ 0.78587801,  0.63557167,  0.01615489,  0.2466935 ],
       [-0.01395736, -0.00869567,  0.99986742,  0.096865  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.61837724, -0.77200445,  0.00200727, -0.0271835 ],
       [ 0.78576035,  0.63555891,  0.01597208,  0.2466945 ],
       [-0.01379326, -0.00860269,  0.99987042,  0.0968675 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.61824522, -0.7720213 ,  0.00198343, -0.027182  ],
       [ 0.78586352,  0.63553761,  0.01604036,  0.246693  ],
       [-0.01383358, -0.00866413,  0.99986938,  0.0968655 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.61822883, -0.77208019,  0.00195885, -0.0271825 ],
       [ 0.78587638,  0.63546563,  0.01606254,  0.2466945 ],
       [-0.013836  , -0.00869594,  0.99986907,  0.096866  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.61818715, -0.77207178,  0.0020396 , -0.027185  ],
       [ 0.78590625,  0.63547543,  0.01620808,  0.246695  ],
       [-0.01400075, -0.00872629,  0.99986656,  0.0968665 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.61838199, -0.77195449,  0.00196194, -0.027183  ],
       [ 0.78575517,  0.63561788,  0.01611218,  0.2466955 ],
       [-0.01387528, -0.00872781,  0.99986827,  0.0968655 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.61822918, -0.77207493,  0.00195798, -0.0271815 ],
       [ 0.78587683,  0.63547245,  0.01601053,  0.2466935 ],
       [-0.01379458, -0.00866367,  0.99986991,  0.0968625 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.61836016, -0.77238094,  0.0017583 , -0.0271835 ],
       [ 0.78577229,  0.63509608,  0.0162762 ,  0.246692  ],
       [-0.01387851, -0.00898007,  0.99986599,  0.0968625 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.5963551 , -0.78963854,  0.00226167, -0.032329  ],
       [ 0.80258956,  0.61351649,  0.01639833,  0.2530285 ],
       [-0.01451187, -0.00827588,  0.99986298,  0.0968305 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.60481179, -0.78292735,  0.00138758, -0.043529  ],
       [ 0.79625823,  0.62205359,  0.01558294,  0.291426  ],
       [-0.01324889, -0.0086081 ,  0.99987762,  0.0967995 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.6390191 , -0.75457369,  0.00133637, -0.049772  ],
       [ 0.76909006,  0.65615514,  0.01507928,  0.3421135 ],
       [-0.01245272, -0.00888698,  0.99988541,  0.096777  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.64924868, -0.74622683,  0.00182407, -0.0443865 ],
       [ 0.76044917,  0.66562009,  0.01671883,  0.3416185 ],
       [-0.01390006, -0.0097686 ,  0.99985857,  0.096799  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.6805045 , -0.71651203,  0.00142821,  0.0287325 ],
       [ 0.73265965,  0.69752136,  0.01383722,  0.338663  ],
       [-0.01111095, -0.00862926,  0.99990324,  0.097133  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.7093453 , -0.68786647,  0.00271851,  0.1218625 ],
       [ 0.70475635,  0.72578558,  0.01450835,  0.3299745 ],
       [-0.01215454, -0.00866093,  0.99989105,  0.0975585 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.71019186, -0.68697214,  0.00253716,  0.132807  ],
       [ 0.70391246,  0.72663544,  0.01393014,  0.3232425 ],
       [-0.01160863, -0.00838001,  0.99989975,  0.097592  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.72171989, -0.67288908,  0.00111465,  0.1320395 ],
       [ 0.69212905,  0.7397021 ,  0.01157948,  0.2533925 ],
       [-0.00881956, -0.00781586,  0.99993233,  0.097582  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[ 0.74122639, -0.65621572,  0.00228545,  0.1170745 ],
       [ 0.67115733,  0.75451384,  0.01454547,  0.1558295 ],
       [-0.01145757, -0.00947604,  0.9998916 ,  0.097563  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
