,transforms
0,"[array([[-0.41234682, -0.90962958, -0.01075949,  0.1410835 ],
       [ 0.91101749, -0.41519427, -0.00942596,  0.383233  ],
       [ 0.004151  , -0.01370216,  0.99989769,  0.238067  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.41236258, -0.90968097, -0.01066618,  0.141084  ],
       [ 0.91100997, -0.41508378, -0.00947715,  0.383236  ],
       [ 0.00423588, -0.01363802,  0.9998982 ,  0.238066  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.4122096 , -0.90968981, -0.01069382,  0.1410825 ],
       [ 0.91107978, -0.41506534, -0.0093474 ,  0.3832365 ],
       [ 0.00410854, -0.01360921,  0.99989913,  0.2380665 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.41224112, -0.90968199, -0.0106502 ,  0.141086  ],
       [ 0.91106474, -0.41508151, -0.00951448,  0.3832365 ],
       [ 0.00427829, -0.01363897,  0.99989802,  0.238064  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.41235007, -0.90972602, -0.01076975,  0.141083  ],
       [ 0.91101583, -0.41498195, -0.00947671,  0.3832385 ],
       [ 0.00419296, -0.0137316 ,  0.9998971 ,  0.2380645 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.41228885, -0.90965899, -0.01067853,  0.141084  ],
       [ 0.91104313, -0.41513085, -0.00952863,  0.383238  ],
       [ 0.00427879, -0.01367085,  0.99989758,  0.2380655 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.41230818, -0.90965195, -0.01066615,  0.1410845 ],
       [ 0.91103459, -0.41514737, -0.00947659,  0.383236  ],
       [ 0.00423619, -0.01363805,  0.99989821,  0.238065  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.41227294, -0.90967557, -0.01064929,  0.1410835 ],
       [ 0.91105034, -0.41509559, -0.00951495,  0.383239  ],
       [ 0.00427862, -0.01363841,  0.99989802,  0.238064  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.41238508, -0.90969176, -0.01064812,  0.141085  ],
       [ 0.91099959, -0.41506016, -0.00951513,  0.383237  ],
       [ 0.00427759, -0.01363724,  0.99989803,  0.238063  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.41246479, -0.90964577, -0.01074011,  0.141087  ],
       [ 0.91096389, -0.41515883, -0.009466  ,  0.383236  ],
       [ 0.0041937 , -0.01370099,  0.99989752,  0.238064  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.41213891, -0.90966502, -0.01069124,  0.1410855 ],
       [ 0.91111078, -0.41511659, -0.00957765,  0.3832335 ],
       [ 0.00432047, -0.0137027 ,  0.99989698,  0.238065  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.4122603 , -0.90965938, -0.01063293,  0.141086  ],
       [ 0.91105586, -0.41513103, -0.00955321,  0.383236  ],
       [ 0.00432041, -0.01363957,  0.99989783,  0.238062  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.41219034, -0.90962919, -0.0108065 ,  0.1410855 ],
       [ 0.91108849, -0.41519409, -0.0093983 ,  0.383234  ],
       [ 0.00410877, -0.01373344,  0.99989744,  0.2380635 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.41219027, -0.9097128 , -0.01064742,  0.1410865 ],
       [ 0.91108833, -0.41501599, -0.00937283,  0.383236  ],
       [ 0.00415113, -0.01357734,  0.99989939,  0.238063  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.41229241, -0.90965423, -0.01076113,  0.1410845 ],
       [ 0.91104211, -0.41514022, -0.00942614,  0.3832365 ],
       [ 0.00415131, -0.01370348,  0.99989767,  0.238061  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
