,transforms
0,"[array([[-0.99936795,  0.04097513, -0.00971647, -0.089124  ],
       [-0.03428916, -0.9991091 ,  0.00971085,  0.111784  ],
       [-0.00937823,  0.01010129,  0.99990564,  0.0944355 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.9993674 ,  0.0407867 , -0.00963574, -0.089128  ],
       [-0.03432814, -0.99911585,  0.00981138,  0.1117845 ],
       [-0.00929371,  0.01019668,  0.99990544,  0.094435  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.99936314,  0.04091317, -0.00963544, -0.089126  ],
       [-0.03445214, -0.999111  ,  0.00977848,  0.1117835 ],
       [-0.00929329,  0.01016496,  0.99990577,  0.0944355 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.99937066,  0.04069443, -0.00959315, -0.0891255 ],
       [-0.03424452, -0.9991196 ,  0.00981465,  0.1117805 ],
       [-0.00925188,  0.01019736,  0.99990582,  0.094435  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.99936723,  0.04072479, -0.00950774, -0.089124  ],
       [-0.03436711, -0.99911901,  0.00975415,  0.11178   ],
       [-0.00916735,  0.0101337 ,  0.99990723,  0.094433  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.99936401,  0.04066156, -0.00971605, -0.089124  ],
       [-0.03440454, -0.99912159,  0.00974625,  0.111784  ],
       [-0.00937545,  0.01013372,  0.9999053 ,  0.094434  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.99936756,  0.04062867, -0.00963133, -0.0891245 ],
       [-0.03432383, -0.99912325,  0.00971802,  0.1117805 ],
       [-0.00929255,  0.01010175,  0.99990639,  0.0944325 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.99937038,  0.04081448, -0.00963083, -0.0891205 ],
       [-0.03424164, -0.99911569,  0.00971528,  0.111782  ],
       [-0.00929296,  0.01010071,  0.99990643,  0.0944305 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.99936828,  0.04075247, -0.00955453, -0.0891175 ],
       [-0.03432529, -0.99911628,  0.00990944,  0.1117965 ],
       [-0.00920922,  0.01029103,  0.99990525,  0.0944305 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.99933752,  0.04125655, -0.01009379, -0.0892575 ],
       [-0.03507475, -0.99908607,  0.01076914,  0.111796  ],
       [-0.00971043,  0.01117695,  0.99989106,  0.0944175 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.99944683,  0.03869885, -0.0086794 , -0.089184  ],
       [-0.03218621, -0.999203  ,  0.0094564 ,  0.111795  ],
       [-0.00837093,  0.00978555,  0.99991762,  0.0943925 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.99953573,  0.03684386, -0.00677485, -0.0890345 ],
       [-0.02960502, -0.99921934, -0.01451512,  0.1111595 ],
       [-0.00720235, -0.01425601,  0.9998717 ,  0.094568  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.99951366,  0.03722934, -0.00818304, -0.0890755 ],
       [-0.03001555, -0.99926708, -0.00921408,  0.111285  ],
       [-0.00845626, -0.00890336,  0.99992407,  0.0945835 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.99948828,  0.03777129, -0.00688378, -0.089016  ],
       [-0.03118561, -0.99925983, -0.0075533 ,  0.1115625 ],
       [-0.00711618, -0.00728809,  0.99994778,  0.09446   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.99953531,  0.03449247, -0.00859777, -0.0890205 ],
       [-0.02916305, -0.99936304, -0.00945548,  0.111928  ],
       [-0.00887025, -0.00915365,  0.99991833,  0.0944025 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[-0.99968995,  0.03003641, -0.00717614, -0.089108  ],
       [-0.02377225, -0.9995027 , -0.00981996,  0.112701  ],
       [-0.0074079 , -0.00960024,  0.99992603,  0.0943985 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[-0.99963133,  0.03057386, -0.0079567 , -0.089179  ],
       [-0.02585686, -0.9994544 , -0.01274477,  0.1135535 ],
       [-0.00828424, -0.01249596,  0.99988712,  0.094371  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[-0.99944411,  0.0396219 , -0.00623024, -0.0893695 ],
       [-0.03266705, -0.99913077, -0.01321088,  0.115917  ],
       [-0.00665905, -0.01295392,  0.99989332,  0.0943745 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[-0.99984317,  0.02327863, -0.00632577, -0.0895455 ],
       [-0.01646022, -0.99965074, -0.01266071,  0.1201455 ],
       [-0.00653383, -0.01251028,  0.99989984,  0.0943825 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[-0.99964232,  0.03266495, -0.0062112 , -0.0896255 ],
       [-0.02592286, -0.99937002, -0.01408718,  0.1218915 ],
       [-0.00657494, -0.01387706,  0.99988148,  0.094367  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
