,transforms
0,"[array([[-0.71349069, -0.71398316,  0.00728981, -0.067999  ],
       [ 0.69982417, -0.69975512, -0.04155069,  0.186164  ],
       [ 0.03430993, -0.02389177,  0.9991098 ,  0.2379295 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.71369593, -0.71397924,  0.00718666, -0.068002  ],
       [ 0.69961658, -0.69975504, -0.04161586,  0.186166  ],
       [ 0.03427481, -0.0240112 ,  0.99910784,  0.2379285 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.71375124, -0.71371648,  0.00734726, -0.067996  ],
       [ 0.69955254, -0.70002506, -0.04167639,  0.1861705 ],
       [ 0.03442979, -0.02395212,  0.99910415,  0.2379245 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.71373182, -0.71366877,  0.00733102, -0.068013  ],
       [ 0.69957211, -0.70007268, -0.04169911,  0.186151  ],
       [ 0.03443479, -0.02398199,  0.99910332,  0.237927  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.7018886 , -0.72288129,  0.00331267, -0.071792  ],
       [ 0.71106765, -0.69004597, -0.05522215,  0.182975  ],
       [ 0.0416556 , -0.03576592,  0.9984686 ,  0.2388735 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.66654362, -0.75556039, -0.03474505, -0.080558  ],
       [ 0.74340504, -0.64814982, -0.10520851,  0.1712285 ],
       [ 0.05539451, -0.09502795,  0.99384302,  0.241252  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.66899649, -0.75372543, -0.04615435, -0.0828995 ],
       [ 0.74249721, -0.65075146, -0.08686971,  0.1754725 ],
       [ 0.03378729, -0.09176336,  0.99514995,  0.242927  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.67473923, -0.75021077, -0.01304183, -0.0788515 ],
       [ 0.73802042, -0.66075663, -0.02176904,  0.1895585 ],
       [ 0.00726851, -0.02417594,  0.99967796,  0.2543435 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.69430285, -0.73330124, -0.0041504 , -0.073627  ],
       [ 0.71958077, -0.67968575, -0.02085345,  0.1872995 ],
       [ 0.01212685, -0.01722118,  0.99977393,  0.2547205 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.70762542, -0.720372  , -0.00140084, -0.0733245 ],
       [ 0.70602539, -0.69311213,  0.03848734,  0.1981735 ],
       [-0.02818522,  0.02568598,  0.99925811,  0.262533  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.72038831, -0.70662136,  0.00602115, -0.0734085 ],
       [ 0.69213618, -0.70551692,  0.07052795,  0.204283  ],
       [-0.04458923,  0.05414917,  0.99749163,  0.262194  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
