,transforms
0,"[array([[-0.99836669, -0.04630595, -0.00450785, -0.0780085 ],
       [ 0.05703995, -0.99867239, -0.02238091,  0.100351  ],
       [-0.00322473, -0.02256582,  0.99973935,  0.0944415 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.99852072, -0.04653367, -0.00763454, -0.078003  ],
       [ 0.05399898, -0.99863528, -0.02338009,  0.100374  ],
       [-0.00636267, -0.02371061,  0.9996975 ,  0.094461  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.99837343, -0.04643694, -0.00459439, -0.0780125 ],
       [ 0.05691709, -0.99866411, -0.02247372,  0.1003535 ],
       [-0.00330865, -0.02266301,  0.99973688,  0.094441  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.99851037, -0.04647457, -0.00777728, -0.078006  ],
       [ 0.05417494, -0.99863269, -0.02359815,  0.1003705 ],
       [-0.00648927, -0.02393472,  0.99969127,  0.0944635 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.99845933, -0.04669174, -0.00633078, -0.0780025 ],
       [ 0.05526064, -0.9986264 , -0.02350345,  0.10037   ],
       [-0.00502369, -0.0237738 ,  0.99970371,  0.094463  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.99846121, -0.04663432, -0.00641708, -0.0780045 ],
       [ 0.05521888, -0.9986275 , -0.02356623,  0.100368  ],
       [-0.00510743, -0.02384025,  0.99970168,  0.094462  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.99837634, -0.04625297, -0.00441553, -0.0780085 ],
       [ 0.05687537, -0.99867688, -0.02229517,  0.1003515 ],
       [-0.00314113, -0.02247571,  0.99974168,  0.09444   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.99846184, -0.04647174, -0.0062916 , -0.078004  ],
       [ 0.05521892, -0.99863513, -0.02357086,  0.1003675 ],
       [-0.00498184, -0.02383816,  0.99970237,  0.094459  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.99836682, -0.04634503, -0.00442097, -0.078011  ],
       [ 0.05704235, -0.99867193, -0.02232484,  0.1003465 ],
       [-0.0031411 , -0.02250591,  0.99974099,  0.0944385 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.99848754, -0.0460944 , -0.00615748, -0.078086  ],
       [ 0.05475982, -0.99866972, -0.0228507 ,  0.100395  ],
       [-0.00489824, -0.0231106 ,  0.99971993,  0.0944595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.99840489, -0.04564168, -0.00440459, -0.078101  ],
       [ 0.05636967, -0.99872125, -0.02156297,  0.100378  ],
       [-0.00318283, -0.02174169,  0.99975779,  0.0944335 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.99847056, -0.0465958 , -0.00588786, -0.078008  ],
       [ 0.05509381, -0.99863987, -0.02314345,  0.1003935 ],
       [-0.00460511, -0.02339299,  0.99971482,  0.094469  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.99839949, -0.04579572, -0.00510471, -0.0781515 ],
       [ 0.05640888, -0.99877828, -0.01835111,  0.1004525 ],
       [-0.00406211, -0.01856583,  0.99981857,  0.0943725 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.99852982, -0.04328478, -0.00930525, -0.078376  ],
       [ 0.05345978, -0.99904076, -0.00623514,  0.101203  ],
       [-0.0089588 , -0.00663235,  0.99993727,  0.0939805 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.99863093, -0.04108958, -0.00884496, -0.0777325 ],
       [ 0.05162009, -0.99912717, -0.0071622 ,  0.1013855 ],
       [-0.00846368, -0.00751987,  0.99993523,  0.0939805 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[-0.99873814, -0.04092114, -0.01139014, -0.0773495 ],
       [ 0.04906405, -0.99906548, -0.01345941,  0.1014435 ],
       [-0.01071706, -0.01391509,  0.99984454,  0.0940385 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[-0.99841034, -0.0463385 , -0.01245688, -0.0765475 ],
       [ 0.05527647, -0.99857718, -0.02583719,  0.101537  ],
       [-0.01101342, -0.02638852,  0.99958855,  0.094127  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[-0.99765161, -0.05820602, -0.01336263, -0.075261  ],
       [ 0.06749767, -0.99796689, -0.02522737,  0.1022015 ],
       [-0.0116332 , -0.02596445,  0.99959243,  0.0941185 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[-0.99453076, -0.09527259, -0.01556505, -0.072586  ],
       [ 0.10366063, -0.99506925, -0.02620739,  0.104208  ],
       [-0.01276918, -0.0275739 ,  0.99953534,  0.094152  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[-0.99207237, -0.11625536, -0.01799745, -0.071761  ],
       [ 0.12488795, -0.99267119, -0.03110833,  0.106252  ],
       [-0.01397875, -0.03299396,  0.99935397,  0.0941875 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
20,"[array([[-0.99512266, -0.0887894 , -0.01597275, -0.069321  ],
       [ 0.09756926, -0.99593168, -0.01401493,  0.1132105 ],
       [-0.0145307 , -0.01537959,  0.9997742 ,  0.0941745 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
21,"[array([[-0.99293792, -0.10862782, -0.01748832, -0.068405  ],
       [ 0.11765144, -0.99388432, -0.01805293,  0.115285  ],
       [-0.01524568, -0.01984852,  0.99968408,  0.094193  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
