,transforms
0,"[array([[ 0.12164021, -0.99469332,  0.00700264, -0.0720265 ],
       [ 0.99249838,  0.10272166,  0.01150671,  0.17413   ],
       [-0.0122733 ,  0.00578402,  0.99990928,  0.0961175 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.12165525, -0.99470068,  0.00685814, -0.0720255 ],
       [ 0.99249495,  0.1026592 ,  0.01165293,  0.174132  ],
       [-0.01240093,  0.00562603,  0.99990858,  0.096116  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.12161985, -0.99467817,  0.00700791, -0.072028  ],
       [ 0.99250038,  0.10286832,  0.01154644,  0.1741305 ],
       [-0.01231327,  0.00578338,  0.99990878,  0.0961175 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.12192498, -0.99468893,  0.00697225, -0.0720265 ],
       [ 0.99246344,  0.10276587,  0.01150788,  0.1741325 ],
       [-0.01227235,  0.00575312,  0.99990947,  0.096118  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.12144303, -0.99468366,  0.00695872, -0.072026  ],
       [ 0.99252041,  0.10281875,  0.01168391,  0.1741315 ],
       [-0.01244276,  0.00572093,  0.99990753,  0.0961185 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.1216253 , -0.99468579,  0.00710735, -0.072025  ],
       [ 0.9925028 ,  0.10278736,  0.01128073,  0.174129  ],
       [-0.01206167,  0.00591059,  0.99991111,  0.0961135 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.12159893, -0.99469386,  0.00689992, -0.0720265 ],
       [ 0.99250447,  0.10272171,  0.01143492,  0.174131  ],
       [-0.01218932,  0.0056892 ,  0.99991081,  0.096113  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.12153125, -0.99470142,  0.00705927, -0.0720315 ],
       [ 0.99251222,  0.10263971,  0.01145978,  0.174127  ],
       [-0.012233  ,  0.00584617,  0.99990942,  0.0961135 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.12193464, -0.99469372,  0.00762438, -0.072087  ],
       [ 0.99245803,  0.10268275,  0.01176741,  0.1741215 ],
       [-0.01260958,  0.00637624,  0.99990169,  0.096144  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.12206395, -0.99465434,  0.00635202, -0.0720705 ],
       [ 0.99244213,  0.10313506,  0.01192353,  0.1741295 ],
       [-0.01260991,  0.0050888 ,  0.99990874,  0.0961225 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
