,transforms
0,"[array([[-0.5791014 ,  0.83137193, -0.02125183, -0.133252  ],
       [-0.81521443, -0.55481557,  0.02513205,  0.086259  ],
       [ 0.00818548,  0.03162897,  0.99945822,  0.0959635 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.57898595,  0.83131375, -0.02129887, -0.13325   ],
       [-0.81529728, -0.55490287,  0.02505592,  0.08626   ],
       [ 0.00810066,  0.03162675,  0.99945913,  0.0959615 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.57882908,  0.83134297, -0.02116061, -0.1332545 ],
       [-0.81540611, -0.55485924,  0.02525931,  0.086258  ],
       [ 0.00835276,  0.03162427,  0.99945695,  0.0959595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.58228284,  0.83182217, -0.01750097, -0.133246  ],
       [-0.81284501, -0.55412765,  0.0311697 ,  0.086273  ],
       [ 0.01515531,  0.03185004,  0.99936088,  0.095965  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.58222056,  0.83139857, -0.01685621, -0.1332455 ],
       [-0.81289193, -0.55481205,  0.0305525 ,  0.086258  ],
       [ 0.01503101,  0.03098399,  0.99939102,  0.0959505 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.57985578,  0.83150129, -0.01934653, -0.133258  ],
       [-0.8146466 , -0.55464937,  0.02710829,  0.08627   ],
       [ 0.01087151,  0.03113954,  0.99944527,  0.095951  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.58249517,  0.83107763, -0.01636543, -0.1332545 ],
       [-0.81267268, -0.55528074,  0.03165346,  0.0862905 ],
       [ 0.01620141,  0.03119732,  0.99936491,  0.095942  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.5836509 ,  0.83018855, -0.01629714, -0.1332435 ],
       [-0.81179924, -0.55652949,  0.03420058,  0.086376  ],
       [ 0.01826527,  0.03258672,  0.9992821 ,  0.0959135 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.58325809,  0.82870292, -0.01879094, -0.133356  ],
       [-0.81216715, -0.55873138,  0.03065632,  0.086633  ],
       [ 0.01394711,  0.03272191,  0.99935334,  0.095838  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.58315446,  0.82699381, -0.01801357, -0.133582  ],
       [-0.81225086, -0.56133198,  0.02941391,  0.087174  ],
       [ 0.01339475,  0.03142677,  0.99940499,  0.0957715 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
