,transforms
0,"[array([[ 0.85862646, -0.51952574, -0.00585329, -0.1007145 ],
       [ 0.51259335,  0.85442999,  0.00406095,  0.343595  ],
       [ 0.00294425, -0.0065109 ,  0.99997462,  0.10436   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.85871165, -0.51948464, -0.00586509, -0.100715  ],
       [ 0.51245085,  0.85445425,  0.00416462,  0.343595  ],
       [ 0.00290233, -0.00660548,  0.99997413,  0.1043605 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.85860479, -0.5201656 , -0.00505456, -0.100727  ],
       [ 0.51263125,  0.85404806,  0.00329779,  0.343589  ],
       [ 0.00264937, -0.00544578,  0.99998179,  0.104383  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.85867455, -0.51940653, -0.00574462, -0.1007185 ],
       [ 0.51251349,  0.85450247,  0.00412757,  0.343597  ],
       [ 0.00281739, -0.00651097,  0.99997498,  0.104362  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.85859361, -0.51952585, -0.00573005, -0.1007125 ],
       [ 0.51264908,  0.85443017,  0.00409926,  0.343597  ],
       [ 0.00281837, -0.0064796 ,  0.99997518,  0.1043605 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.8587044 , -0.51950213, -0.00574862, -0.100715  ],
       [ 0.51246416,  0.85444265,  0.00438124,  0.343594  ],
       [ 0.0026912 , -0.00673011,  0.99997388,  0.1043575 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.85857462, -0.51943824, -0.00583356, -0.1007155 ],
       [ 0.51268041,  0.85448295,  0.00410956,  0.3435935 ],
       [ 0.00290173, -0.00654189,  0.99997454,  0.1043595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.85860073, -0.51941496, -0.00575342, -0.100717  ],
       [ 0.51263761,  0.85449614,  0.004305  ,  0.3435925 ],
       [ 0.00273306, -0.00666719,  0.99997418,  0.1043585 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.85865663, -0.51953405, -0.0057334 , -0.100719  ],
       [ 0.51254419,  0.85442349,  0.00435328,  0.3435945 ],
       [ 0.00269185, -0.00669841,  0.99997409,  0.104358  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.85854927, -0.51969485, -0.00574997, -0.1007145 ],
       [ 0.51272308,  0.85432763,  0.00404868,  0.3435945 ],
       [ 0.00286085, -0.00644728,  0.99997527,  0.104362  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
