,transforms
0,"[array([[-0.96412611,  0.24546168,  0.00654552, -0.1164835 ],
       [-0.26526767, -0.96934679,  0.01273668,  0.1699945 ],
       [ 0.00969033,  0.01074068,  0.99989746,  0.11141   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.96412929,  0.24552015,  0.0067142 , -0.116482  ],
       [-0.26524999, -0.96933231,  0.01274938,  0.1699915 ],
       [ 0.00985615,  0.01071102,  0.99989618,  0.1114075 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.96420559,  0.24542602,  0.00670791, -0.1164825 ],
       [-0.26497096, -0.96935405,  0.01294062,  0.169989  ],
       [ 0.00989775,  0.0108989 ,  0.99989377,  0.1114075 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.9643442 ,  0.24486856,  0.00756282, -0.116281  ],
       [-0.26440831, -0.96946954,  0.01528577,  0.170002  ],
       [ 0.0113365 ,  0.01296908,  0.99985456,  0.111815  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.96334002,  0.24695213,  0.02669509, -0.115144  ],
       [-0.26553154, -0.96823268,  0.04728083,  0.171803  ],
       [ 0.03832754,  0.03924433,  0.99852486,  0.1150065 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.95779152,  0.26750443, -0.00516822, -0.117207  ],
       [-0.28612945, -0.95718748,  0.11336147,  0.1760895 ],
       [ 0.02766468,  0.11060517,  0.99354037,  0.1193825 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.95571147,  0.27364324, -0.01921622, -0.1181365 ],
       [-0.29394442, -0.95520533,  0.11172355,  0.176299  ],
       [ 0.01456928,  0.11270386,  0.99355351,  0.120675  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.95251885,  0.28369323, -0.02912106, -0.118294  ],
       [-0.30447446, -0.95467621,  0.08530195,  0.1745815 ],
       [-0.00177332,  0.09006379,  0.99592949,  0.1255265 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.94888909,  0.30115067, -0.01836258, -0.1190235 ],
       [-0.3149298 , -0.95356645, -0.0104048 ,  0.1678515 ],
       [-0.02070544, -0.00439275,  0.99977725,  0.130297  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.92461142,  0.35482923, -0.08129761, -0.1241965 ],
       [-0.36151712, -0.93112967, -0.12047405,  0.159994  ],
       [-0.11999625, -0.08422449,  0.98938198,  0.1326605 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.93664514,  0.33157622, -0.03022246, -0.121879  ],
       [-0.34849608, -0.94338683, -0.02000853,  0.1657995 ],
       [-0.03530381, -0.00886056,  0.99934292,  0.1344825 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
