,transforms
0,"[array([[-0.08735264, -0.99547989, -0.02522672, -0.0810765 ],
       [ 0.99615444, -0.09136003, -0.0090067 ,  0.1563255 ],
       [ 0.00677087, -0.02594486,  0.99964118,  0.0945165 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.08738686, -0.99549409, -0.02532819, -0.0810785 ],
       [ 0.99615173, -0.09117751, -0.00897395,  0.1563275 ],
       [ 0.0067285 , -0.02604169,  0.99963891,  0.094514  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.08734168, -0.99548946, -0.02528404, -0.08108   ],
       [ 0.99615484, -0.0912374 , -0.00909445,  0.1563245 ],
       [ 0.00685361, -0.02600914,  0.99963894,  0.0945135 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.08740132, -0.99548329, -0.0251847 , -0.081076  ],
       [ 0.99614931, -0.09133164, -0.00913066,  0.156327  ],
       [ 0.0068968 , -0.02591417,  0.99964112,  0.094514  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.08767336, -0.99549343, -0.02523984, -0.0810765 ],
       [ 0.99612483, -0.09120326, -0.00922486,  0.156326  ],
       [ 0.00697877, -0.02597681,  0.99963886,  0.094512  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.08739048, -0.99548166, -0.0252592 , -0.081076  ],
       [ 0.99615113, -0.09133149, -0.00901023,  0.156325  ],
       [ 0.00677057, -0.02597733,  0.99964033,  0.094515  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.0874045 , -0.99560957, -0.02409878, -0.081095  ],
       [ 0.99613579, -0.09021112, -0.0107434 ,  0.156308  ],
       [ 0.00859853, -0.02497084,  0.99965185,  0.094485  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.08729115, -0.9956125 , -0.02365965, -0.081071  ],
       [ 0.99614608, -0.09030047, -0.01066144,  0.1563075 ],
       [ 0.00855796, -0.02452684,  0.99966322,  0.09449   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.08752942, -0.99548495, -0.02534608, -0.081083  ],
       [ 0.99613835, -0.09126859, -0.00910642,  0.156326  ],
       [ 0.00685522, -0.02607222,  0.99963726,  0.0945095 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.0873417 , -0.99549668, -0.02532177, -0.081076  ],
       [ 0.99615512, -0.09114904, -0.00905582,  0.156323  ],
       [ 0.00681182, -0.02604258,  0.99963833,  0.09451   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
