,transforms
0,"[array([[ 0.86835448, -0.49451848, -0.00788354, -0.069954  ],
       [ 0.49584034,  0.86916508, -0.00664699,  0.165209  ],
       [ 0.01014209,  0.00187887,  0.99994683,  0.104532  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.86840558, -0.49444413, -0.00782047, -0.069955  ],
       [ 0.49575087,  0.8692071 , -0.00675416,  0.165207  ],
       [ 0.01014026,  0.00200408,  0.99994661,  0.104535  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.8683475 , -0.49436301, -0.0080326 , -0.069955  ],
       [ 0.49584829,  0.86925339, -0.00680186,  0.1652085 ],
       [ 0.01034835,  0.00194163,  0.9999446 ,  0.10453   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.86837019, -0.49446097, -0.00784873, -0.0699535 ],
       [ 0.49581365,  0.8691978 , -0.00662657,  0.1652095 ],
       [ 0.01010168,  0.00187901,  0.99994724,  0.104531  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.8683767 , -0.49425173, -0.00771648, -0.0699525 ],
       [ 0.4958057 ,  0.86931686, -0.00651247,  0.165207  ],
       [ 0.00993024,  0.00184761,  0.99994902,  0.1045335 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.86839499, -0.49443082, -0.00793461, -0.069951  ],
       [ 0.49576855,  0.86921502, -0.00663872,  0.1652095 ],
       [ 0.01018219,  0.00184746,  0.99994648,  0.1045305 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.86834498, -0.4944409 , -0.00776553, -0.0699515 ],
       [ 0.49585865,  0.86920901, -0.00668668,  0.165209  ],
       [ 0.01005933,  0.00197263,  0.99994749,  0.1045335 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.86836579, -0.49439696, -0.0077911 , -0.069951  ],
       [ 0.49582307,  0.86923428, -0.00655677,  0.165211  ],
       [ 0.01001705,  0.00184757,  0.99994815,  0.1045335 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.86849323, -0.49452489, -0.00774963, -0.069944  ],
       [ 0.49559896,  0.86916116, -0.00671531,  0.165206  ],
       [ 0.01005913,  0.00200441,  0.99994742,  0.104532  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.86852493, -0.49423819, -0.0079253 , -0.0699395 ],
       [ 0.49554004,  0.86932436, -0.00673901,  0.1651915 ],
       [ 0.01022332,  0.0019415 ,  0.99994589,  0.104529  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
