,transforms
0,"[array([[ 0.16676699, -0.9851905 ,  0.00145216, -0.0744995 ],
       [ 0.9859645 ,  0.17143962, -0.00828154,  0.1476445 ],
       [ 0.00792341,  0.00285054,  0.99996465,  0.1045395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.16683447, -0.98517473,  0.00134276, -0.0745005 ],
       [ 0.98595375,  0.17153225, -0.00817788,  0.1476435 ],
       [ 0.00783926,  0.00272572,  0.99996566,  0.1045395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.16672553, -0.98517176,  0.00174868, -0.0744995 ],
       [ 0.98596948,  0.17154124, -0.00858326,  0.147646  ],
       [ 0.00817159,  0.00319525,  0.99996163,  0.104538  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.16688856, -0.98515339,  0.00169077, -0.074502  ],
       [ 0.98594359,  0.1716484 , -0.0083644 ,  0.1476465 ],
       [ 0.00796495,  0.00310151,  0.99996359,  0.1045415 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.16687467, -0.98515703,  0.001608  , -0.074504  ],
       [ 0.98594493,  0.17162862, -0.00847655,  0.147643  ],
       [ 0.00808938,  0.00303906,  0.99996278,  0.1045395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.16675339, -0.98518729,  0.00162115, -0.0745    ],
       [ 0.98596747,  0.17145542, -0.00822484,  0.1476435 ],
       [ 0.00783937,  0.00300744,  0.99996486,  0.104542  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.16687484, -0.98514513,  0.00175257, -0.0745005 ],
       [ 0.98594592,  0.17169466, -0.00837415,  0.14765   ],
       [ 0.00796429,  0.00316445,  0.9999634 ,  0.1045455 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.16677308, -0.98516538,  0.0015228 , -0.0744965 ],
       [ 0.98596247,  0.17158237, -0.00841865,  0.1476455 ],
       [ 0.0080468 ,  0.00294481,  0.9999634 ,  0.104544  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.16675317, -0.98515463,  0.00149892, -0.0744955 ],
       [ 0.98596617,  0.17164457, -0.00837332,  0.147647  ],
       [ 0.00800615,  0.00291401,  0.99996382,  0.1045425 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.16644895, -0.98515271,  0.00169783, -0.0745025 ],
       [ 0.98601825,  0.17165231, -0.00832082,  0.147646  ],
       [ 0.00792217,  0.00310102,  0.99996394,  0.1045445 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.16685443, -0.98515216,  0.00158853, -0.074504  ],
       [ 0.98595039,  0.17165767, -0.00821848,  0.147643  ],
       [ 0.00783824,  0.00297582,  0.99996497,  0.1045435 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.16673951, -0.98516883,  0.00153742, -0.0745105 ],
       [ 0.98596882,  0.17156255, -0.00833684,  0.147637  ],
       [ 0.0079638 ,  0.00294501,  0.99996407,  0.104542  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.16666507, -0.98518577,  0.00153985, -0.074505  ],
       [ 0.98598004,  0.17146467, -0.00850662,  0.147642  ],
       [ 0.00813102,  0.00297573,  0.99996263,  0.1045405 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.16692218, -0.98517569,  0.00162287, -0.0745035 ],
       [ 0.98593757,  0.17152151, -0.00839491,  0.1476455 ],
       [ 0.00800626,  0.00303883,  0.99996345,  0.1045425 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.16554297, -0.98535918,  0.00148731, -0.0745615 ],
       [ 0.98616906,  0.17046642, -0.0084946 ,  0.1476485 ],
       [ 0.0081312 ,  0.00291369,  0.99996281,  0.1045405 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.11307323, -0.99302181,  0.0016053 , -0.07818   ],
       [ 0.99356017,  0.11790488, -0.0074842 ,  0.1487635 ],
       [ 0.0072547 ,  0.0024766 ,  0.9999707 ,  0.1045275 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[-0.03222098, -0.99935421, -0.00298267, -0.08829   ],
       [ 0.99947548, -0.0357986 , -0.0033491 ,  0.1487955 ],
       [ 0.00325128, -0.00310067,  0.99998994,  0.1043845 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[-0.13487331, -0.99030754, -0.00484101, -0.094955  ],
       [ 0.99083539, -0.13876582, -0.00810405,  0.1471165 ],
       [ 0.00737719, -0.00591892,  0.99995544,  0.1045245 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[-0.17741064, -0.98293657, -0.00905969, -0.098801  ],
       [ 0.98397427, -0.18351662, -0.01981174,  0.145779  ],
       [ 0.0178912 , -0.01254386,  0.99976268,  0.10494   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[-0.19914613, -0.97819873, -0.01461959, -0.1006245 ],
       [ 0.97973684, -0.20675998, -0.02477162,  0.145     ],
       [ 0.02136707, -0.01943068,  0.99958623,  0.1052495 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
20,"[array([[-0.19960866, -0.97817624, -0.01280066, -0.1004415 ],
       [ 0.97964888, -0.20703682, -0.02412031,  0.1450465 ],
       [ 0.02108217, -0.01752163,  0.99962711,  0.105231  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
21,"[array([[-0.19688771, -0.97871116, -0.00869409, -0.0999725 ],
       [ 0.98019762, -0.20481161, -0.02332978,  0.1451845 ],
       [ 0.02116259, -0.01329133,  0.99969002,  0.1051815 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
