,Left IMU Signal,Right IMU Signal
ax,"[9.481, 9.75, 9.614, 9.565, 9.623, 9.554, 8.211, 4.612, 8.877, 9.084, 9.312]","[-0.029, 0.132, 0.106, 0.108, 0.114, 0.173, -0.806, 0.496, -0.038, -0.124, 0.065]"
ay,"[-0.019, 0.081, 0.129, 0.121, 0.033, 0.139, -0.282, -0.206, -0.145, 0.24, 0.096]","[0.067, 0.074, 0.066, 0.067, 0.071, 0.074, -0.089, 0.102, 0.051, 0.092, 0.082]"
az,"[0.064, 0.045, 0.049, 0.046, 0.045, 0.044, 0.006, 0.004, 0.046, 0.053, 0.036]","[0.013, -0.021, -0.022, -0.02, -0.019, -0.012, 0.028, 0.02, -0.016, 0.002, -0.033]"
gx,"[9.798, 9.747, 9.731, 9.757, 9.751, 9.711, 10.146, 8.652, 9.762, 9.012, 9.475]","[0.185, 0.18, 0.206, 0.211, 0.208, 0.244, 0.375, 1.29, 0.271, 0.34, 0.243]"
gy,"[-0.237, -0.294, -0.256, -0.255, -0.222, -0.316, -0.442, -0.895, -0.281, -0.209, -0.129]","[0.027, 0.015, 0.018, 0.017, 0.016, 0.019, -0.214, -0.018, 0.015, 0.042, 0.011]"
gz,"[-0.004, -0.003, 0.0, -0.004, -0.003, 0.001, -0.016, -0.008, -0.001, 0.007, -0.006]","[-0.068, -0.044, -0.042, -0.044, -0.043, -0.046, 0.011, -0.035, -0.052, -0.032, -0.038]"
