,features,labels
0,"[8.964, 0.013, -0.098, 0.083, 0.071, -0.02, 9.664, -0.124, -0.076, 0.027, -0.006, -0.07, 9.586, -0.188, 0.249, 0.092, 0.062, -0.064, 9.729, 0.092, -0.151, 0.027, -0.012, -0.071, 9.836, -0.23, 0.097, 0.089, 0.044, -0.089, 9.921, -0.078, -0.102, 0.023, -0.006, -0.067, 10.016, -0.083, 0.54, 0.056, 0.028, -0.093, 9.843, -0.097, -0.059, 0.016, -0.011, -0.06, 9.561, 0.135, 0.178, 0.068, 0.034, -0.104, 9.781, 0.048, -0.407, 0.02, -0.013, -0.052]","[True, False, False, False]"
1,"[9.686, -0.044, 0.217, 0.064, 0.03, -0.065, 9.677, -0.138, -0.05, 0.015, -0.004, -0.05, 9.703, -0.06, 0.087, 0.07, 0.031, -0.053, 9.653, -0.134, -0.017, 0.02, -0.005, -0.056, 9.628, -0.044, 0.193, 0.071, 0.037, -0.046, 9.679, -0.105, -0.017, 0.019, -0.007, -0.047, 9.663, -0.029, 0.178, 0.067, 0.039, -0.05, 9.677, -0.138, -0.121, 0.014, -0.01, -0.051, 9.724, -0.013, 0.189, 0.068, 0.043, -0.047, 9.671, -0.106, -0.021, 0.015, -0.005, -0.05]","[True, False, False, False]"
2,"[9.62, -0.029, 0.118, 0.068, 0.039, -0.05, 9.728, -0.13, 0.021, 0.02, -0.004, -0.052, 9.683, -0.022, 0.127, 0.073, 0.039, -0.051, 9.708, -0.153, -0.013, 0.014, -0.007, -0.051, 9.636, -0.016, 0.196, 0.07, 0.041, -0.05, 9.745, -0.138, -0.11, 0.018, -0.005, -0.048, 9.695, -0.045, 0.218, 0.071, 0.036, -0.055, 9.682, -0.126, 0.019, 0.012, -0.005, -0.052, 9.657, -0.02, 0.242, 0.072, 0.039, -0.048, 9.557, -0.112, 0.018, 0.015, -0.005, -0.048]","[True, False, False, False]"
3,"[9.653, -0.012, 0.163, 0.066, 0.042, -0.047, 9.73, -0.151, -0.081, 0.016, -0.004, -0.052, 9.671, -0.02, 0.142, 0.066, 0.039, -0.049, 9.679, -0.133, -0.011, 0.014, -0.007, -0.052, 9.679, -0.029, 0.189, 0.071, 0.04, -0.052, 9.641, -0.104, -0.026, 0.017, -0.007, -0.051, 9.703, -0.056, 0.239, 0.071, 0.039, -0.052, 9.71, -0.162, -0.002, 0.018, -0.006, -0.05, 9.686, -0.04, 0.239, 0.07, 0.036, -0.051, 9.694, -0.169, -0.092, 0.021, -0.006, -0.054]","[True, False, False, False]"
4,"[9.696, -0.014, 0.12, 0.072, 0.038, -0.048, 9.766, -0.114, 0.007, 0.016, -0.007, -0.053, 9.676, -0.034, 0.151, 0.066, 0.042, -0.041, 9.694, -0.109, -0.032, 0.019, -0.005, -0.051, 9.673, -0.014, 0.151, 0.071, 0.038, -0.051, 9.672, -0.132, -0.113, 0.018, -0.01, -0.05, 9.668, -0.038, 0.117, 0.065, 0.04, -0.049, 9.702, -0.124, -0.124, 0.016, -0.008, -0.053, 9.684, -0.048, 0.17, 0.068, 0.038, -0.047, 9.725, -0.122, -0.032, 0.016, -0.003, -0.053]","[True, False, False, False]"
5,"[9.708, -0.036, 0.1, 0.066, 0.036, -0.045, 9.669, -0.114, -0.023, 0.017, -0.005, -0.05, 9.689, -0.046, 0.229, 0.072, 0.039, -0.05, 9.66, -0.123, -0.028, 0.015, -0.009, -0.049, 9.771, -0.019, 0.131, 0.068, 0.036, -0.049, 9.696, -0.148, -0.056, 0.016, -0.007, -0.049, 9.743, -0.056, 0.112, 0.07, 0.041, -0.052, 9.74, -0.165, 0.001, 0.013, -0.005, -0.051, 9.629, -0.051, 0.124, 0.07, 0.039, -0.052, 9.69, -0.059, -0.074, 0.015, -0.006, -0.049]","[True, False, False, False]"
6,"[9.956, -0.697, -1.737, 0.078, 0.08, -0.052, 9.529, -0.051, 0.025, 0.004, -0.014, -0.043, 8.241, -0.165, -0.532, 0.073, 0.04, -0.062, 8.931, -0.275, -0.239, 0.013, -0.018, -0.048, 9.242, -0.136, 0.065, 0.076, 0.04, -0.055, 9.285, -0.064, -0.178, 0.015, -0.007, -0.047, 9.652, -0.111, -0.062, 0.071, 0.0, -0.049, 9.68, -0.163, 0.013, 0.016, -0.007, -0.05, 9.738, -0.084, 0.142, 0.074, 0.037, -0.052, 9.623, -0.109, 0.013, 0.016, -0.009, -0.05]","[True, False, False, False]"
7,"[9.654, -0.059, 0.126, 0.069, 0.038, -0.048, 9.801, -0.261, 0.144, 0.02, -0.013, -0.051, 9.851, -0.054, 0.197, 0.069, 0.034, -0.049, 9.919, -0.151, -0.266, 0.012, -0.006, -0.053, 9.988, 0.077, 0.222, 0.068, 0.041, -0.051, 9.575, -0.436, -0.343, 0.009, -0.004, -0.052, 9.708, 0.026, 0.115, 0.067, 0.039, -0.049, 9.843, -0.218, 0.011, 0.013, -0.011, -0.052, 9.677, 0.054, 0.237, 0.07, 0.044, -0.053, 9.8, -0.155, -0.14, 0.016, -0.003, -0.049]","[True, False, False, False]"
8,"[9.608, -0.016, 0.273, 0.073, 0.042, -0.05, 9.771, -0.142, -0.06, 0.017, -0.008, -0.053, 9.607, -0.013, 0.234, 0.071, 0.036, -0.052, 9.802, -0.225, 0.003, 0.015, -0.008, -0.048, 9.803, -0.068, 0.133, 0.072, 0.037, -0.049, 9.581, -0.111, -0.041, 0.018, -0.007, -0.049, 9.685, -0.019, 0.184, 0.072, 0.039, -0.053, 9.822, -0.01, -0.073, 0.015, -0.008, -0.051, 9.762, -0.068, 0.038, 0.071, 0.038, -0.051, 9.751, -0.14, -0.078, 0.018, -0.008, -0.049]","[True, False, False, False]"
9,"[9.739, -0.018, 0.054, 0.069, 0.038, -0.05, 9.675, -0.1, -0.083, 0.017, -0.008, -0.049, 9.717, 0.071, 0.263, 0.067, 0.04, -0.051, 9.351, -0.078, -0.056, 0.016, -0.01, -0.049, 10.563, -2.707, -2.372, 0.091, 0.049, -0.031, 11.216, 0.349, 0.469, -0.377, 0.041, -0.03, 7.987, -0.673, -1.092, -0.139, 0.037, -0.064, 9.209, 0.237, 1.49, -0.358, -0.013, -0.014, 10.991, -0.376, -0.791, -0.252, 0.05, -0.053, 9.514, 0.635, -2.526, -0.262, 0.048, -0.023]","[True, False, False, False]"
10,"[9.813, 0.685, 0.589, 0.073, 0.036, -0.048, 8.8, -0.297, -0.711, 0.076, 0.016, -0.051, 9.294, 0.555, 0.011, 0.196, 0.043, -0.051, 8.527, -0.181, 0.142, 0.119, -0.005, -0.056, 9.795, -0.679, -1.229, 0.109, 0.046, -0.048, 9.215, 0.011, 1.434, 0.016, -0.013, -0.047, 9.391, -1.034, -0.704, -0.075, 0.035, -0.042, 9.754, -0.215, 1.279, -0.186, 0.004, -0.046, 9.679, -0.623, 0.492, -0.234, 0.045, -0.058, 9.717, -0.172, 1.383, -0.314, -0.008, -0.035]","[True, False, False, False]"
11,"[8.857, -0.077, 0.071, -0.42, 0.043, -0.061, 10.175, 0.169, -0.17, -0.425, -0.004, -0.042, 9.979, -0.312, 0.008, -0.359, 0.046, -0.061, 9.702, 0.436, 0.163, -0.387, 0.005, -0.052, 9.578, 0.046, 0.189, -0.257, 0.046, -0.047, 9.514, 0.227, 0.118, -0.291, -0.002, -0.05, 9.552, -0.085, 0.534, -0.218, 0.042, -0.056, 10.807, 0.793, 0.2, -0.191, -0.039, -0.047, 9.61, -0.426, 0.112, -0.138, 0.047, -0.052, 9.69, 0.042, 0.695, -0.234, 0.007, -0.04]","[True, False, False, False]"
12,"[9.765, -0.625, 0.193, -0.43, 0.046, -0.06, 9.442, -0.324, 0.272, -0.51, 0.001, -0.044, 9.865, 0.004, 0.048, -0.47, 0.047, -0.05, 9.538, -0.614, 0.457, -0.514, -0.002, -0.042, 9.092, -0.179, -0.247, -0.476, 0.045, -0.049, 9.851, 0.198, 0.056, -0.574, 0.002, -0.04, 9.617, 0.142, -0.398, -0.489, 0.047, -0.057, 9.632, 0.274, -0.876, -0.546, -0.005, -0.037, 9.387, -0.133, 0.464, -0.478, 0.056, -0.057, 10.263, -0.667, 0.725, -0.53, -0.001, -0.038]","[True, False, False, False]"
13,"[9.566, -0.08, 0.482, -0.498, 0.05, -0.047, 9.481, -0.363, 0.319, -0.556, 0.036, -0.042, 9.886, 0.594, 0.16, -0.51, 0.049, -0.046, 10.125, -0.631, 0.407, -0.562, 0.0, -0.042, 9.185, 0.37, -0.179, -0.471, 0.054, -0.06, 8.813, -1.302, 0.321, -0.573, 0.0, -0.045, 9.709, -0.023, -0.758, -0.558, 0.056, -0.061, 9.761, -0.449, 0.634, -0.631, -0.006, -0.04, 9.001, 0.559, 0.127, -0.55, 0.047, -0.058, 9.358, -0.191, 0.023, -0.609, 0.008, -0.043]","[True, False, False, False]"
