,transforms
0,"[array([[-0.04609832, -0.99789212,  0.00525146, -0.128705  ],
       [ 0.99881105, -0.06458992,  0.01611578,  0.087193  ],
       [-0.01585681,  0.00628221,  0.99985634,  0.0960575 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.04614226, -0.99789252,  0.00525362, -0.1287065 ],
       [ 0.99880967, -0.06458381,  0.01607468,  0.087194  ],
       [-0.0158154 ,  0.00628161,  0.99985699,  0.0960585 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.04617438, -0.99789927,  0.0051158 , -0.128705  ],
       [ 0.99880489, -0.06449159,  0.0162756 ,  0.0871925 ],
       [-0.01602226,  0.00615559,  0.99985446,  0.0960555 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.04634233, -0.9978916 ,  0.00515257, -0.1287055 ],
       [ 0.99879913, -0.06460715,  0.0161519 ,  0.0871905 ],
       [-0.01589601,  0.00618613,  0.99985627,  0.096053  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.04630401, -0.99788907,  0.0054467 , -0.1286825 ],
       [ 0.99879548, -0.06461516,  0.01650337,  0.0872045 ],
       [-0.01623374,  0.00650255,  0.99984897,  0.096051  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.04760217, -0.99780307,  0.00552793, -0.128704  ],
       [ 0.99872046, -0.0659141 ,  0.01735538,  0.08724   ],
       [-0.01707286,  0.00666086,  0.9998341 ,  0.0960465 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.04683918, -0.99774846,  0.0091019 , -0.131848  ],
       [ 0.9986887 , -0.06624292,  0.02111165,  0.087281  ],
       [-0.02066311,  0.01048267,  0.99973569,  0.096023  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.08553409, -0.99445099,  0.00971414, -0.1364675 ],
       [ 0.99611668, -0.10452112,  0.02177766,  0.0875395 ],
       [-0.02086813,  0.01193986,  0.99971564,  0.096014  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.13939726, -0.98719102,  0.0079632 , -0.1408805 ],
       [ 0.99003592, -0.1591459 ,  0.02124855,  0.087468  ],
       [-0.01993192,  0.01124572,  0.99974251,  0.095988  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.19240634, -0.9772277 ,  0.00771755, -0.145207  ],
       [ 0.98113348, -0.21185695,  0.02076342,  0.0868765 ],
       [-0.01889142,  0.01194361,  0.99975463,  0.095968  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.199458  , -0.97575008,  0.00781249, -0.145538  ],
       [ 0.9797155 , -0.2185425 ,  0.02132623,  0.0868475 ],
       [-0.01934036,  0.0122869 ,  0.99974205,  0.0959725 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.19673682, -0.97625731,  0.00820591, -0.1439885 ],
       [ 0.98023629, -0.21622654,  0.02283061,  0.0873105 ],
       [-0.0207711 ,  0.01295148,  0.99970567,  0.095986  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.19348766, -0.97703691,  0.00814773, -0.140952  ],
       [ 0.98091985, -0.21270829,  0.0209121 ,  0.0880235 ],
       [-0.01894138,  0.01241193,  0.99974812,  0.0959895 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.17578129, -0.98077633,  0.01249395, -0.1355995 ],
       [ 0.98433319, -0.19452606,  0.01619841,  0.0886535 ],
       [-0.01375131,  0.015408  ,  0.99979073,  0.096189  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.09697248, -0.99320426,  0.01357524, -0.129438  ],
       [ 0.99512431, -0.11531703,  0.01940435,  0.087804  ],
       [-0.01799836,  0.01572505,  0.99971955,  0.096189  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[-0.04055181, -0.99814742,  0.01458004, -0.124984  ],
       [ 0.99903002, -0.05880744,  0.01776695,  0.086849  ],
       [-0.01716301,  0.01560198,  0.99973584,  0.096214  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[ 0.03003723, -0.99980758,  0.01599567, -0.1202365 ],
       [ 0.99943212,  0.01159225,  0.01479534,  0.0849335 ],
       [-0.01527103,  0.01582484,  0.99976259,  0.0963395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[ 0.07748744, -0.99807269,  0.01667181, -0.117205  ],
       [ 0.99690414,  0.05997912,  0.01207795,  0.0833455 ],
       [-0.01333524,  0.01591863,  0.99978806,  0.09643   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[ 0.13128369, -0.99342129,  0.01664648, -0.1143875 ],
       [ 0.99125288,  0.11349779,  0.01141443,  0.08189   ],
       [-0.01350274,  0.01524456,  0.99979628,  0.0964675 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[ 0.13411163, -0.99309972,  0.01569116, -0.1142625 ],
       [ 0.99086117,  0.11641758,  0.01243559,  0.0819655 ],
       [-0.0144292 ,  0.014138  ,  0.99979955,  0.096443  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
20,"[array([[ 0.1319741 , -0.99334299,  0.01617383, -0.1145045 ],
       [ 0.99113094,  0.11427532,  0.01354813,  0.082026  ],
       [-0.01556596,  0.01452117,  0.9997774 ,  0.096446  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
21,"[array([[ 0.12118437, -0.99450438,  0.01626266, -0.119878  ],
       [ 0.9922891 ,  0.10379934,  0.02421807,  0.0835265 ],
       [-0.02601318,  0.01366528,  0.99957441,  0.0963205 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
22,"[array([[ 0.05016419, -0.99942525,  0.01182456, -0.1263415 ],
       [ 0.99848622,  0.03202456,  0.02199014,  0.085886  ],
       [-0.02255705,  0.01111701,  0.99968826,  0.096128  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
23,"[array([[-0.04769503, -0.99766261,  0.01244633, -0.1339315 ],
       [ 0.99860941, -0.06689   ,  0.02307756,  0.0870635 ],
       [-0.02245956,  0.0139657 ,  0.9996562 ,  0.09607   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
24,"[array([[-0.15023813, -0.98544007,  0.01057542, -0.1421035 ],
       [ 0.98843313, -0.16942532,  0.02254245,  0.087093  ],
       [-0.02069929,  0.01424512,  0.99968995,  0.0960195 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
25,"[array([[-0.22096738, -0.97082499,  0.01027156, -0.147748  ],
       [ 0.97508109, -0.23929541,  0.02258181,  0.0859335 ],
       [-0.0197555 ,  0.01538034,  0.99969223,  0.0960015 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
26,"[array([[-0.23828076, -0.96619269,  0.0089156 , -0.1494495 ],
       [ 0.97098673, -0.25741134,  0.02295991,  0.085238  ],
       [-0.02017547,  0.01452874,  0.99969663,  0.095992  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
27,"[array([[-0.26439035, -0.95890302,  0.00734245, -0.151962  ],
       [ 0.96424716, -0.28343999,  0.0207097 ,  0.0841155 ],
       [-0.01803235,  0.01291377,  0.99975857,  0.0959515 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
28,"[array([[-0.25771294, -0.9606835 ,  0.0071158 , -0.148782  ],
       [ 0.96603471, -0.27734976,  0.02156081,  0.085359  ],
       [-0.01899955,  0.01281922,  0.99974222,  0.095977  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
29,"[array([[-0.20592017, -0.97417768,  0.01159272, -0.138614  ],
       [ 0.97855184, -0.22539822,  0.00832605,  0.08754   ],
       [-0.00576089,  0.01317139,  0.99989814,  0.0962605 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
30,"[array([[-0.1859651 , -0.97868531,  0.01023307, -0.137519  ],
       [ 0.98250793, -0.20498806,  0.01186376,  0.087521  ],
       [-0.00975444,  0.01244841,  0.99987726,  0.096201  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
31,"[array([[-0.19521039, -0.9766712 ,  0.00736079, -0.145217  ],
       [ 0.98058879, -0.21443053,  0.02022466,  0.0861815 ],
       [-0.01839943,  0.01152852,  0.99976836,  0.0959595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
32,"[array([[-0.2593412 , -0.96052999,  0.0081843 , -0.1522135 ],
       [ 0.96562675, -0.27784787,  0.0203423 ,  0.084793  ],
       [-0.01752476,  0.01351658,  0.99975958,  0.095959  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
33,"[array([[-0.27883364, -0.95473   ,  0.00789851, -0.153684  ],
       [ 0.96017951, -0.2971605 ,  0.02054034,  0.084375  ],
       [-0.01752428,  0.01364803,  0.99975782,  0.095957  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
34,"[array([[-0.30435961, -0.9464055 ,  0.00730227, -0.155295  ],
       [ 0.95239038, -0.32268992,  0.02104697,  0.084207  ],
       [-0.01782684,  0.01370595,  0.99975182,  0.095953  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
35,"[array([[-0.28410497, -0.9529286 ,  0.00557469, -0.1490935 ],
       [ 0.9586284 , -0.30297919,  0.02019014,  0.086335  ],
       [-0.01777494,  0.01143199,  0.99978062,  0.095964  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
