,features,labels
0,"[9.653, 0.128, -0.03, 0.079, 0.077, 0.046, 9.792, 0.175, -0.236, 0.03, 0.004, -0.062, 9.589, 0.099, 0.054, 0.081, 0.073, 0.009, 9.857, 0.235, -0.303, 0.032, -0.002, -0.059, 9.73, 0.016, -0.087, 0.083, 0.059, -0.035, 9.747, 0.178, -0.214, 0.025, -0.007, -0.05, 9.636, 0.127, -0.006, 0.078, 0.046, -0.056, 9.696, 0.195, -0.345, 0.025, -0.006, -0.046, 9.645, 0.143, -0.117, 0.073, 0.036, -0.07, 9.719, 0.171, -0.261, 0.021, -0.01, -0.044]","[False, False, False, False]"
1,"[9.639, 0.151, 0.017, 0.068, 0.041, -0.018, 9.785, 0.19, -0.248, 0.02, 0.0, -0.037, 9.61, 0.164, 0.056, 0.069, 0.042, -0.02, 9.681, 0.151, -0.294, 0.014, -0.002, -0.035, 9.646, 0.206, -0.001, 0.068, 0.041, -0.015, 9.756, 0.206, -0.31, 0.012, -0.001, -0.035, 9.635, 0.128, -0.046, 0.071, 0.043, -0.019, 9.786, 0.172, -0.297, 0.015, -0.002, -0.033, 9.625, 0.136, -0.045, 0.071, 0.041, -0.018, 9.731, 0.184, -0.246, 0.013, -0.0, -0.034]","[False, False, False, False]"
2,"[9.672, 0.141, 0.022, 0.071, 0.045, -0.018, 9.748, 0.207, -0.247, 0.014, 0.0, -0.033, 9.565, 0.185, -0.051, 0.067, 0.045, -0.019, 9.709, 0.162, -0.525, 0.011, 0.0, -0.032, 9.628, 0.151, -0.058, 0.063, 0.044, -0.017, 9.777, 0.164, -0.25, 0.015, -0.002, -0.033, 9.618, 0.143, -0.009, 0.066, 0.042, -0.018, 9.766, 0.254, -0.159, 0.016, -0.003, -0.036, 9.601, 0.129, 0.051, 0.067, 0.039, -0.016, 9.799, 0.22, -0.252, 0.015, -0.007, -0.035]","[False, False, False, False]"
3,"[9.65, 0.175, -0.071, 0.069, 0.042, -0.022, 9.776, 0.194, -0.284, 0.016, -0.004, -0.035, 9.655, 0.18, -0.035, 0.068, 0.042, -0.02, 9.699, 0.181, -0.328, 0.018, -0.004, -0.035, 9.705, 0.157, 0.029, 0.066, 0.045, -0.018, 9.733, 0.213, -0.209, 0.017, 0.0, -0.034, 9.602, 0.156, -0.048, 0.068, 0.041, -0.013, 9.685, 0.196, -0.208, 0.017, -0.003, -0.034, 9.616, 0.15, -0.039, 0.071, 0.044, -0.016, 9.764, 0.222, -0.392, 0.015, -0.002, -0.038]","[False, False, False, False]"
4,"[9.616, 0.198, -0.061, 0.069, 0.04, -0.018, 9.795, 0.122, -0.118, 0.015, -0.003, -0.036, 9.537, 0.208, -0.08, 0.07, 0.042, -0.018, 9.753, 0.191, -0.37, 0.012, -0.002, -0.036, 9.655, 0.178, -0.08, 0.067, 0.046, -0.023, 9.677, 0.176, -0.323, 0.017, -0.004, -0.033, 9.722, 0.184, 0.074, 0.07, 0.046, -0.019, 9.706, 0.193, -0.348, 0.013, -0.001, -0.035, 9.65, 0.155, 0.032, 0.066, 0.039, -0.012, 9.735, 0.183, -0.256, 0.015, -0.001, -0.036]","[False, False, False, False]"
5,"[9.517, 0.185, 0.154, 0.065, 0.04, -0.016, 9.76, 0.212, -0.101, 0.011, 0.002, -0.034, 9.706, 0.138, 0.094, 0.067, 0.047, -0.017, 9.839, 0.127, -0.221, 0.017, -0.002, -0.036, 9.662, 0.075, 0.236, 0.067, 0.043, -0.02, 9.639, 0.203, -0.167, 0.016, -0.003, -0.032, 9.641, 0.154, 0.1, 0.069, 0.043, -0.019, 9.846, 0.233, -0.237, 0.013, -0.002, -0.034, 9.626, 0.15, 0.013, 0.065, 0.044, -0.02, 9.793, 0.214, -0.479, 0.012, -0.001, -0.037]","[False, False, False, False]"
6,"[9.612, 0.132, -0.069, 0.071, 0.042, -0.017, 9.728, 0.187, -0.288, 0.015, 0.003, -0.038, 9.659, 0.021, -0.085, 0.068, 0.04, -0.023, 9.377, 0.805, -0.519, 0.09, -0.006, -0.05, 9.659, -1.01, -1.632, 0.071, 0.046, -0.033, 9.628, -0.511, 0.73, -0.228, 0.002, -0.026, 10.062, -0.206, 0.395, -0.219, 0.046, -0.015, 9.468, 0.112, -0.184, -0.235, -0.012, -0.023, 9.998, -0.133, -0.436, -0.2, 0.043, -0.013, 9.403, 0.456, -0.332, -0.306, -0.002, -0.025]","[False, False, False, False]"
7,"[9.918, -0.109, -0.857, -0.464, 0.046, -0.004, 9.185, 0.361, -1.339, -0.489, -0.007, -0.042, 9.9, 0.458, 0.312, -0.463, 0.035, -0.045, 9.762, -0.633, 0.418, -0.525, 0.029, -0.001, 12.028, 0.861, 1.344, -0.443, 0.052, -0.015, 10.553, -0.024, -1.055, -0.507, -0.011, -0.033, 9.418, 0.574, 0.059, -0.416, 0.025, 0.001, 10.191, -0.33, -0.732, -0.467, 0.02, -0.037, 9.016, -0.193, 0.413, -0.385, 0.046, -0.009, 9.54, -0.068, -0.325, -0.398, -0.02, -0.031]","[False, False, False, False]"
8,"[9.564, -0.649, 1.097, -0.19, 0.044, -0.002, 9.736, 0.723, 0.014, -0.232, -0.007, -0.036, 9.589, -0.301, 0.846, -0.212, 0.04, -0.022, 9.593, 0.009, -0.715, -0.272, -0.038, -0.027, 10.111, -0.002, -1.432, -0.229, 0.042, -0.005, 9.797, -0.721, 0.551, -0.303, -0.013, -0.038, 9.284, 0.183, -0.395, -0.292, 0.046, -0.024, 9.824, 0.043, -0.758, -0.321, -0.005, -0.028, 9.504, 0.269, -0.431, -0.315, 0.05, -0.028, 10.037, 0.68, -0.961, -0.389, -0.002, -0.027]","[True, False, False, False]"
9,"[9.772, 0.2, -0.115, -0.119, 0.04, -0.012, 9.819, 0.035, -0.343, -0.201, -0.003, -0.03, 9.879, -0.113, -0.242, -0.16, 0.048, -0.027, 9.476, 0.221, 0.236, -0.213, -0.003, -0.037, 9.777, -0.286, -0.442, -0.166, 0.043, -0.019, 9.794, 0.248, -0.492, -0.27, -0.002, -0.027, 9.923, 0.023, -0.133, -0.191, 0.039, -0.017, 10.308, -0.281, -0.252, -0.266, 0.005, -0.018, 9.8, 0.236, 0.244, -0.17, 0.041, -0.017, 9.951, -0.171, -0.001, -0.268, -0.007, -0.025]","[False, False, False, False]"
10,"[9.61, 0.86, 0.016, -0.105, 0.04, -0.014, 9.803, 0.032, -0.941, -0.153, -0.002, -0.027, 9.595, 0.626, -0.104, -0.066, 0.044, -0.023, 10.095, -0.016, -0.142, -0.109, -0.009, -0.045, 9.652, -0.371, -0.619, -0.12, 0.043, -0.01, 9.863, -0.325, 0.233, -0.256, -0.0, -0.027, 9.883, 0.107, -0.009, -0.233, 0.047, -0.012, 9.82, 0.094, -0.436, -0.28, -0.002, -0.035, 9.58, 0.21, -0.373, -0.234, 0.042, -0.018, 10.247, -0.138, -0.305, -0.312, 0.002, -0.029]","[True, False, False, False]"
11,"[9.267, 0.877, -0.199, -0.287, 0.042, -0.022, 9.58, 0.091, -0.639, -0.334, -0.005, -0.018, 11.27, 0.633, 0.285, -0.268, 0.039, -0.007, 9.193, 0.102, -0.501, -0.287, -0.006, -0.069, 9.351, 0.35, 0.19, -0.192, 0.04, -0.024, 10.574, 0.013, -0.604, -0.282, -0.001, -0.031, 9.065, 0.623, 0.233, -0.153, 0.048, -0.018, 9.887, 0.456, -0.272, -0.176, -0.001, -0.015, 10.112, 0.873, -0.69, -0.08, 0.047, -0.011, 10.106, 0.224, -0.516, -0.107, -0.012, -0.052]","[False, False, False, False]"
12,"[9.69, 0.817, 0.286, 0.437, 0.04, -0.016, 9.966, 0.322, -0.691, 0.419, -0.037, -0.047, 9.213, 0.309, 0.001, 0.503, 0.044, -0.024, 9.689, -0.077, -0.347, 0.492, -0.003, -0.032, 9.893, 0.375, 0.609, 0.538, 0.041, -0.019, 9.748, 0.528, -0.114, 0.5, 0.004, -0.039, 9.363, 0.679, 0.206, 0.553, 0.042, -0.023, 9.671, 0.111, -0.195, 0.523, -0.0, -0.042, 9.503, 0.166, -0.276, 0.586, 0.043, -0.027, 9.69, 0.141, -0.671, 0.558, 0.005, -0.042]","[False, False, False, False]"
13,"[9.996, -0.151, -0.26, 0.723, 0.047, -0.022, 9.527, 0.251, -0.082, 0.679, 0.002, -0.046, 9.836, 0.154, -0.402, 0.735, 0.034, -0.021, 9.299, 0.526, 0.019, 0.685, 0.004, -0.044, 9.562, 0.12, -0.362, 0.74, 0.035, -0.026, 9.592, 0.555, 0.068, 0.685, 0.008, -0.053, 9.59, 0.256, 0.068, 0.738, 0.041, -0.025, 9.902, 0.381, -0.419, 0.697, 0.005, -0.048, 9.322, 0.469, -0.205, 0.772, 0.041, -0.025, 9.62, 0.441, -0.54, 0.735, 0.003, -0.044]","[False, False, False, False]"
14,"[9.79, 0.41, -0.138, 0.849, 0.043, -0.024, 9.499, 0.114, -1.034, 0.811, 0.005, -0.046, 9.549, -0.294, -0.383, 0.851, 0.04, -0.018, 9.048, -0.008, -0.324, 0.799, 0.005, -0.037, 9.845, -0.06, -0.226, 0.857, 0.042, -0.021, 9.363, 0.252, -0.524, 0.832, 0.005, -0.048, 9.367, 0.435, 0.125, 0.872, 0.039, -0.028, 10.021, 0.553, -0.352, 0.846, 0.001, -0.051, 9.242, 0.4, 0.083, 0.927, 0.037, -0.028, 9.759, -0.016, 0.541, 0.899, 0.003, -0.04]","[False, False, False, False]"
15,"[9.18, -0.104, -0.299, 1.092, 0.041, -0.024, 9.489, -0.703, 0.378, 0.992, 0.019, -0.045, 9.368, 0.412, 0.394, 0.972, 0.036, -0.022, 9.181, 0.044, -1.03, 0.964, 0.009, -0.053, 10.135, 0.007, -1.13, 0.985, 0.033, -0.029, 10.287, 0.039, -0.717, 0.951, 0.004, -0.062, 8.924, 0.799, 0.447, 1.014, 0.044, -0.043, 9.986, -0.23, 0.031, 0.985, 0.005, -0.039, 9.846, -0.494, -0.54, 0.936, 0.042, -0.027, 9.888, -0.103, 0.258, 0.875, 0.012, -0.055]","[False, False, False, False]"
16,"[9.824, 0.129, -0.63, 0.318, 0.04, -0.027, 10.121, -0.152, 0.436, 0.205, 0.002, -0.034, 10.391, -0.064, 0.405, 0.228, 0.037, -0.013, 10.21, -0.24, -0.404, 0.151, -0.006, -0.034, 9.354, 0.203, 0.013, 0.186, 0.042, -0.018, 10.129, -0.026, -0.371, 0.097, 0.004, -0.039, 10.047, 0.029, 0.339, 0.107, 0.042, -0.026, 9.259, -0.074, -0.143, 0.032, -0.0, -0.031, 9.61, -0.782, -0.331, 0.069, 0.039, -0.017, 10.424, 0.876, -0.367, -0.025, -0.004, -0.032]","[True, False, False, False]"
17,"[9.937, -0.008, -0.675, -0.358, 0.046, -0.021, 8.855, -0.829, 0.096, -0.469, -0.024, -0.04, 9.537, -0.476, -0.798, -0.563, 0.036, -0.009, 9.757, 0.224, -0.221, -0.641, -0.003, -0.017, 9.788, 0.7, 0.159, -0.469, 0.043, -0.015, 10.029, -0.118, -0.146, -0.572, -0.009, -0.036, 8.92, 0.307, -0.304, -0.547, 0.037, -0.006, 9.81, -0.142, 0.098, -0.624, -0.017, -0.013, 9.759, -0.16, 0.016, -0.649, 0.041, -0.004, 9.497, 0.313, -0.345, -0.676, -0.018, -0.03]","[False, False, False, False]"
18,"[9.964, 0.574, -0.431, -0.936, 0.039, -0.009, 9.245, -0.215, -0.433, -1.02, -0.014, -0.026, 9.553, -0.053, -0.205, -0.991, 0.044, -0.01, 9.972, -0.479, -0.106, -1.095, -0.008, -0.018, 9.885, 0.499, -0.432, -1.082, 0.04, -0.002, 9.135, -0.89, -0.153, -1.166, 0.003, -0.007, 9.585, 0.83, -0.446, -1.133, 0.037, -0.001, 8.953, 0.145, -0.342, -1.191, -0.006, -0.002, 9.468, 0.448, -0.397, -1.094, 0.035, -0.006, 10.077, 0.506, 0.112, -1.137, -0.005, -0.011]","[False, False, False, False]"
19,"[9.31, 0.756, 0.421, -0.643, 0.042, -0.011, 9.636, 0.426, -1.823, -0.665, -0.017, -0.018, 9.478, 0.06, 0.826, -0.527, 0.043, -0.014, 9.029, -0.007, 0.341, -0.661, 0.002, -0.021, 9.514, 0.929, 0.077, -0.581, 0.001, -0.009, 9.213, 1.111, -0.516, -0.535, -0.008, -0.015, 9.717, 0.707, 0.77, -0.431, 0.037, -0.009, 9.936, 0.986, -0.879, -0.442, -0.001, -0.021, 9.458, 0.434, -0.455, -0.319, 0.045, -0.015, 10.298, -0.366, 0.325, -0.343, -0.002, -0.026]","[False, False, False, False]"
