,time
0,0.858333
1,1.0666660000000001
2,1.275
3,1.483333
4,1.6916660000000001
5,1.9
6,2.108333
7,2.316666
8,2.5250000000000004
9,2.733333
10,2.9416659999999997
11,3.1500000000000004
12,3.358333
13,3.5666659999999997
14,3.7750000000000004
15,3.983333
16,4.191666
17,4.4
18,4.608333
19,4.816666
20,5.025
21,5.233333
22,5.441666
23,5.65
24,5.858333
25,6.066666
26,6.275
27,6.483333
28,6.691666
29,6.9
30,7.108333
31,7.316666
32,7.525
33,7.733333
34,7.941666
35,8.15
36,8.358333
37,8.566666
38,8.775
39,8.983333
40,9.191666
41,9.4
42,9.608333
43,9.816666
44,10.025
45,10.233333
46,10.441666
47,10.65
48,11.066666
49,11.275
50,11.483333
51,11.691666
52,11.9
53,12.108333
54,12.316666
55,12.525
56,12.733333
57,12.941666
58,13.15
59,13.358333
60,13.566666
61,13.775
62,13.983333
63,14.191666
64,14.4
65,14.608333
66,14.816666
67,15.025
68,15.233333
69,15.441666
70,15.65
71,15.858333
72,16.066665999999998
73,16.275
74,16.483333000000002
75,16.691665999999998
76,16.9
77,17.108333000000002
78,17.316665999999998
79,17.525
80,17.733333000000002
81,17.941665999999998
82,18.15
83,18.358333000000002
84,18.566665999999998
85,18.983333000000002
86,19.191665999999998
87,19.4
88,20.025
89,20.233333000000002
90,20.441665999999998
91,20.858333000000002
92,21.066665999999998
93,21.275
94,21.483333000000002
95,21.691665999999998
96,21.9
97,22.108333000000002
98,22.316665999999998
99,22.525
