,LP,LD1,LD2,RP,RD1,RD2
x,"[3.3512424010495304e-06, 1.8014142636337882e-06, -1.538555511452353e-05, 1.1006331551390628e-05, 1.3754695222281463e-05, -1.0403901103500218e-05, 8.152470275791829e-06, -1.9855328004908664e-05, 4.67607869528053e-06, 0.0003709391940995433, 0.00038375821454269567, -0.005548339583498455, 6.814701900424506e-05, 2.6378091359738128e-06, -3.982457181122684e-06, -9.512519902225099e-06, 2.5442342898812214e-05, 6.814216101611819e-06, 0.017468648739463712, 0.0028008776566754916, -0.002983444892567268, -0.0005383510936214865, 0.03826370276803334, 0.08533022035039312, 0.08630089229285079, 0.06746894958969649, 0.04377476460888577, 0.012290744672076213, 0.047491989100847905, 0.04190719559891156, 0.004458186163395099, -7.16401346703326e-05, -0.0007324497707721856, 0.010146104611205376, 0.06282279380693359, 0.05875818965943164, 0.04977652684024983, 0.09063832023652738, 0.1153414670208521, 0.08995094596637576, 0.029563615510579146, -2.1899351443311642e-05, -6.601646214708904e-05, -5.1181536856676915e-05, 1.3305258261589813e-05, -0.0004381934064951473, 0.013069670690790465, 0.02332261938655123, 4.401866368108168e-05, 0.0011417635948931366, -0.001148746890969977, 0.0008475452294818388, -0.0096289516337489, -0.08543167293278114, -0.18221386376378984, -0.23404101006359568, -0.2450370542072394, -0.19616147850528842, -0.0844707903690948, -0.042934153112183446, -0.008670052005696486, 0.00224158593561696, 0.02082063833977782, 0.0016680990878640135, 1.0746881566548475e-05, -6.919550774033321e-05, 0.031069042599221972, 0.005229084240953632, -0.0025977523791305963, -0.0037721186076581327, -8.021842779518587e-05, -4.946414867099053e-06, 0.003349381990473851, 0.06114918514233913, 0.13057687516482508, 0.24169916874830813, 0.2794269505088228, 0.25395632206918006, 0.21343721147462283, 0.12602154016312764, 0.0028040142767216717, 0.010571513661327258, -0.0031712343055151225, -0.014293464410061973, -0.055078085669614016, -0.08777420922137046, -0.13437756948323673, -0.4774942069756903, -0.11280093232872637, -0.10308907059399407, -0.10751134243296669, 0.021947184298848444, 0.024354905746646137, 0.09273997595955098, 0.13390706392572382, 0.16154459849473288, 0.2056782034253761, 0.21800282984691777, 0.21567277606550067, 0.19478197474065484]","[2.525626736790616e-06, 2.0660853790989455e-05, -2.6322428244422247e-05, 1.0765163401079035e-05, 1.2735915759138221e-06, 9.909740105466624e-06, None, -1.9573379370176377e-05, 1.8979535013148763e-05, None, 0.004364102394250124, -0.0023310221832455423, 0.001181975130459333, 8.107371397960751e-06, -0.0008312843273571228, 0.0007994640389612528, 4.19359589802235e-05, -0.000821643992092082, 0.03637521313401616, 0.025644104158430617, 0.008939048662564748, 0.014622224106253676, 0.05043447448802217, 0.08859192466791825, 0.08478053228069464, 0.06363661186403992, 0.04022064916779513, -0.0026436551772940574, 0.021685830752453346, 0.029762293767029355, -0.003068759009636073, 0.000313479279577222, -0.0038697598230697803, -0.012293435714299304, 0.04184455594493087, 0.034355726794195615, 0.029476123948241492, 0.09012379302968124, 0.11691109931142739, 0.08786003052993577, 0.02750926143061284, -3.9820723077983626e-05, -4.5682187288511645e-05, 2.381041316373474e-05, 2.2109993516590718e-05, -0.0034404679653911043, -0.012621207801232418, 0.003793991674600013, -0.00048214290502721573, -1.8607178218647644e-05, -0.003926367122109156, -0.0015765183843955517, -0.009446331390366552, -0.0884976737429533, -0.18706209758019593, -0.23935740422774837, -0.24504718608949355, -0.1914094857993705, -0.06414112595105682, -0.02332635234271941, 0.010041688432702827, 0.02598014342982302, 0.038572033176899126, 0.002755765138637364, -2.2915823774456045e-05, 0.0003395112644607223, 0.05509710862895047, 0.02050293968685566, 0.003827396231199086, -0.006952567854982943, -7.287982210414521e-05, -3.2891925907964104e-05, -0.0019908150923309146, 0.04191489485737748, 0.1345074668061794, 0.2516184084932522, 0.2903635400509786, 0.26568505690795696, 0.23192057357570042, 0.14168887513741082, 0.00410644099605459, 0.028690942187793556, 0.031126107710581895, 0.020501408223997118, -0.024926736048126247, -0.08346789619731063, -0.1337399418922797, -0.5031111936513407, -0.13212420687350457, -0.12508563520679725, -0.1711790204616546, 0.013027709954910056, 0.018427016368327668, 0.09478103477251625, 0.14209335755624986, 0.1722133749399857, 0.23137653480206472, 0.24784964098309045, 0.24058200415145573, 0.21463514530688613]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[-4.755479134279137e-06, 3.379452433838591e-05, -3.705384162123765e-05, -2.5049202948961686e-05, 1.9408697214063936e-05, -1.9470733855087018e-05, 3.633940897854196e-05, -1.4541631158119609e-05, 3.3630696295561825e-05, 0.0006022886117324496, 0.0023841684731922648, -0.0045709232319062435, 0.0002451702928192244, -7.188371855754018e-06, -3.532175329395269e-06, 1.9898751899569914e-05, -1.1806384858618437e-05, 5.193741634378385e-05, 0.023510982750129843, 0.005829170323302963, -0.0016860860561137177, -0.00011968129637219741, 0.036235964491008646, 0.084027348621983, 0.08738152662998433, 0.06843267883497811, 0.04434052943946234, 0.012386164047479312, 0.046660098291680406, 0.03951391416863023, 0.002588629105559534, 1.593722901770087e-05, -0.0017317011166374558, 0.001454340871928112, 0.05185396112444368, 0.0419429352989513, 0.03225394060811014, 0.09010780676055775, 0.11655944830162122, 0.08793007065592777, 0.026586142373585062, -4.029036714171114e-05, -3.5096937199450794e-05, 7.281724804259353e-07, 0.00015479651527414989, -0.0040442340354782105, -0.017657970598644022, -0.005477836650322678, 6.330685129772206e-05, -4.2273281569403196e-05, -0.007379763544758916, -0.002731745118369297, -0.009907011938550715, -0.08985153346968239, -0.19161637382163255, -0.2446052662876643, -0.2445572983589756, -0.18555449315144293, -0.04701550062247994, -0.015203980176652192, 0.012825038880112242, 0.024239269686058332, 0.032842475063137755, 0.002803076629786415, 2.0542958717638923e-06, 0.00028423576919229236, 0.045877189952372645, 0.010893371627668584, -0.0006650401380162462, -0.004758045769451349, 0.00012898326487567, -7.599974287531862e-05, 0.0009433315992427519, 0.05280803421574507, 0.13285946226415743, 0.24563315860755808, 0.2834881877316645, 0.25796529169658045, 0.21739778125254897, 0.12767068540673213, 0.0029848234047968173, 0.011186446927000285, -0.009276803498387536, -0.028093762467559128, -0.0774063012578945, -0.09237474030081697, -0.13610521568397452, -0.4544388208341352, -0.102899038266352, -0.09469609855434272, -0.10051725638932327, 0.020415802398539854, 0.02336578293834079, 0.09392342166916386, 0.13458229604470953, 0.16307689934272457, 0.20589510363342048, 0.21121750428986769, 0.20681801214337725, 0.1804934793562763]","[1.915143477017358e-05, -2.0675113221111602e-05, 1.9253528174491024e-06, -2.7645705114309748e-05, 2.4675308955825523e-05, -3.866874351943786e-06, 4.198593354678483e-06, 2.055354004713814e-05, 4.175823754822297e-05, 0.0012510937400176767, 0.006003407179526121, -0.0016289185883930364, 0.00068259832085401, -0.0004193195003261361, 0.0004398230993895497, -0.00043131634814760314, 0.00044214755441026395, -0.0003711946847920681, 0.03856664760428507, 0.024444063132988296, None, 0.012102948261841944, 0.0467958841089724, 0.0869856891935228, 0.08534965220736479, 0.06720604539049822, 0.039032903385370264, 0.0027269421241211734, 0.02383591682788077, 0.030248064126464372, -0.003967995160953345, 7.433478581435045e-05, -0.003808167685330952, -0.015798667142556795, 0.03632731365308883, 0.02167323091806395, 0.018441784533791035, 0.09045951815788142, 0.11664302657506988, 0.08654934006826222, 0.02535864873248748, -1.845993473152382e-05, None, -4.7327047305300555e-05, -2.3931412260981306e-05, -0.006203596189012964, -0.03529472908928362, -0.01805095055896266, -0.0012563031560973606, -4.524858956032336e-05, -0.00912091453917835, -0.0038842601526271597, -0.010433734489387793, -0.09108201695268427, -0.19593343267900196, -0.24850818757149623, -0.24530087683811916, -0.18207974557830411, -0.034441251929063825, 0.00035095597881285137, 0.024789544434646114, 0.0403231668915303, 0.047416356078103856, 0.0036635609461929362, None, 0.0006729768647281239, 0.06411684321152095, 0.021674679562263367, 0.004729104649372637, -0.006351477215256415, -0.00010812470818406584, -5.220204269094371e-05, -0.004099047889524152, 0.03892123736517555, 0.13579489568622446, 0.25217025459621717, 0.2922447067735211, 0.26771522423357147, 0.23162465515968533, 0.1400103549435582, 0.004120431374855079, 0.023272241957518026, 0.019609878330104306, -0.0004196148527062367, -0.052041568937960206, -0.08816970015031247, -0.13424216523519644, -0.4777380316802334, -0.11718501893773126, -0.11237446375148995, -0.1516590053431188, 0.01305173693190016, 0.0185355580788534, 0.094391327054531, 0.1416537364758073, 0.1712077878307759, 0.22574628222776327, 0.23535100757805308, 0.2264478272469781, 0.1991142123592]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
y,"[-2.4130249968433686e-05, -8.665489386244072e-07, 5.224994897901069e-06, 2.036245199675681e-05, -3.2725294333638485e-05, 3.286086286872584e-05, -3.1234953360199256e-05, 1.202190307375362e-05, 4.235112681363681e-06, -0.013790732719059753, -0.09037413066305505, -0.08491062498875815, -0.030133488092662274, 2.9331815967044604e-05, 2.049293589706371e-07, 2.3876435621198256e-05, -2.558749223134727e-05, 6.637747729824602e-05, 0.028544399863854916, 0.029734379334954184, 0.019737589121770326, 0.049845656364413765, 0.10415611902851256, 0.162782484468922, 0.16899428907847247, 0.14001948799642483, 0.0858609988182511, -0.018664186867424565, -0.040130873294450906, -0.023270358419204683, -0.011748129318267821, 0.00016121813652107564, -0.003923970711116271, -0.05601066181181332, -0.09330400544366986, -0.0698649766931299, -0.06145937067661129, -0.11198741466516016, -0.1661354404916441, -0.16607828332887012, -0.06754192060476838, 1.801654982032393e-05, -0.0001676342873782397, -0.00011257853860105371, -1.1478559158225228e-05, -0.01206569342593653, -0.10135997941307759, -0.07547207350885514, -0.0016610004229735572, 0.0005659405092252529, -0.010500873725705616, -0.00265655821222764, 0.011357507757745657, 0.08109467630731347, 0.13322246817004357, 0.13926015226553992, 0.09196205743491394, 0.07181271916484064, 0.08118702806360933, 0.06824423960260952, 0.0465149129359672, 0.054343137123385475, 0.028265288856749636, 0.0017582428692797872, 1.1666510705802068e-05, 0.0006875439116864886, 0.037448250039839974, 0.046800991221397914, 0.030462873350699863, -0.0019731927961761384, -7.547033523204268e-05, -6.295822194310392e-06, -0.008301102011508422, -0.03765292564785406, -0.008903619071243622, -0.00034306220599157416, 0.0105635876355365, -0.00012020404695512535, -0.004196384828926278, -0.0055069107982478795, 0.0013913826139261758, 0.007792581463501171, 0.009589981338894313, 0.015855572292784177, -0.00454411438284727, -0.05198018800234795, -0.07660852800841501, -0.20536883633450337, -0.058406317438098064, -0.06587141643979733, -0.14301577579604632, -0.02884259777829178, 0.025749956322970415, 0.12181846182506688, 0.11922258322968422, 0.11241357535187702, 0.05832847944871778, 0.0057444624669313465, -0.033346049525304795, -0.056881915848427334]","[-1.6220853721867964e-07, -7.542397789177649e-07, 1.4824033307365587e-06, 6.438381194693822e-06, -2.011131527286836e-06, 2.0009598527027405e-06, None, -5.240606955571645e-06, 1.4483824467558218e-05, None, -0.08957392050603534, -0.08456413778320906, -0.030589116064695804, 6.322582347359993e-07, 0.0005103009883331293, -0.0005169489011778366, 4.0046669943850384e-05, 0.0005270647414998454, 0.029941734477208076, 0.03003876155239657, 0.01793391150477966, 0.04895943752279408, 0.1015907930325514, 0.16200937724621856, 0.16944302756164914, 0.14098751719850672, 0.08649181642159201, -0.016329659807692163, -0.03841479877888291, -0.023353772478637288, -0.012439744480562754, 0.00036624599867280945, -0.004379134764112991, -0.05750722819634152, -0.10128838090290515, -0.08134624680331373, -0.07107097115212668, -0.11231189438690795, -0.16634134142681695, -0.1664187512958199, -0.06875619327761895, -2.4224439149578847e-05, -5.810607302544431e-05, -8.11226194534206e-05, 2.4758288171037396e-05, -0.014947611631331478, -0.1186395629819548, -0.09232450269730663, -0.001814861954167504, 0.0008709509622620933, -0.0147060246779035, -0.00543904807740805, 0.010625328984829542, 0.07806823458241328, 0.1258082817248553, 0.13244840559983218, 0.09209659235822831, 0.07812321847218887, 0.10432567782339489, 0.0863158270549996, 0.05859087392205216, 0.06772037834163094, 0.03604997752854476, 0.002226689500869146, 7.628077177220149e-06, 0.0007253674569440705, 0.04541558540585318, 0.05113552401452917, 0.028479475339767572, -0.004156559308932427, -0.00011720379805560754, 8.9653757776467e-06, -0.004749133529154665, -0.0435413888559739, -0.007258943557885161, 0.0037326140996631948, 0.012101353535759, -0.000900252170766053, -0.004085436610155277, -0.00582344386570963, 0.001016977093174686, 0.005604538820376293, 0.0011762073470333251, 0.0022724232346398128, -0.0235292709279933, -0.05557760533097531, -0.07703492001178903, -0.1877034399406958, -0.048101731085366174, -0.05650305602570259, -0.13337060920971067, -0.0286560138006653, 0.025629003740228647, 0.12163092175391818, 0.11953013919829092, 0.11208510230533775, 0.05493218127009527, -0.001701582369437077, -0.042529164450818384, -0.068238306619518]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[-1.0552141869205126e-05, 1.4226175466055733e-05, -9.155812392910215e-06, 8.252551686911584e-06, 2.3715494844422067e-05, -6.671933153687457e-05, 4.278236388014187e-05, -4.410769998067292e-05, 3.613386827987451e-05, -0.014710150764967685, -0.09706971947927656, -0.08949427908403061, -0.03037908420459739, -2.128552563820271e-05, -1.529085886201569e-05, 2.8052955549658264e-05, -6.653214411355106e-07, 1.8655663492932003e-05, 0.0019676415811854114, -0.00309345768123148, 0.002123650880156483, 0.028115104009562446, 0.08579785866529317, 0.15697181470156296, 0.1709280199915649, 0.14779591566778275, 0.09045644086280442, 0.002464640485309516, -0.003445317681165723, -0.006181447294600544, -0.0002696261481386768, 3.25616157780928e-05, -0.00011101372106128046, -0.02330020185714181, -0.06313988159181946, -0.035687761025586, -0.03322179500811491, -0.11163033744149613, -0.16752324473756502, -0.162776390851642, -0.06638874804349709, -4.914567501119339e-05, -6.200235405127949e-05, -0.00018158825914531607, 0.0010168087481613696, -0.008338771535009852, -0.06926478206579957, -0.049095351633617335, -0.0018365978517583157, 5.31638921049995e-06, -0.003872635792087209, -0.001770261599970961, 0.0129049566779481, 0.08113608879583607, 0.14291630395543295, 0.14528050707372483, 0.09172451415855468, 0.06447342776126222, 0.05723817772544857, 0.04336318128046008, 0.023057247645825365, 0.02340055007434639, 0.003907906934881603, 2.3578228323172784e-05, 2.3707077563983602e-05, -7.95270665915309e-05, 0.003953429814228024, 0.024251110569960804, 0.01810452974730295, 0.0011126341001015633, -0.00010470096029655596, 0.00012430960734330178, 0.0035112114815018017, -0.011492522663248522, -0.012672850111965917, -0.011591951954210125, -0.0069605039755940325, -0.019863518241637713, -0.03159018100634064, -0.028163380000780898, -0.0008935686745401446, -0.019233826745311888, -0.03958288102657992, -0.037285037162708735, -0.051951034656186924, -0.05965171737734391, -0.07884192070890142, -0.16074106187480075, -0.029949110251642323, -0.03226011883613925, -0.05219506016283644, -0.01597302038370391, 0.033827204657612985, 0.12164610139943274, 0.10575475861715153, 0.09760800591979094, 0.019739913146671683, -0.03849115871392118, -0.06971322388293842, -0.09079235869687294]","[-2.2671007172210722e-05, 8.082967458806368e-06, 1.5980865027806417e-05, 3.3655892348514122e-06, -2.4858127037073418e-05, 7.62928160002893e-06, -1.7505647638944747e-05, 2.509561336585018e-07, 8.518381969224718e-06, -0.014643613302325045, -0.09602784381854836, -0.08884527179071411, -0.030665888742050326, 0.00038796925909529074, -0.0003901846518868177, 0.00038901274664515135, -0.000386533401090452, 0.000416416132585431, 0.0057327976556168685, 0.0013031072555937712, None, 0.02900885310520016, 0.08616383388884773, 0.1579927001891289, 0.17147311884984462, 0.14608193734414995, 0.09085706268956546, 0.003538206010185846, -0.0056107176518517795, -0.007475341737937139, -0.0011311873155184441, 0.00011184318154121432, -0.0005520510100224348, -0.027107699091551092, -0.07134799247414324, -0.04516389811815887, -0.04309252973050843, -0.11120980032059082, -0.16705702183660917, -0.16432703067301704, -0.06572955244366781, -2.010131431565043e-05, None, -0.0001367784355605222, 6.684943584626778e-06, -0.009691643339948942, -0.08670439632609474, -0.06637994980901342, -0.0006776338101929378, -1.7514589332916894e-05, -0.009276852876798868, -0.0031654102355764334, 0.012141109064574405, 0.08204873579603578, 0.13276471600814263, 0.13864510254578696, 0.09145728208143128, 0.07191906076138754, 0.0774165588592203, 0.06037261730334528, 0.034689371839686255, 0.035667016529890884, 0.010612219389138361, 0.00023111011101556244, None, 0.0001261801646313424, 0.012257411395374982, 0.029230258723783955, 0.019570697791917085, 0.0006667472802590897, -4.717928661655617e-05, 5.020067567653832e-05, 0.0021923802887045714, -0.015791605861112546, -0.012687886664287561, -0.010700184811071814, -0.0023287370340811025, -0.017485142639372807, -0.029204784504406178, -0.025818196928309604, -0.0006949426222640854, -0.01650656414461334, -0.04619087070930699, -0.04351675911322566, -0.06483567914691682, -0.06184376358092111, -0.07845826811313557, -0.15204733617753285, -0.023167319622950325, -0.024570553240651185, -0.051694136247793954, -0.01656212192247083, 0.033478473308686134, 0.11892014967577193, 0.10907299564866489, 0.0975469284432671, 0.020818873301306783, -0.041200155847006814, -0.07587034507518739, -0.09510279587550725]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
