,transforms
0,"[array([[ 0.8694517 , -0.50931419, -0.0099698 , -0.125517  ],
       [ 0.4939942 ,  0.8605006 ,  0.0077383 ,  0.072804  ],
       [ 0.00484597, -0.01173751,  0.99992036,  0.0960405 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.86938268, -0.50931827, -0.00995519, -0.125514  ],
       [ 0.49411686,  0.86049562,  0.00796356,  0.0728035 ],
       [ 0.00472032, -0.01192394,  0.99991873,  0.0960395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.86934878, -0.50941987, -0.00996085, -0.125515  ],
       [ 0.49417611,  0.86043633,  0.00788791,  0.0728035 ],
       [ 0.00476182, -0.01186226,  0.99991928,  0.0960435 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.86939456, -0.50932309, -0.01008974, -0.1255125 ],
       [ 0.4940939 ,  0.86049405,  0.00777576,  0.0728035 ],
       [ 0.0049304 , -0.01183089,  0.99991886,  0.096041  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.86924725, -0.5094312 , -0.010029  , -0.125516  ],
       [ 0.49435303,  0.8604318 ,  0.00766259,  0.0727995 ],
       [ 0.00493005, -0.01170315,  0.99992035,  0.09604   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.86937571, -0.50940615, -0.00974293, -0.125517  ],
       [ 0.49413109,  0.86044446,  0.00801666,  0.072799  ],
       [ 0.00450934, -0.01186194,  0.9999204 ,  0.0960435 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.86906777, -0.51015664, -0.01054973, -0.1254995 ],
       [ 0.49465727,  0.86001141,  0.00650923,  0.0728    ],
       [ 0.00594905, -0.01098087,  0.99992316,  0.0960295 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.87030601, -0.50938241, -0.01194169, -0.125455  ],
       [ 0.49245988,  0.86045934,  0.00664494,  0.0727825 ],
       [ 0.00712122, -0.01180169,  0.99990662,  0.0960415 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.87010664, -0.51008514, -0.01053681, -0.1254865 ],
       [ 0.49282463,  0.86005892,  0.00604439,  0.072754  ],
       [ 0.00618978, -0.01057398,  0.99992622,  0.096027  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.86947689, -0.50916585, -0.00983271, -0.1252075 ],
       [ 0.4938649 ,  0.86066644, -0.00367219,  0.0722365 ],
       [ 0.01036345, -0.00184605,  0.99994491,  0.0960865 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.86634521, -0.50836117, -0.01159646, -0.125225  ],
       [ 0.49922825,  0.86114117, -0.00938911,  0.072197  ],
       [ 0.01473549,  0.0021904 ,  0.99988868,  0.096094  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.81071544, -0.60077476, -0.00675087, -0.1229325 ],
       [ 0.5854393 ,  0.79931124,  0.01129549,  0.0772195 ],
       [-0.00113989, -0.0130855 ,  0.99991342,  0.095901  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.81299321, -0.59735499, -0.00562729, -0.1211585 ],
       [ 0.5822641 ,  0.80185236,  0.01343468,  0.077873  ],
       [-0.00324792, -0.01413562,  0.99989392,  0.095905  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
