,transforms
0,"[array([[ 0.36740003,  0.92948913, -0.03106633, -0.080116  ],
       [-0.92939383,  0.36580279, -0.05016964,  0.3336895 ],
       [-0.03527505,  0.04731045,  0.99825743,  0.2377675 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.3674235 ,  0.92945442, -0.03120108, -0.0801145 ],
       [-0.92939217,  0.36588206, -0.05000772,  0.33369   ],
       [-0.03507375,  0.04737928,  0.99826135,  0.2377655 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.36748005,  0.92949915, -0.03117208, -0.080118  ],
       [-0.92936677,  0.36576875, -0.05008585,  0.3336905 ],
       [-0.03515424,  0.04737678,  0.99825834,  0.2377665 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.36733698,  0.92947584, -0.03127674, -0.080119  ],
       [-0.92942481,  0.36581554, -0.05007696,  0.33369   ],
       [-0.03511492,  0.04747272,  0.99825551,  0.237766  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.36735871,  0.92947359, -0.03118749, -0.0801245 ],
       [-0.9294163 ,  0.36583364, -0.05004102,  0.3336915 ],
       [-0.03511303,  0.04737707,  0.9982601 ,  0.2377655 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.36750178,  0.92947848, -0.03110808, -0.080125  ],
       [-0.92935825,  0.36582991, -0.05005982,  0.33369   ],
       [-0.03515234,  0.04730991,  0.99826164,  0.2377645 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.36748829,  0.92939703, -0.0312942 , -0.0801255 ],
       [-0.92936804,  0.36601603, -0.05000571,  0.3336905 ],
       [-0.03503446,  0.0474703 ,  0.99825853,  0.237763  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.36739408,  0.92953642, -0.03056181, -0.080106  ],
       [-0.92940077,  0.36575877, -0.04984077,  0.3337285 ],
       [-0.03515395,  0.04671793,  0.99828947,  0.237756  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.3667225 ,  0.92974548, -0.03058924, -0.0801005 ],
       [-0.92967225,  0.36523591, -0.04963627,  0.33381   ],
       [-0.03498722,  0.04664851,  0.99829882,  0.237751  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.35789929,  0.9330043 , -0.03184343, -0.080066  ],
       [-0.93341197,  0.35718088, -0.03949262,  0.336075  ],
       [-0.02549897,  0.04387256,  0.99871234,  0.2375555 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
