,time
0,0.8599999999999999
1,1.3599999999999999
2,1.8599999999999999
3,2.36
4,2.86
5,3.36
6,3.86
7,4.359999999999999
8,4.859999999999999
9,5.359999999999999
10,6.359999999999999
11,6.859999999999999
12,7.859999999999999
13,8.36
14,8.86
15,9.36
16,9.86
17,10.36
18,10.86
19,11.36
20,11.86
21,12.36
22,12.86
23,13.36
24,13.86
25,14.36
26,14.86
27,15.36
28,15.86
29,16.36
30,16.86
31,17.36
32,17.86
33,18.36
34,18.86
35,19.36
36,19.86
37,20.36
38,20.86
39,21.36
40,21.86
41,22.36
42,22.86
43,23.36
44,23.86
45,24.36
46,24.86
