,time
0,1.12
1,1.62
2,2.12
3,2.62
4,3.12
5,3.62
6,4.12
7,5.12
8,5.62
9,6.12
10,6.62
11,7.12
12,7.62
13,8.120000000000001
14,8.620000000000001
15,9.120000000000001
16,9.620000000000001
17,10.120000000000001
18,10.620000000000001
19,11.120000000000001
20,11.620000000000001
21,12.120000000000001
22,12.620000000000001
23,13.120000000000001
24,13.620000000000001
25,14.120000000000001
26,14.620000000000001
27,15.120000000000001
28,15.620000000000001
29,16.12
30,16.62
31,17.12
32,17.62
33,18.12
34,18.62
