,time
0,0.9199999999999999
1,1.42
2,1.92
3,2.42
4,2.92
5,3.42
6,3.92
7,4.42
8,4.92
9,5.42
10,5.92
11,6.42
12,6.92
13,7.42
14,7.92
15,8.42
16,8.92
17,9.42
18,9.92
19,10.42
20,10.92
21,11.42
22,11.92
23,12.42
24,12.92
25,13.42
26,13.92
27,14.42
28,14.92
29,15.42
30,15.92
31,16.42
32,16.92
33,17.42
34,17.92
35,18.42
36,18.92
37,19.42
38,19.92
39,20.42
40,20.92
41,21.42
42,21.92
43,22.42
44,22.92
45,23.42
46,23.92
47,24.42
48,24.92
49,25.42
50,25.92
51,26.42
52,26.92
53,27.42
54,27.92
55,28.42
56,28.92
57,29.42
58,29.92
59,30.42
60,30.92
61,31.42
62,31.92
63,32.42
64,32.92
65,33.42
66,33.92
67,34.42
68,34.92
69,35.42
70,35.92
71,36.42
72,36.92
73,37.42
74,37.92
75,38.42
76,38.92
77,39.42
78,39.92
79,40.42
80,40.92
81,41.42
82,41.92
83,42.42
84,42.92
85,43.42
86,43.92
87,44.42
88,44.92
89,45.42
90,45.92
91,46.42
92,46.92
93,47.42
94,47.92
95,48.42
96,48.92
97,49.42
98,49.92
99,50.42
100,50.92
101,51.42
102,51.92
103,52.42
104,52.92
105,53.42
106,53.92
107,54.42
108,54.92
109,55.42
110,55.92
111,56.42
112,56.92
113,57.42
114,57.92
115,58.42
116,58.92
