,Left IMU Signal,Right IMU Signal
ax,"[9.733, 9.681, 9.659, 9.684, 9.664, 9.683, 9.55, 9.663, 9.647, 9.598]","[-0.006, 0.016, 0.034, -0.003, 0.025, 0.008, 0.048, 0.015, 0.057, 0.009]"
ay,"[-0.017, -0.157, -0.203, -0.117, -0.023, -0.094, -0.149, -0.032, 0.037, -0.072]","[0.088, 0.071, 0.068, 0.073, 0.07, 0.071, 0.073, 0.072, 0.074, 0.071]"
az,"[0.073, 0.027, 0.037, 0.043, 0.038, 0.039, 0.039, 0.037, 0.04, 0.042]","[0.011, -0.055, -0.026, -0.027, -0.024, -0.024, -0.025, -0.023, -0.022, -0.029]"
gx,"[9.711, 9.788, 9.737, 9.644, 9.686, 9.776, 9.76, 9.72, 9.793, 9.678]","[-0.007, -0.006, -0.051, -0.042, 0.007, -0.04, -0.066, 0.007, 0.013, -0.05]"
gy,"[-0.297, -0.182, -0.037, -0.165, -0.163, -0.099, -0.202, -0.202, 0.045, -0.333]","[0.028, 0.015, 0.02, 0.019, 0.018, 0.018, 0.02, 0.019, 0.018, 0.016]"
gz,"[-0.008, -0.003, -0.003, -0.006, -0.004, -0.006, -0.007, -0.002, -0.002, -0.006]","[-0.069, -0.051, -0.05, -0.053, -0.048, -0.046, -0.045, -0.048, -0.051, -0.042]"
