,transforms
0,"[array([[-0.31238044,  0.94807395,  0.00528202, -0.0733045 ],
       [-0.94991027, -0.31793048, -0.01166415,  0.160546  ],
       [-0.00943067, -0.00871684,  0.99991802,  0.2370395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.31231711,  0.94807789,  0.00520569, -0.073304  ],
       [-0.94993149, -0.31792133, -0.01159649,  0.160546  ],
       [-0.0093908 , -0.00862287,  0.99991921,  0.237038  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.31227934,  0.94806776,  0.00522767, -0.0733015 ],
       [-0.94994183, -0.31794898, -0.01182179,  0.160547  ],
       [-0.00959832, -0.00871564,  0.99991645,  0.2370395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.31238031,  0.94804672,  0.005149  , -0.0733035 ],
       [-0.9499099 , -0.31801508, -0.01166434,  0.1605475 ],
       [-0.00947239, -0.00859162,  0.99991871,  0.2370385 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.31235555,  0.94804654,  0.00517818, -0.073303  ],
       [-0.94991805, -0.31801482, -0.0116729 ,  0.160548  ],
       [-0.00947164, -0.00862201,  0.99991846,  0.237037  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.31221718,  0.94801828,  0.00516398, -0.073301  ],
       [-0.94996311, -0.31809906, -0.01171176,  0.1605445 ],
       [-0.00951424, -0.00862176,  0.99991808,  0.237039  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.3123304 ,  0.94804072,  0.00513232, -0.073304  ],
       [-0.94992673, -0.31803383, -0.0116142 ,  0.160548  ],
       [-0.00943042, -0.00856005,  0.99991938,  0.237037  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.31238082,  0.94802667,  0.00529626, -0.073305  ],
       [-0.94990974, -0.31807063, -0.01171144,  0.160549  ],
       [-0.00947114, -0.00874679,  0.99991739,  0.237038  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.31224233,  0.94803661,  0.00521084, -0.073304  ],
       [-0.94995443, -0.31804273, -0.01177079,  0.1605485 ],
       [-0.00955546, -0.0086844 ,  0.99991714,  0.237038  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.31239282,  0.94805183,  0.00530936, -0.073305  ],
       [-0.9499062 , -0.31799564, -0.01167365,  0.160548  ],
       [-0.00943104, -0.00874644,  0.99991776,  0.237037  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.31240471,  0.94808969,  0.00522867, -0.0733025 ],
       [-0.94990061, -0.31788357, -0.01182333,  0.1605465 ],
       [-0.00959833, -0.00871641,  0.99991643,  0.2370395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[-0.31230475,  0.9480515 ,  0.00530034, -0.0733065 ],
       [-0.9499339 , -0.31799573, -0.01180147,  0.1605465 ],
       [-0.00955609, -0.00877854,  0.99991631,  0.2370385 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.31238031,  0.94808389,  0.00520974, -0.0733045 ],
       [-0.9499099 , -0.31790257, -0.01168431,  0.1605495 ],
       [-0.00947239, -0.00865445,  0.99991816,  0.2370395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[-0.31231814,  0.94802763,  0.00520491, -0.0733055 ],
       [-0.94993117, -0.31807116, -0.01159363,  0.1605475 ],
       [-0.00938832, -0.00862269,  0.99991925,  0.237038  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[-0.31241822,  0.94805949,  0.00514679, -0.0733025 ],
       [-0.94989826, -0.31797784, -0.011576  ,  0.1605445 ],
       [-0.00938882, -0.00856106,  0.99991975,  0.237038  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[-0.31235492,  0.9480677 ,  0.00525489, -0.073303  ],
       [-0.94991783, -0.31794915, -0.01174335,  0.1605425 ],
       [-0.00951462, -0.0087165 ,  0.99991724,  0.2370375 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[-0.31209507,  0.94816883,  0.00556836, -0.0733515 ],
       [-0.95001422, -0.31764921, -0.0106137 ,  0.160668  ],
       [-0.0083459 , -0.0086518 ,  0.99992817,  0.2370225 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[-0.31269935,  0.94782147,  0.00606617, -0.0732165 ],
       [-0.94981698, -0.31867085, -0.01060239,  0.1607365 ],
       [-0.00817406, -0.009129  ,  0.99992539,  0.237023  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[-0.31227047,  0.9481466 ,  0.00559699, -0.073401  ],
       [-0.94995657, -0.31771469, -0.01062502,  0.160652  ],
       [-0.00834613, -0.00868312,  0.99992789,  0.237025  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[-0.3110309 ,  0.94868653,  0.00526803, -0.074163  ],
       [-0.95035829, -0.31610388, -0.01107043,  0.160847  ],
       [-0.00888302, -0.00849775,  0.99992484,  0.237006  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
20,"[array([[-0.30185672,  0.95077855,  0.01027462, -0.0767465 ],
       [-0.95335024, -0.30965537, -0.00578957,  0.1617245 ],
       [-0.00241819, -0.01156247,  0.99993045,  0.236951  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
21,"[array([[-0.28221548,  0.95743983,  0.01215633, -0.0797775 ],
       [-0.95934086, -0.28840996,  0.00103024,  0.162521  ],
       [ 0.00441939, -0.01134267,  0.99992558,  0.2368655 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
22,"[array([[-0.23419968,  0.97079921,  0.01448092, -0.083415  ],
       [-0.9721559 , -0.23954461,  0.00470229,  0.162637  ],
       [ 0.00796371, -0.01293316,  0.99988409,  0.23686   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
23,"[array([[-0.15756921,  0.98631421,  0.0148885 , -0.088279  ],
       [-0.98748652, -0.16428157,  0.00421052,  0.1614765 ],
       [ 0.00650458, -0.0139947 ,  0.99988029,  0.236906  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
