,transforms
0,"[array([[ 0.8028216 , -0.59557222, -0.00858222, -0.0706945 ],
       [ 0.59614808,  0.80329933, -0.00390248,  0.169344  ],
       [ 0.00921686, -0.00197656,  0.99995556,  0.1045425 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.80286875, -0.59566838, -0.00878925, -0.0706935 ],
       [ 0.59607866,  0.8032284 , -0.00425279,  0.1693445 ],
       [ 0.00959207, -0.0018196 ,  0.99995233,  0.104539  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.80268724, -0.59574916, -0.00868194, -0.0706925 ],
       [ 0.59632703,  0.80316812, -0.00397928,  0.1693425 ],
       [ 0.00934226, -0.00197631,  0.99995439,  0.1045415 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.80270287, -0.59583466, -0.00864931, -0.0706905 ],
       [ 0.59630661,  0.80310469, -0.00395622,  0.169342  ],
       [ 0.00930237, -0.00197639,  0.99995477,  0.1045395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.80279021, -0.59584525, -0.00870597, -0.0706925 ],
       [ 0.59618643,  0.80309714, -0.00415485,  0.169338  ],
       [ 0.00946657, -0.00185074,  0.99995347,  0.1045375 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.80269172, -0.59570428, -0.00867446, -0.0706925 ],
       [ 0.59631968,  0.80320171, -0.00412948,  0.169336  ],
       [ 0.00942585, -0.0018507 ,  0.99995385,  0.1045385 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.80248233, -0.59585022, -0.00890377, -0.070714  ],
       [ 0.59659947,  0.80309292, -0.0040284 ,  0.1693295 ],
       [ 0.00954891, -0.00207023,  0.99995225,  0.104535  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.80265165, -0.59604585, -0.0089111 , -0.0707345 ],
       [ 0.59637296,  0.80294739, -0.00388002,  0.169327  ],
       [ 0.0094669 , -0.00219607,  0.99995277,  0.104534  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.80232059, -0.59608692, -0.00845897, -0.0706535 ],
       [ 0.5968209 ,  0.80291819, -0.00420924,  0.169309  ],
       [ 0.00929938, -0.00166268,  0.99995536,  0.1045375 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.80241968, -0.59614177, -0.00881081, -0.0706955 ],
       [ 0.59668701,  0.80287619, -0.0038071 ,  0.1693225 ],
       [ 0.00934205, -0.00219597,  0.99995394,  0.104537  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.80236083, -0.59618217, -0.00879704, -0.0706925 ],
       [ 0.59676677,  0.8028461 , -0.00375849,  0.1693215 ],
       [ 0.00930177, -0.00222725,  0.99995424,  0.1045375 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.80241539, -0.59621732, -0.0088342 , -0.070705  ],
       [ 0.59669341,  0.80281982, -0.00370843,  0.169327  ],
       [ 0.00930192, -0.00229001,  0.9999541 ,  0.1045385 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.80238407, -0.59621768, -0.00879809, -0.07068   ],
       [ 0.59673293,  0.80282031, -0.00403327,  0.169319  ],
       [ 0.00946668, -0.00200768,  0.99995316,  0.104536  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.80231535, -0.59620868, -0.00861924, -0.07068   ],
       [ 0.59682662,  0.80282744, -0.00413526,  0.169321  ],
       [ 0.00938381, -0.00181905,  0.9999543 ,  0.104539  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.80231197, -0.59622784, -0.00841232, -0.0706555 ],
       [ 0.59683373,  0.80281349, -0.0041375 ,  0.169312  ],
       [ 0.00921911, -0.0016941 ,  0.99995606,  0.104541  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.80230163, -0.596083  , -0.00832116, -0.070648  ],
       [ 0.59684832,  0.80292123, -0.00418555,  0.1693085 ],
       [ 0.00917462, -0.00159951,  0.99995662,  0.1045395 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[ 0.80265236, -0.59591532, -0.00877696, -0.0707345 ],
       [ 0.59637465,  0.80304428, -0.00377887,  0.169317  ],
       [ 0.00929889, -0.00219582,  0.99995434,  0.104542  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[ 0.80515577, -0.59156243, -0.00886558, -0.0722275 ],
       [ 0.59298662,  0.80625677, -0.00405337,  0.169245  ],
       [ 0.00954222, -0.00197658,  0.99995248,  0.1045365 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
