,transforms
0,"[array([[ 0.99588075, -0.07534329, -0.01553521, -0.1327685 ],
       [ 0.08908612,  0.99705017, -0.01585424,  0.380733  ],
       [ 0.01688777,  0.01464061,  0.99975362,  0.094114  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.99589619, -0.07539049, -0.01541871, -0.13277   ],
       [ 0.08893635,  0.99704701, -0.01581829,  0.3807345 ],
       [ 0.01676635,  0.01461272,  0.99975599,  0.0941145 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.99589548, -0.07541198, -0.01549754, -0.1327685 ],
       [ 0.08892887,  0.99704496, -0.01585385,  0.3807335 ],
       [ 0.01684793,  0.0146419 ,  0.99975421,  0.094114  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.99588514, -0.07532184, -0.01545983, -0.132769  ],
       [ 0.08905244,  0.99705267, -0.01578786,  0.38073   ],
       [ 0.01680626,  0.01458042,  0.99975584,  0.094113  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.99588777, -0.07548544, -0.01554495, -0.1327715 ],
       [ 0.08900747,  0.99704073, -0.01576755,  0.380729  ],
       [ 0.0168886 ,  0.01455104,  0.99975484,  0.0941125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.99588877, -0.0752839 , -0.01557259, -0.1327665 ],
       [ 0.08898902,  0.99705419, -0.01588768,  0.3807305 ],
       [ 0.01692658,  0.01467214,  0.99975251,  0.0941095 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.99588371, -0.07538106, -0.01561159, -0.132769  ],
       [ 0.08903747,  0.99704638, -0.01592416,  0.3807295 ],
       [ 0.0169694 ,  0.01470396,  0.99975132,  0.094113  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.99589216, -0.07541438, -0.01546164, -0.1327685 ],
       [ 0.08897378,  0.99704568, -0.01578944,  0.380733  ],
       [ 0.01680708,  0.01458032,  0.99975579,  0.09411   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.99589139, -0.07537167, -0.01564697, -0.13277   ],
       [ 0.08894406,  0.9970462 , -0.01598703,  0.3807325 ],
       [ 0.01700889,  0.01476416,  0.99974976,  0.09411   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.99590452, -0.07535272, -0.01550397, -0.1327675 ],
       [ 0.08882818,  0.99705079, -0.01576056,  0.38073   ],
       [ 0.01684458,  0.01454937,  0.99975559,  0.0941115 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.99589716, -0.07526011, -0.01553734, -0.132766  ],
       [ 0.08890309,  0.99705688, -0.01582383,  0.38073   ],
       [ 0.01688453,  0.01461151,  0.99975407,  0.0941095 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.99588911, -0.0753811 , -0.01557173, -0.132768  ],
       [ 0.08898534,  0.99704684, -0.01589005,  0.3807285 ],
       [ 0.01692588,  0.01467295,  0.99975248,  0.0941095 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.99590889, -0.07533129, -0.01547142, -0.132767  ],
       [ 0.08878708,  0.99705374, -0.01566628,  0.380732  ],
       [ 0.01680316,  0.01445815,  0.99975757,  0.094109  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.99589353, -0.07534566, -0.01583208, -0.1327665 ],
       [ 0.0888872 ,  0.99705044, -0.015846  ,  0.3807325 ],
       [ 0.01717988,  0.01461005,  0.99974909,  0.0941075 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.99590979, -0.07519849, -0.0155895 , -0.132762  ],
       [ 0.08875306,  0.99706243, -0.01576458,  0.380733  ],
       [ 0.01692906,  0.01454954,  0.99975419,  0.0941095 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.99590206, -0.07529558, -0.01566048, -0.1327665 ],
       [ 0.08882426,  0.99705373, -0.01586566,  0.380731  ],
       [ 0.01700978,  0.01464339,  0.99975148,  0.094109  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
