,time
0,0.841667000000001
1,1.0500000000000007
2,1.2583330000000004
3,1.466667000000001
4,1.6750000000000007
5,1.8833330000000004
6,2.091667000000001
7,2.3000000000000007
8,2.5083330000000004
9,2.716667000000001
10,2.9250000000000007
11,3.1333330000000004
12,3.341667000000001
13,3.5500000000000007
14,3.7583330000000004
15,3.966667000000001
16,4.175000000000001
17,4.383333
18,4.591667000000001
19,4.800000000000001
20,5.008333
21,5.216667000000001
22,5.425000000000001
23,5.633333
24,5.841667000000001
25,6.050000000000001
26,6.258333
27,6.466667000000001
28,6.675000000000001
29,6.883333
30,7.091667000000001
31,7.300000000000001
32,7.508333
33,7.716667000000001
34,7.925000000000001
35,8.133333
36,8.341667000000001
37,8.55
38,8.758333
39,8.966667000000001
40,9.175
41,9.383333
42,9.591667000000001
43,9.8
44,10.008333
45,10.216667000000001
46,10.425
47,10.633333
48,10.841667000000001
49,11.05
50,11.258333
51,11.466667000000001
52,11.675
53,11.883333
54,12.091667000000001
55,12.3
56,12.508333
57,12.716667000000001
58,12.925
59,13.133333
60,13.341667000000001
61,13.55
62,13.758333
63,13.966667000000001
