,features,labels
0,"[9.56, 0.095, 0.129, 0.077, 0.04, -0.069, 9.718, 0.149, -0.182, 0.019, -0.01, -0.04, 9.67, 0.141, -0.011, 0.074, 0.035, -0.074, 9.748, 0.175, -0.133, 0.018, -0.008, -0.035, 9.708, 0.099, 0.019, 0.069, 0.036, -0.072, 9.721, 0.153, -0.24, 0.012, -0.005, -0.029, 9.618, 0.121, 0.026, 0.068, 0.031, -0.061, 9.748, 0.304, -0.196, 0.013, -0.005, -0.023, 9.58, 0.157, 0.043, 0.073, 0.032, -0.05, 9.778, 0.209, -0.245, 0.016, -0.002, -0.036]","[False, False, False, False]"
1,"[9.567, 0.118, 0.011, 0.075, 0.043, -0.02, 9.793, 0.205, -0.242, 0.017, 0.002, -0.033, 9.694, 0.117, -0.08, 0.072, 0.043, -0.018, 9.704, 0.162, -0.249, 0.017, -0.003, -0.032, 9.596, 0.107, -0.025, 0.072, 0.045, -0.017, 9.777, 0.154, -0.245, 0.012, -0.0, -0.036, 9.662, 0.098, -0.089, 0.07, 0.047, -0.016, 9.75, 0.187, -0.23, 0.016, -0.002, -0.035, 9.721, 0.12, 0.072, 0.069, 0.043, -0.016, 9.742, 0.151, -0.251, 0.015, -0.004, -0.038]","[False, False, False, False]"
2,"[9.729, 0.054, -0.058, 0.078, 0.044, -0.013, 9.739, 0.153, -0.26, 0.017, -0.005, -0.0, 9.631, 0.112, -0.002, 0.073, 0.044, -0.013, 9.766, 0.184, -0.203, 0.016, 0.001, -0.035, 9.726, 0.11, 0.044, 0.07, 0.042, -0.018, 9.702, 0.14, -0.242, 0.013, -0.002, -0.035, 9.675, 0.059, -0.108, 0.069, 0.047, -0.011, 9.758, 0.135, -0.159, 0.019, -0.003, -0.036, 9.7, 0.142, 0.037, 0.07, 0.045, -0.015, 9.8, 0.145, -0.208, 0.016, -0.003, -0.035]","[False, False, False, False]"
3,"[9.577, 0.131, 0.016, 0.072, 0.046, -0.018, 9.711, 0.032, -0.273, 0.018, -0.003, -0.036, 9.65, 0.132, -0.056, 0.073, 0.046, -0.017, 9.762, 0.282, -0.199, 0.019, 0.0, -0.035, 9.598, 0.108, 0.028, 0.076, 0.049, -0.018, 9.687, 0.16, -0.159, 0.017, -0.002, -0.032, 9.618, 0.12, -0.07, 0.071, 0.047, -0.016, 9.684, 0.183, -0.194, 0.018, -0.001, -0.038, 9.661, 0.098, -0.101, 0.07, 0.044, -0.014, 9.711, 0.196, -0.171, 0.013, -0.004, -0.036]","[True, False, False, False]"
