,time
0,0.7300000000000004
1,0.8550000000000004
2,0.9800000000000004
3,1.1050000000000004
4,1.2300000000000004
5,1.3550000000000004
6,1.4800000000000004
7,1.6050000000000004
8,1.7300000000000004
9,1.8550000000000004
10,1.9800000000000004
11,2.1050000000000004
12,2.2300000000000004
13,2.3550000000000004
14,2.4800000000000004
15,2.6050000000000004
16,2.7300000000000004
17,2.8550000000000004
18,2.9800000000000004
19,3.1050000000000004
20,3.2300000000000004
21,3.3550000000000004
22,3.4800000000000004
23,3.6050000000000004
24,3.7300000000000004
25,3.8550000000000004
26,3.9800000000000004
27,4.105
28,4.23
29,4.355
30,4.48
31,4.605
32,4.73
33,4.855
34,4.98
35,5.105
36,5.23
37,5.355
38,5.48
39,5.605
40,5.73
41,5.855
42,5.98
43,6.105
44,6.23
45,6.355
46,6.48
47,6.605
48,6.73
49,6.855
50,6.98
51,7.105
52,7.23
53,7.355
54,7.48
55,7.605
56,7.73
57,7.855
58,7.98
59,8.105
60,8.23
61,8.355
62,8.48
63,8.605
64,8.73
65,8.855
66,8.98
67,9.105
68,9.23
69,9.355
70,9.48
71,9.605
72,9.73
73,9.855
74,9.98
75,10.105
76,10.23
77,10.355
78,10.48
79,10.605
80,10.73
81,10.855
82,10.98
83,11.105
84,11.23
85,11.355
86,11.48
87,11.605
88,11.73
89,11.855
90,11.98
91,12.105
92,12.23
93,12.355
94,12.48
95,12.605
96,12.73
97,12.855
98,12.98
99,13.105
100,13.23
101,13.355
102,13.48
103,13.605
104,13.73
105,13.855
106,13.98
107,14.105
108,14.23
109,14.355
110,14.48
111,14.605
112,14.73
113,14.855
114,14.98
115,15.105
116,15.23
117,15.355
118,15.48
119,15.605
120,15.73
121,15.855
122,15.98
123,16.105
124,16.23
125,16.355
126,16.48
127,16.605
128,16.73
129,16.855
130,16.98
131,17.105
132,17.23
133,17.355
134,17.48
135,17.605
136,17.73
137,17.855
138,17.98
139,18.105
140,18.23
141,18.355
142,18.48
143,18.605
144,18.73
145,18.855
146,18.98
147,19.105
148,19.23
149,19.355
150,19.48
151,19.605
152,19.73
153,19.855
154,19.98
155,20.105
156,20.23
157,20.355
158,20.48
159,20.605
160,20.73
161,20.855
162,20.98
163,21.105
164,21.23
165,21.355
166,21.48
167,21.605
168,21.73
169,21.855
170,21.98
171,22.105
172,22.23
173,22.355
174,22.48
175,22.605
176,22.73
177,22.855
178,22.98
179,23.105
180,23.23
181,23.355
182,23.48
183,23.605
184,23.73
185,23.855
186,23.98
187,24.105
188,24.23
189,24.355
190,24.48
191,24.605
192,24.73
193,24.855
194,24.98
195,25.105
196,25.23
197,25.355
198,25.48
199,25.605
200,25.73
201,25.855
202,25.98
203,26.105
204,26.23
205,26.355
206,26.48
207,26.605
208,26.73
209,26.855
210,26.98
211,27.105
212,27.23
213,27.355
214,27.48
215,27.605
216,27.73
217,27.855
218,27.98
219,28.105
220,28.23
221,28.355
222,28.48
223,28.605
224,28.73
225,28.855
226,28.98
227,29.105
228,29.23
229,29.355
230,29.48
231,29.605
232,29.73
233,29.855
234,29.98
235,30.105
236,30.23
237,30.355
238,30.48
239,30.605
240,30.73
241,30.855
242,30.98
243,31.105
244,31.23
245,31.355
