,time
0,0.7791669999999997
1,0.8833329999999999
2,0.9874999999999998
3,1.0916669999999997
4,1.195833
5,1.2999999999999998
6,1.4041669999999997
7,1.508333
8,1.6124999999999998
9,1.7166669999999997
10,1.820833
11,1.9249999999999998
12,2.029167
13,2.1333329999999995
14,2.2375
15,2.341667
16,2.4458329999999995
17,2.55
18,2.654167
19,2.7583329999999995
20,2.8625
21,2.966667
22,3.0708329999999995
23,3.175
24,3.279167
25,3.3833329999999995
26,3.4875
27,3.591667
28,3.6958329999999995
29,3.8
30,3.904167
31,4.0083329999999995
32,4.1125
33,4.216667
34,4.3208329999999995
35,4.425
36,4.529167
37,4.6333329999999995
38,4.7375
39,4.841667
40,4.9458329999999995
41,5.05
42,5.154167
43,5.2583329999999995
44,5.3625
45,5.466667
46,5.5708329999999995
47,5.675
48,5.779167
49,5.8833329999999995
50,5.9875
51,6.091667
52,6.1958329999999995
53,6.3
54,6.404167
55,6.5083329999999995
56,6.6125
57,6.716667
58,6.8208329999999995
59,6.925
60,7.029167
61,7.1333329999999995
62,7.2375
63,7.341667
64,7.4458329999999995
65,7.55
66,7.654167
67,7.7583329999999995
68,7.8625
69,7.966667
70,8.070833
71,8.175
72,8.279167000000001
73,8.383333
74,8.4875
75,8.591667000000001
76,8.695833
77,8.8
78,8.904167000000001
79,9.008333
80,9.1125
81,9.216667000000001
82,9.320833
83,9.425
84,9.529167000000001
85,9.633333
86,9.7375
87,9.841667000000001
88,9.945833
89,10.05
90,10.154167000000001
91,10.258333
92,10.3625
93,10.466667000000001
94,10.570833
95,10.675
96,10.779167000000001
97,10.883333
98,10.9875
99,11.091667000000001
100,11.195833
101,11.3
102,11.404167000000001
103,11.508333
104,11.6125
105,11.716667000000001
106,11.820833
107,11.925
108,12.029167000000001
109,12.133333
110,12.2375
111,12.341667000000001
112,12.445833
113,12.55
114,12.654167000000001
115,12.758333
116,12.8625
117,12.966667000000001
118,13.070833
119,13.175
120,13.279167000000001
121,13.383333
122,13.4875
123,13.591667000000001
124,13.695833
125,13.8
126,13.904167000000001
127,14.008333
