,transforms
0,"[array([[ 0.87340339, -0.49509313, -0.00607663, -0.1007695 ],
       [ 0.48698525,  0.86881688,  0.00381922,  0.3423895 ],
       [ 0.00344753, -0.00632687,  0.99997424,  0.104397  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.87344887, -0.49500262, -0.00607275, -0.100771  ],
       [ 0.48690307,  0.86886958,  0.00364075,  0.342392  ],
       [ 0.00353163, -0.00616953,  0.99997493,  0.1043965 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.87345909, -0.49497558, -0.00601461, -0.100772  ],
       [ 0.48688534,  0.86888476,  0.00370966,  0.342392  ],
       [ 0.00344742, -0.0062005 ,  0.99997503,  0.104397  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.87339522, -0.49506289, -0.00614928, -0.100772  ],
       [ 0.48699929,  0.86883411,  0.00377706,  0.3423885 ],
       [ 0.00353142, -0.00632608,  0.99997396,  0.104395  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.87340558, -0.49505619, -0.00605431, -0.100773  ],
       [ 0.48698162,  0.86883771,  0.00386623,  0.3423905 ],
       [ 0.00340517, -0.00635651,  0.9999742 ,  0.1043975 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.87345361, -0.49494128, -0.00598112, -0.100774  ],
       [ 0.48689606,  0.86890317,  0.0039095 ,  0.3423905 ],
       [ 0.0033208 , -0.00635745,  0.99997447,  0.1043965 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.87342906, -0.49514757, -0.00606681, -0.1007735 ],
       [ 0.48693891,  0.86878654,  0.0037154 ,  0.34239   ],
       [ 0.00348985, -0.00623201,  0.99997469,  0.1043945 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.87352269, -0.49505262, -0.00609034, -0.1007715 ],
       [ 0.48677122,  0.86883974,  0.00384705,  0.342393  ],
       [ 0.00344751, -0.00635767,  0.99997405,  0.1043935 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.87345131, -0.49499515, -0.00605471, -0.100773  ],
       [ 0.4868996 ,  0.86887247,  0.00386814,  0.3423915 ],
       [ 0.00340519, -0.00635814,  0.99997419,  0.1043955 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.87336994, -0.49511684, -0.00603319, -0.100776  ],
       [ 0.48704583,  0.86880292,  0.003914  ,  0.342393  ],
       [ 0.003363  , -0.0063878 ,  0.99997414,  0.104395  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
