,features,labels
0,"[9.609, 0.179, -0.099, 0.061, 0.033, -0.033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.496, 0.165, -0.168, 0.065, 0.036, -0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.632, 0.191, -0.088, 0.064, 0.04, -0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.626, 0.201, -0.017, 0.072, 0.042, -0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.666, 0.178, -0.13, 0.071, 0.042, -0.018, 0.153, 0.0, 0.0, 0.0, 0.0, 0.0]","[False, False, False, False]"
1,"[9.691, 0.188, -0.122, 0.067, 0.04, -0.013, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 9.595, 0.182, -0.003, 0.066, 0.042, -0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.624, 0.191, -0.097, 0.066, 0.044, -0.017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.622, 0.207, -0.147, 0.067, 0.045, -0.013, 0.153, 0.0, -0.153, 0.0, 0.0, 0.0, 9.639, 0.192, -0.04, 0.068, 0.042, -0.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[False, False, False, False]"
2,"[9.62, 0.188, -0.032, 0.066, 0.04, -0.012, 0.0, -0.153, 0.153, 0.0, 0.0, 0.0, 9.636, 0.172, -0.099, 0.07, 0.046, -0.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.662, 0.185, -0.051, 0.068, 0.046, -0.016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.606, 0.181, -0.041, 0.066, 0.044, -0.013, 0.0, 0.0, 0.0, 0.039, 0.0, -0.039, 9.519, 0.167, -0.11, 0.069, 0.042, -0.02, -0.153, 0.153, 0.0, 0.0, 0.0, 0.0]","[False, False, False, False]"
3,"[9.563, 0.176, -0.093, 0.073, 0.044, -0.014, 0.153, 0.0, 0.0, 0.0, 0.0, 0.0, 9.607, 0.165, -0.068, 0.064, 0.043, -0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.61, 0.173, -0.008, 0.072, 0.038, -0.014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.641, 0.196, -0.099, 0.069, 0.041, -0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.602, 0.205, -0.12, 0.068, 0.043, -0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[False, False, False, False]"
4,"[9.663, 0.176, -0.121, 0.072, 0.044, -0.012, 0.0, 0.153, 0.0, 0.0, 0.0, 0.0, 9.632, 0.202, -0.023, 0.068, 0.044, -0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.61, 0.171, -0.162, 0.073, 0.04, -0.016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.707, 0.2, -0.074, 0.065, 0.042, -0.012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.6, 0.181, -0.083, 0.07, 0.044, -0.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[False, False, False, False]"
5,"[9.642, 0.189, -0.105, 0.072, 0.041, -0.013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.694, 0.159, -0.109, 0.07, 0.044, -0.017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.674, 0.194, 0.106, 0.07, 0.044, -0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.606, 0.234, -0.135, 0.068, 0.043, -0.014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.585, 0.259, -0.102, 0.075, 0.049, -0.011, 0.0, 0.0, 0.153, 0.0, 0.0, 0.0]","[False, False, False, False]"
6,"[9.528, 0.354, 0.044, 0.09, 0.046, -0.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.745, 0.294, -0.048, 0.101, 0.046, -0.006, 0.0, 0.153, 0.0, 0.0, 0.0, 0.0, 9.814, 0.01, -0.291, 0.061, 0.041, -0.019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.68, 0.074, -0.206, 0.021, 0.035, -0.033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.076, 0.49, 0.127, -0.009, -0.005, -0.084, 0.0, 0.0, 0.0, 0.0, 0.0, -0.039]","[True, True, True, True]"
7,"[19.6, -1.094, -2.771, -0.081, 0.378, 0.577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.6, 7.268, 2.626, -0.079, 0.266, -0.611, 0.0, 0.0, 0.0, -0.039, 0.039, 0.0, 8.983, -2.392, -1.129, 0.148, -0.004, 0.056, 0.0, 0.0, 0.0, -0.039, 0.039, 0.0, 9.214, 0.699, 0.471, 0.032, 0.049, -0.009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.793, 0.017, 0.057, 0.083, 0.039, -0.023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[True, True, True, True]"
8,"[10.198, 0.031, 0.018, 0.177, 0.078, 0.031, -0.153, 0.0, 0.0, 0.0, 0.0, 0.0, 9.638, -0.26, -0.307, 0.062, 0.077, -0.043, 0.153, 0.0, 0.0, 0.0, 0.0, 0.0, 9.546, -0.156, -0.109, 0.035, 0.04, -0.042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.578, -0.117, -0.107, 0.051, 0.038, -0.031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.566, -0.054, -0.079, 0.078, 0.032, -0.031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[True, True, True, False]"
9,"[9.541, -0.05, 0.012, 0.044, 0.038, -0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.568, -0.179, -0.101, 0.039, 0.036, -0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.541, 0.239, 0.263, 0.083, 0.046, -0.009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.711, -0.023, 0.011, 0.085, 0.04, -0.021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.583, 0.262, 0.229, 0.079, 0.043, -0.017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[True, True, True, False]"
