,transforms
0,"[array([[ 0.67477127, -0.7476262 , -0.05209908, -0.1442925 ],
       [ 0.73728287,  0.66286125,  0.0028056 ,  0.07135   ],
       [ 0.03313157, -0.04086602,  0.99863798,  0.0985545 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.67490681, -0.74755819, -0.05196598, -0.144291  ],
       [ 0.73716634,  0.66293958,  0.00292128,  0.071348  ],
       [ 0.03296341, -0.04083958,  0.99864458,  0.098553  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.67509371, -0.74754035, -0.05216139, -0.144292  ],
       [ 0.736991  ,  0.66294795,  0.00298798,  0.0713535 ],
       [ 0.03305686, -0.04102966,  0.9986342 ,  0.098555  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.67475953, -0.74752263, -0.05226671, -0.1442895 ],
       [ 0.73728567,  0.66297412,  0.00271969,  0.0713545 ],
       [ 0.03330792, -0.04092973,  0.99862946,  0.0985515 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.67490378, -0.74747327, -0.05207715, -0.1442915 ],
       [ 0.73717082,  0.66302414,  0.00307484,  0.071354  ],
       [ 0.03292522, -0.04102083,  0.99863833,  0.098554  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.67497545, -0.7474481 , -0.05201706, -0.1442935 ],
       [ 0.73711096,  0.66305023,  0.00319996,  0.071354  ],
       [ 0.03279608, -0.04105758,  0.99864107,  0.0985545 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.67487905, -0.74750926, -0.05199078, -0.144291  ],
       [ 0.73718596,  0.66300005,  0.00276692,  0.071351  ],
       [ 0.03309264, -0.04075333,  0.99864373,  0.0985495 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.67492768, -0.74748102, -0.0520299 , -0.1442875 ],
       [ 0.73715086,  0.66301688,  0.00309156,  0.071351  ],
       [ 0.03288217, -0.04099685,  0.99864074,  0.0985525 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.67492778, -0.74746604, -0.05215574, -0.1442925 ],
       [ 0.73714709,  0.6630278 ,  0.00309565,  0.0713515 ],
       [ 0.03296443, -0.04109328,  0.99863417,  0.098548  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.67499247, -0.74756869, -0.05201775, -0.1442885 ],
       [ 0.73709515,  0.66291408,  0.00319518,  0.071349  ],
       [ 0.03280101, -0.04106077,  0.99864105,  0.0985515 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.67535788, -0.74745257, -0.04911211, -0.1442935 ],
       [ 0.73689227,  0.66311466,  0.00476892,  0.0713505 ],
       [ 0.02969024, -0.03991995,  0.99878189,  0.098537  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.67481007, -0.74751106, -0.05214396, -0.1442895 ],
       [ 0.73725267,  0.66298098,  0.00301   ,  0.07135   ],
       [ 0.0330132 , -0.04102977,  0.99863504,  0.098553  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.67498007, -0.7475689 , -0.0522242 , -0.144291  ],
       [ 0.73708936,  0.66291781,  0.00286495,  0.0713525 ],
       [ 0.03318399, -0.04099652,  0.99863128,  0.0985455 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
13,"[array([[ 0.67480809, -0.74747622, -0.05223716, -0.1443045 ],
       [ 0.7372544 ,  0.66301262,  0.00309273,  0.071353  ],
       [ 0.03301517, -0.04115294,  0.99862992,  0.098551  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
14,"[array([[ 0.67552146, -0.74711648, -0.05200016, -0.144286  ],
       [ 0.73660675,  0.66342942,  0.0031082 ,  0.07135   ],
       [ 0.03288235, -0.04096788,  0.99864224,  0.098551  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
15,"[array([[ 0.67985383, -0.74251409, -0.05473168, -0.143637  ],
       [ 0.73230909,  0.66868812, -0.00238531,  0.071354  ],
       [ 0.03901491, -0.03910274,  0.99849825,  0.098557  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
16,"[array([[ 0.68126278, -0.74142877, -0.05495765, -0.1434405 ],
       [ 0.73085437,  0.67000946, -0.00564284,  0.0713455 ],
       [ 0.04162828, -0.03702297,  0.99847274,  0.098564  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
17,"[array([[ 0.68697889, -0.73653462, -0.04956027, -0.143198  ],
       [ 0.72577388,  0.6755164 , -0.00294028,  0.0715305 ],
       [ 0.03622551, -0.03455927,  0.99876681,  0.0985075 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
18,"[array([[ 0.68097152, -0.74185113, -0.05259916, -0.14336   ],
       [ 0.73153558,  0.66930457,  0.0030047 ,  0.071481  ],
       [ 0.03366724, -0.04108887,  0.99861119,  0.098547  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
19,"[array([[ 0.68188753, -0.74094204, -0.05267262, -0.1433425 ],
       [ 0.73067805,  0.67030913,  0.00303132,  0.071497  ],
       [ 0.03374888, -0.04111655,  0.99860723,  0.0985425 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
20,"[array([[ 0.68257136, -0.74146556, -0.05124059, -0.143361  ],
       [ 0.7301063 ,  0.66976326,  0.00376873,  0.071474  ],
       [ 0.0322664 , -0.04057088,  0.99867923,  0.098535  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
21,"[array([[ 0.68724196, -0.74234562, -0.03199326, -0.1431765 ],
       [ 0.72599143,  0.66969386, -0.0044043 ,  0.0713655 ],
       [ 0.02519774, -0.02081138,  0.99947838,  0.097976  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
22,"[array([[ 0.69424409, -0.73468645, -0.00756402, -0.1430525 ],
       [ 0.71838067,  0.67769005, -0.05413658,  0.069713  ],
       [ 0.04420804,  0.03117725,  0.99850489,  0.0971455 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
23,"[array([[ 0.64805509, -0.77355077, -0.00731341, -0.1428315 ],
       [ 0.76088329,  0.63348525, -0.03695575,  0.0720285 ],
       [ 0.03288184,  0.01776624,  0.99929014,  0.097122  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
