,Left IMU Signal,Right IMU Signal
ax,"[9.639, 9.687, 9.646, 9.654, 9.649, 9.694, 9.674, 9.663, 9.662, 9.686, 9.675, 9.627, 9.762, 9.718, 9.613, 9.663, 9.703, 9.677, 9.596, 9.685, 9.704, 9.618, 9.683, 9.615, 9.52, 9.598, 9.735, 9.662, 9.686, 9.748, 9.659, 9.913, 9.656, 9.787, 9.653, 9.668, 9.633, 9.96, 9.804, 9.896, 9.261, 9.724, 9.672, 9.662, 9.535, 9.677, 9.682, 9.642, 9.763, 9.707, 9.675, 9.643, 9.641, 9.619, 9.62, 9.732, 9.629, 9.519, 9.665, 9.65, 9.653, 9.651, 9.631, 9.625, 9.757, 9.698, 9.64, 9.642, 9.616, 9.666, 9.626, 9.647, 9.685, 9.642, 9.655, 9.653, 9.74, 9.651, 9.638, 9.799, 9.666, 9.6, 9.594, 9.672, 9.651, 9.675, 9.7, 9.688]","[0.145, 0.121, 0.138, 0.139, 0.147, 0.141, 0.135, 0.156, 0.149, 0.106, 0.12, 0.216, 0.083, 0.291, 0.086, 0.06, 0.001, -0.067, 0.026, -0.049, -0.001, 0.044, -0.024, 0.076, 0.089, 0.05, 0.017, 0.062, -0.14, 0.117, 0.216, -0.169, 0.059, 0.02, 0.151, 0.183, 0.173, 0.412, 0.118, 3.293, 0.531, 0.257, 0.177, 0.202, 0.184, 0.169, 0.17, 0.198, 0.136, 0.222, 0.172, 0.187, 0.166, 0.196, 0.174, 0.186, 0.181, 0.162, 0.203, 0.16, 0.164, 0.186, 0.194, 0.179, 0.198, 0.304, 0.203, 0.176, 0.163, 0.173, 0.163, 0.166, 0.166, 0.169, 0.2, 0.201, 0.179, 0.188, 0.175, 0.206, 0.16, 0.178, 0.196, 0.208, 0.169, 0.105, 0.08, 0.169]"
ay,"[0.159, 0.1, 0.099, 0.041, 0.139, 0.125, 0.1, 0.157, 0.119, -0.105, 0.04, 0.382, -0.318, 0.544, 0.232, 0.257, 0.213, 0.167, 0.205, 0.142, 0.153, 0.35, 0.429, 0.345, 0.298, 0.29, 0.125, 0.22, -0.575, 0.104, 0.181, -0.501, 0.261, -0.052, 0.179, 0.258, 0.676, 0.788, 0.9, 5.365, 0.873, 0.0, 0.098, -0.053, 0.107, 0.068, 0.012, 0.05, 0.241, -0.05, 0.101, 0.079, 0.047, 0.182, 0.132, -0.002, 0.057, 0.062, 0.077, 0.037, 0.028, 0.033, 0.054, 0.083, 0.042, 0.044, 0.099, 0.093, 0.02, 0.048, 0.077, 0.067, 0.126, 0.08, 0.002, 0.148, 0.098, 0.098, 0.014, 0.032, -0.007, -0.042, 0.146, 0.066, 0.147, 0.181, 0.033, 0.083]","[0.081, 0.08, 0.077, 0.079, 0.072, 0.072, 0.074, 0.072, 0.073, 0.081, 0.072, 0.086, 0.333, 0.579, 0.06, 0.048, 0.036, 0.027, 0.072, 0.065, 0.078, 0.074, 0.095, 0.04, 0.065, 0.05, 0.13, 0.064, 0.104, 0.09, 0.073, 0.095, 0.095, 0.133, 0.105, 0.109, 0.1, 0.114, 0.54, 2.074, 0.058, 0.082, 0.071, 0.073, 0.074, 0.072, 0.073, 0.068, 0.07, 0.071, 0.071, 0.073, 0.069, 0.077, 0.074, 0.069, 0.073, 0.077, 0.075, 0.071, 0.072, 0.069, 0.074, 0.071, 0.071, 0.071, 0.07, 0.073, 0.073, 0.074, 0.072, 0.074, 0.071, 0.07, 0.078, 0.078, 0.073, 0.073, 0.075, 0.073, 0.071, 0.071, 0.068, 0.077, 0.076, 0.074, 0.077, 0.069]"
az,"[0.033, 0.041, 0.038, 0.038, 0.036, 0.04, 0.041, 0.035, 0.04, 0.04, 0.038, 0.036, 0.01, -0.008, 0.041, 0.041, 0.041, 0.047, 0.038, 0.042, 0.04, 0.04, 0.04, 0.045, 0.042, 0.043, 0.057, 0.04, 0.035, 0.05, 0.042, 0.043, 0.036, 0.033, 0.038, 0.032, 0.039, 0.042, 0.001, 0.303, 0.04, 0.036, 0.039, 0.038, 0.041, 0.041, 0.038, 0.037, 0.036, 0.041, 0.042, 0.039, 0.038, 0.038, 0.038, 0.038, 0.039, 0.046, 0.04, 0.039, 0.037, 0.039, 0.04, 0.036, 0.037, 0.04, 0.038, 0.037, 0.04, 0.039, 0.041, 0.04, 0.077, 0.037, 0.038, 0.037, 0.041, 0.039, 0.038, 0.001, 0.039, 0.037, 0.042, 0.038, 0.036, 0.036, 0.038, 0.04]","[-0.077, -0.02, -0.026, -0.023, -0.029, -0.021, -0.023, -0.025, -0.027, -0.028, -0.021, -0.033, -0.037, -0.047, -0.022, -0.016, -0.021, -0.017, -0.007, -0.017, -0.016, -0.019, -0.008, -0.027, -0.022, -0.026, 0.018, -0.014, -0.002, -0.012, -0.021, -0.017, -0.029, -0.034, -0.024, -0.024, -0.023, -0.018, 0.042, 0.133, -0.017, -0.022, -0.024, -0.026, -0.033, -0.023, -0.021, -0.024, -0.024, -0.023, -0.024, -0.025, -0.025, -0.026, -0.025, -0.027, -0.026, -0.024, -0.03, -0.023, -0.019, -0.024, -0.026, -0.022, -0.022, -0.027, -0.023, -0.022, -0.027, -0.031, -0.024, -0.026, -0.027, -0.023, -0.023, -0.023, -0.023, -0.021, -0.022, -0.022, -0.02, -0.024, -0.026, -0.025, -0.023, -0.024, -0.026, -0.024]"
gx,"[9.643, 9.631, 9.598, 9.671, 9.619, 9.608, 9.581, 9.641, 9.677, 9.568, 9.645, 9.452, 9.614, 9.952, 9.565, 9.61, 9.656, 9.604, 9.642, 9.564, 9.599, 9.628, 9.44, 9.685, 9.83, 9.632, 9.761, 9.754, 9.666, 9.625, 9.68, 9.591, 9.659, 9.85, 9.604, 9.688, 9.625, 9.656, 9.857, 11.115, 9.455, 9.549, 9.796, 9.443, 9.751, 9.612, 9.614, 9.663, 9.394, 9.655, 9.635, 9.649, 9.617, 9.559, 9.663, 9.672, 9.595, 9.625, 9.575, 9.666, 9.617, 9.65, 9.577, 9.692, 9.587, 9.639, 9.556, 9.623, 9.562, 9.572, 9.648, 9.683, 9.583, 9.611, 9.677, 9.639, 9.657, 9.681, 9.727, 9.695, 9.683, 9.568, 9.645, 9.654, 9.641, 9.596, 9.575, 9.696]","[-0.053, -0.045, -0.036, -0.047, -0.024, -0.055, -0.053, -0.036, 0.034, -0.036, -0.025, -0.159, -0.23, -0.787, -0.124, -0.141, -0.002, -0.135, -0.13, -0.147, -0.136, -0.114, -0.236, -0.102, -0.165, -0.135, -0.109, -0.15, -0.129, -0.087, -0.121, -0.142, 0.017, -0.197, 0.012, -0.13, -0.132, -0.127, -0.071, -0.388, -0.131, -0.017, -0.134, 0.112, 0.128, -0.046, -0.026, -0.124, -0.178, -0.151, -0.099, -0.108, -0.146, -0.168, -0.137, -0.124, -0.112, -0.124, -0.098, -0.169, -0.136, -0.11, -0.142, -0.108, -0.107, -0.111, -0.147, -0.144, -0.106, -0.121, -0.142, -0.157, -0.14, -0.124, -0.15, -0.099, -0.115, -0.148, -0.104, -0.092, -0.132, -0.098, -0.134, -0.108, -0.144, -0.126, -0.124, -0.153]"
gy,"[-0.002, 0.07, 0.076, -0.053, -0.019, 0.024, -0.016, 0.045, -0.101, -0.004, -0.059, 0.251, 0.376, 0.989, 0.044, 0.014, 0.013, 0.067, 0.216, 0.008, 0.084, 0.165, 0.237, 0.2, 0.048, 0.103, 0.121, 0.192, 0.041, 0.164, 0.078, 0.181, 0.033, 0.106, -0.139, 0.192, 0.042, 0.151, 0.195, 0.191, 0.163, -0.151, 0.291, -0.344, -0.42, -0.001, 0.221, 0.248, 0.1, 0.144, 0.08, 0.094, 0.063, 0.017, 0.053, 0.191, 0.131, 0.031, 0.063, 0.151, 0.093, 0.106, 0.136, 0.057, 0.1, 0.065, 0.057, 0.134, 0.095, 0.069, 0.148, 0.083, 0.053, 0.11, 0.176, 0.087, 0.046, 0.106, 0.071, 0.037, 0.064, 0.109, 0.209, 0.109, 0.091, 0.12, 0.117, 0.041]","[0.027, 0.015, 0.015, 0.019, 0.018, 0.017, 0.024, 0.02, 0.02, 0.022, 0.02, 0.06, 0.182, 0.388, 0.026, 0.03, 0.019, 0.027, 0.023, 0.022, 0.022, 0.015, 0.019, 0.02, 0.023, 0.024, 0.017, 0.026, 0.024, 0.024, 0.021, 0.022, 0.019, 0.019, 0.024, 0.023, 0.022, 0.023, 0.045, 0.024, 0.02, 0.027, 0.046, 0.042, 0.004, 0.009, 0.019, 0.02, 0.018, 0.023, 0.023, 0.018, 0.016, 0.02, 0.017, 0.022, 0.021, 0.018, 0.019, 0.017, 0.021, 0.024, 0.021, 0.018, 0.02, 0.02, 0.02, 0.021, 0.024, 0.016, 0.02, 0.018, 0.018, 0.02, 0.02, 0.022, 0.015, 0.016, 0.018, 0.02, 0.019, 0.02, 0.025, 0.024, 0.024, 0.023, 0.02, 0.02]"
gz,"[-0.018, -0.008, -0.009, -0.009, -0.008, -0.005, -0.007, -0.007, -0.009, -0.009, -0.008, -0.011, -0.012, -0.05, -0.015, -0.012, -0.007, -0.012, -0.006, -0.007, -0.011, -0.008, -0.007, -0.008, -0.006, -0.008, -0.01, -0.008, -0.006, -0.012, -0.009, -0.008, -0.007, -0.009, -0.005, -0.011, -0.009, -0.009, -0.018, -0.003, -0.009, -0.008, -0.012, -0.003, -0.001, -0.008, -0.009, -0.008, -0.007, -0.005, -0.011, -0.006, -0.009, -0.008, -0.01, -0.008, -0.008, -0.01, -0.007, -0.006, -0.007, -0.009, -0.007, -0.01, -0.008, -0.009, -0.012, -0.008, -0.008, -0.01, -0.006, -0.007, -0.006, -0.009, -0.013, -0.008, -0.007, -0.008, -0.009, -0.006, -0.01, -0.01, -0.008, -0.007, -0.007, -0.008, -0.012, -0.011]","[-0.05, -0.045, -0.046, -0.043, -0.043, -0.042, -0.044, -0.045, -0.043, -0.041, -0.043, -0.04, -0.047, -0.109, -0.045, -0.043, -0.042, -0.042, -0.041, -0.039, -0.044, -0.042, -0.039, -0.04, -0.041, -0.044, -0.038, -0.045, -0.042, -0.045, -0.038, -0.044, -0.04, -0.042, -0.047, -0.04, -0.046, -0.049, -0.049, -0.06, -0.042, -0.039, -0.045, -0.051, -0.04, -0.038, -0.043, -0.042, -0.042, -0.048, -0.042, -0.04, -0.042, -0.043, -0.043, -0.043, -0.046, -0.044, -0.038, -0.043, -0.043, -0.044, -0.041, -0.039, -0.047, -0.044, -0.045, -0.047, -0.045, -0.042, -0.042, -0.046, -0.045, -0.045, -0.043, -0.046, -0.042, -0.043, -0.043, -0.043, -0.045, -0.043, -0.042, -0.042, -0.045, -0.043, -0.043, -0.041]"
