,features,labels
0,"[9.637, 0.141, 0.032, 0.065, 0.078, 0.094, 9.754, -0.311, 0.321, 0.014, 0.01, -0.05, 9.578, 0.211, -0.059, 0.077, 0.075, 0.075, 9.72, -0.387, 0.404, 0.02, 0.007, -0.062, 9.525, 0.136, 0.013, 0.082, 0.073, 0.041, 9.684, -0.324, 0.395, 0.029, 0.001, -0.077, 9.635, 0.125, -0.024, 0.084, 0.064, 0.005, 9.691, -0.322, 0.418, 0.029, -0.006, -0.067, 9.653, 0.121, 0.053, 0.085, 0.059, -0.036, 9.741, -0.379, 0.36, 0.024, -0.006, -0.067]","[True, True, False, False]"
1,"[9.653, 0.121, 0.053, 0.085, 0.059, -0.036, 9.741, -0.379, 0.36, 0.024, -0.006, -0.067, 9.604, 0.05, -0.015, 0.077, 0.041, -0.06, 9.704, -0.349, 0.273, 0.02, -0.011, -0.061, 9.687, 0.107, 0.005, 0.078, 0.034, -0.077, 9.711, -0.354, 0.419, 0.024, -0.013, -0.056, 9.678, 0.102, -0.105, 0.071, 0.027, -0.116, 9.732, -0.409, 0.342, 0.017, -0.009, -0.049, 9.65, 0.162, 0.04, 0.069, 0.02, -0.075, 9.747, -0.327, 0.281, 0.015, -0.012, -0.042]","[True, True, False, False]"
2,"[9.678, 0.102, -0.105, 0.071, 0.027, -0.116, 9.732, -0.409, 0.342, 0.017, -0.009, -0.049, 9.65, 0.162, 0.04, 0.069, 0.02, -0.075, 9.747, -0.327, 0.281, 0.015, -0.012, -0.042, 9.66, 0.126, 0.062, 0.068, 0.025, -0.07, 9.743, -0.38, 0.423, 0.013, -0.009, -0.035, 9.736, 0.118, 0.034, 0.067, 0.026, -0.055, 9.721, -0.393, 0.111, 0.016, -0.006, -0.049, 9.762, 0.184, 0.08, 0.061, 0.024, -0.042, 9.741, -0.296, 0.408, 0.019, -0.004, -0.044]","[True, True, False, False]"
3,"[9.762, 0.184, 0.08, 0.061, 0.024, -0.042, 9.741, -0.296, 0.408, 0.019, -0.004, -0.044, 9.6, 0.2, -0.069, 0.067, 0.026, -0.026, 9.772, -0.322, 0.373, 0.018, -0.006, -0.046, 9.65, 0.199, 0.102, 0.065, 0.035, -0.022, 9.71, -0.343, 0.364, 0.013, -0.005, -0.05, 9.629, 0.147, 0.02, 0.074, 0.036, -0.027, 9.727, -0.375, 0.404, 0.017, -0.007, -0.047, 9.631, 0.304, -0.044, 0.07, 0.04, -0.022, 9.693, -0.351, 0.357, 0.014, -0.007, -0.047]","[True, True, False, False]"
4,"[9.631, 0.304, -0.044, 0.07, 0.04, -0.022, 9.693, -0.351, 0.357, 0.014, -0.007, -0.047, 9.669, 0.132, -0.08, 0.07, 0.039, -0.025, 9.796, -0.348, 0.355, 0.016, -0.003, -0.048, 9.575, 0.012, -0.032, 0.071, 0.035, -0.025, 9.762, -0.378, 0.364, 0.015, -0.002, -0.045, 9.596, 0.143, 0.094, 0.073, 0.033, -0.024, 9.703, -0.337, 0.36, 0.017, -0.004, -0.047, 9.642, 0.285, -0.017, 0.069, 0.031, -0.021, 9.658, -0.31, 0.357, 0.013, -0.005, -0.045]","[True, True, False, False]"
5,"[9.642, 0.285, -0.017, 0.069, 0.031, -0.021, 9.658, -0.31, 0.357, 0.013, -0.005, -0.045, 9.806, 0.299, 0.045, 0.066, 0.033, -0.025, 9.688, -0.359, 0.318, 0.011, -0.006, -0.047, 9.604, 0.128, 0.001, 0.073, 0.039, -0.025, 9.899, -0.36, 0.273, 0.014, -0.002, -0.052, 9.607, 0.172, 0.05, 0.067, 0.033, -0.027, 9.789, -0.361, 0.374, 0.013, -0.006, -0.046, 9.765, 0.108, 0.115, 0.067, 0.037, -0.019, 9.729, -0.372, 0.241, 0.013, -0.003, -0.05]","[True, True, False, False]"
6,"[9.765, 0.108, 0.115, 0.067, 0.037, -0.019, 9.729, -0.372, 0.241, 0.013, -0.003, -0.05, 9.687, 0.156, 0.017, 0.067, 0.036, -0.023, 9.693, -0.316, 0.477, 0.019, -0.005, -0.047, 9.637, 0.111, -0.124, 0.071, 0.035, -0.025, 9.752, -0.355, 0.322, 0.013, -0.005, -0.048, 9.541, 0.229, 0.065, 0.068, 0.039, -0.029, 9.714, -0.364, 0.374, 0.015, -0.001, -0.047, 9.552, 0.151, 0.122, 0.069, 0.037, -0.023, 9.744, -0.318, 0.416, 0.009, -0.006, -0.047]","[True, True, False, False]"
7,"[9.552, 0.151, 0.122, 0.069, 0.037, -0.023, 9.744, -0.318, 0.416, 0.009, -0.006, -0.047, 9.586, 0.078, 0.005, 0.07, 0.035, -0.022, 9.708, -0.33, 0.383, 0.015, -0.005, -0.046, 9.605, 0.111, -0.002, 0.07, 0.035, -0.02, 9.723, -0.321, 0.69, 0.018, -0.004, -0.049, 9.681, 0.065, -0.048, 0.068, 0.039, -0.02, 9.723, -0.412, 0.165, 0.015, -0.008, -0.049, 9.632, 0.14, 0.173, 0.07, 0.036, -0.025, 9.751, -0.35, 0.416, 0.016, -0.007, -0.048]","[True, True, False, False]"
8,"[9.681, 0.065, -0.048, 0.068, 0.039, -0.02, 9.723, -0.412, 0.165, 0.015, -0.008, -0.049, 9.632, 0.14, 0.173, 0.07, 0.036, -0.025, 9.751, -0.35, 0.416, 0.016, -0.007, -0.048, 9.634, 0.136, -0.007, 0.07, 0.036, -0.023, 9.768, -0.363, 0.467, 0.017, -0.006, -0.047, 9.682, 0.15, 0.016, 0.07, 0.034, -0.02, 9.696, -0.34, 0.27, 0.017, -0.006, -0.045, 9.834, 0.145, -0.027, 0.065, 0.037, -0.026, 9.638, -0.38, 0.348, 0.015, -0.005, -0.044]","[True, True, False, False]"
9,"[9.834, 0.145, -0.027, 0.065, 0.037, -0.026, 9.638, -0.38, 0.348, 0.015, -0.005, -0.044, 9.771, 0.123, 0.093, 0.071, 0.037, -0.029, 9.641, -0.352, 0.371, 0.019, -0.003, -0.046, 9.479, 0.198, -0.071, 0.07, 0.038, -0.019, 9.916, -0.327, 0.293, 0.017, -0.004, -0.05, 9.723, 0.202, 0.066, 0.069, 0.034, -0.023, 9.722, -0.322, 0.382, 0.013, -0.005, -0.047, 9.498, 0.139, 0.08, 0.072, 0.039, -0.024, 9.719, -0.318, 0.313, 0.013, -0.007, -0.043]","[True, True, False, False]"
