,transforms
0,"[array([[ 0.24884511, -0.96465902, -0.01149784, -0.085629  ],
       [ 0.96841942,  0.26339005, -0.01303826,  0.325287  ],
       [ 0.01549002, -0.0076585 ,  0.99984889,  0.0960595 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.24905171, -0.96466669, -0.01142638, -0.085632  ],
       [ 0.96836698,  0.26336376, -0.0130115 ,  0.325288  ],
       [ 0.01544799, -0.00759703,  0.99985006,  0.0960575 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.24903104, -0.96466137, -0.01139865, -0.0856345 ],
       [ 0.9683703 ,  0.26338504, -0.01314715,  0.3252895 ],
       [ 0.01557229, -0.00753422,  0.9998486 ,  0.0960565 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.24904401, -0.96471022, -0.01138467, -0.085631  ],
       [ 0.96836955,  0.26320512, -0.01298393,  0.325294  ],
       [ 0.01541083, -0.0075666 ,  0.99985089,  0.096059  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.24890488, -0.96465611, -0.0114773 , -0.0856285 ],
       [ 0.96840538,  0.26340067, -0.01295773,  0.3252925 ],
       [ 0.0154074 , -0.00765972,  0.99985017,  0.0960565 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.24887397, -0.96465726, -0.01136957, -0.0856305 ],
       [ 0.96841067,  0.26340098, -0.0131566 ,  0.3252975 ],
       [ 0.01557294, -0.00750341,  0.99984881,  0.096055  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.2488534 , -0.96465227, -0.01116588, -0.0856285 ],
       [ 0.96840981,  0.263428  , -0.01359954,  0.3252975 ],
       [ 0.01595107, -0.0071898 ,  0.99984518,  0.096053  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.24897269, -0.96464497, -0.0113707 , -0.0856295 ],
       [ 0.96838528,  0.26344597, -0.01315647,  0.325302  ],
       [ 0.01557388, -0.0075038 ,  0.9998488 ,  0.096055  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.24882493, -0.96462854, -0.01122765, -0.085631  ],
       [ 0.96842462,  0.26350966, -0.01310659,  0.3253005 ],
       [ 0.01548877, -0.0073779 ,  0.99985107,  0.096057  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.24892333, -0.96464204, -0.01127956, -0.0856305 ],
       [ 0.96839798,  0.26345936, -0.01317983,  0.3253015 ],
       [ 0.01557341, -0.0074095 ,  0.99984952,  0.0960555 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
