,transforms
0,"[array([[-0.22360248, -0.97367688, -0.01058615,  0.0545435 ],
       [ 0.97467965, -0.22765995, -0.00368948,  0.394356  ],
       [ 0.00122905, -0.01114814,  0.99993716,  0.237271  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.22343805, -0.97368416, -0.01053681,  0.0545445 ],
       [ 0.97471725, -0.22763034, -0.00376349,  0.3943555 ],
       [ 0.00131409, -0.0111169 ,  0.9999374 ,  0.2372715 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.22345989, -0.97366693, -0.01052458,  0.0545415 ],
       [ 0.97471235, -0.22770561, -0.00367385,  0.394356  ],
       [ 0.0012292 , -0.01108468,  0.99993787,  0.237271  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.22339437, -0.97366625, -0.01052778,  0.0545405 ],
       [ 0.97472701, -0.22770545, -0.00393513,  0.394357  ],
       [ 0.00148393, -0.0111473 ,  0.99993684,  0.23727   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.22342882, -0.97367782, -0.01062797,  0.054543  ],
       [ 0.97471936, -0.22765285, -0.00378422,  0.394354  ],
       [ 0.00131404, -0.01121042,  0.99993636,  0.237272  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.22343804, -0.97368321, -0.01046644,  0.054544  ],
       [ 0.97471719, -0.22763744, -0.00379084,  0.3943515 ],
       [ 0.00135648, -0.01105462,  0.99993804,  0.2372715 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.22329538, -0.97367516, -0.01051664,  0.054541  ],
       [ 0.97474982, -0.2276689 , -0.00384434,  0.3943535 ],
       [ 0.00139904, -0.01111573,  0.99993731,  0.2372705 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.22345647, -0.97367062, -0.01046737,  0.0545435 ],
       [ 0.97471278, -0.2276898 , -0.00392186,  0.3943535 ],
       [ 0.00148377, -0.01108543,  0.99993752,  0.237268  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.22365454, -0.97368176, -0.01053666,  0.054541  ],
       [ 0.97466741, -0.22763913, -0.00389676,  0.394355  ],
       [ 0.00144156, -0.01114712,  0.99993689,  0.237267  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.22337592, -0.97367156, -0.01053795,  0.054541  ],
       [ 0.97473131, -0.2276827 , -0.00389363,  0.3943515 ],
       [ 0.00144141, -0.01114772,  0.99993689,  0.237268  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
