,time
0,1.1
1,1.6
2,2.1
3,2.6
4,3.1
5,3.6
6,4.1
7,4.6
8,5.1
9,5.6
10,6.1
11,6.6
12,7.1
13,7.6
14,8.1
15,8.6
16,9.1
17,9.6
18,10.1
19,10.6
20,11.1
21,11.6
22,12.1
23,12.6
24,13.1
25,13.6
26,14.1
27,14.6
28,15.1
29,15.6
30,16.1
31,16.6
32,17.1
33,17.6
34,18.1
35,18.6
36,19.1
37,19.6
38,20.1
39,20.6
40,21.1
41,21.6
42,22.1
43,22.6
44,23.1
45,23.6
46,24.1
47,24.6
48,25.1
49,25.6
50,26.1
51,26.6
52,27.1
53,27.6
54,28.1
55,28.6
56,29.1
57,29.6
58,30.1
59,30.6
60,31.1
61,31.6
62,32.1
63,32.6
64,33.1
65,33.6
66,34.1
67,34.6
68,35.1
69,35.6
70,36.1
71,36.6
72,37.1
73,37.6
74,38.1
75,38.6
76,39.1
77,39.6
78,40.1
79,40.6
80,41.1
81,41.6
82,42.1
83,42.6
84,43.1
85,43.6
86,44.1
87,44.6
88,45.6
89,46.6
90,47.1
91,47.6
92,48.1
