,transforms
0,"[array([[ 0.85893684,  0.53302778, -0.0032007 , -0.079423  ],
       [-0.51188416,  0.84592201,  0.02239546,  0.16399   ],
       [ 0.01421672, -0.01724317,  0.99974407,  0.256411  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.85898168,  0.5327903 , -0.00349313, -0.079422  ],
       [-0.51180305,  0.84607602,  0.0223173 ,  0.1639915 ],
       [ 0.01442628, -0.01702537,  0.99974484,  0.2564125 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.85869823,  0.53304957, -0.00317218, -0.079383  ],
       [-0.51227752,  0.84589913,  0.0229019 ,  0.1641245 ],
       [ 0.01445994, -0.0176865 ,  0.99973268,  0.256408  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.85889728,  0.53344208, -0.00498733, -0.079652  ],
       [-0.5118868 ,  0.84566019,  0.02356646,  0.1642335 ],
       [ 0.01635171, -0.01727378,  0.99970983,  0.2564755 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.85637317,  0.53597471, -0.0190267 , -0.081552  ],
       [-0.51454043,  0.84354967,  0.0523162 ,  0.169325  ],
       [ 0.04327987, -0.03398618,  0.9984493 ,  0.258363  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.84577317,  0.55361383, -0.0246598 , -0.081817  ],
       [-0.53098735,  0.83202515,  0.05874485,  0.169986  ],
       [ 0.05215533, -0.03529689,  0.9979684 ,  0.263164  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.835762  ,  0.56883669, -0.02379558, -0.081647  ],
       [-0.54619823,  0.82142232,  0.0664036 ,  0.171763  ],
       [ 0.0562972 , -0.04111201,  0.99750906,  0.2683245 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.82235331,  0.59002245, -0.01064116, -0.0794775 ],
       [-0.56746584,  0.80638808,  0.05748674,  0.170118  ],
       [ 0.04144344, -0.04014676,  0.99828956,  0.2757995 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.81151179,  0.60322858, -0.01642824, -0.0799205 ],
       [-0.5824401 ,  0.79674907,  0.05771742,  0.170313  ],
       [ 0.04703342, -0.03614145,  0.99819778,  0.281859  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.80435039,  0.61326696, -0.01848855, -0.0804795 ],
       [-0.59190144,  0.78897598,  0.0620418 ,  0.171774  ],
       [ 0.05170236, -0.03769014,  0.99790229,  0.283514  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.79143885,  0.62998394, -0.02142155, -0.081175  ],
       [-0.60447182,  0.77241891,  0.12097185,  0.185447  ],
       [ 0.09076549, -0.08055594,  0.99242477,  0.290927  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.7851541 ,  0.63804387, -0.02016784, -0.081167  ],
       [-0.61499826,  0.76779791,  0.09221289,  0.1788355 ],
       [ 0.072871  , -0.05819272,  0.99553505,  0.297724  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.77898778,  0.64535733, -0.0478916 , -0.0878845 ],
       [-0.61992399,  0.76290041,  0.0909577 ,  0.1784635 ],
       [ 0.09419282, -0.03868943,  0.99470251,  0.2989635 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
