,transforms
0,"[array([[-0.99979047, -0.0134041 , -0.00541726, -0.0854085 ],
       [ 0.01988529, -0.99950877, -0.02825878,  0.116795  ],
       [-0.0048562 , -0.02832924,  0.99958596,  0.094527  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.9997906 , -0.01305478, -0.00554214, -0.085406  ],
       [ 0.01984758, -0.99951434, -0.02822556,  0.116791  ],
       [-0.00498283, -0.02829591,  0.99958622,  0.0945285 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.99979458, -0.01324406, -0.00557548, -0.085407  ],
       [ 0.01963583, -0.99951459, -0.02812729,  0.116792  ],
       [-0.00502409, -0.02819907,  0.9995888 ,  0.09453   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.99979271, -0.01314942, -0.00545497, -0.0854135 ],
       [ 0.01976222, -0.99951402, -0.02819364,  0.1167955 ],
       [-0.00489869, -0.02826332,  0.9995876 ,  0.094527  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.99979234, -0.01314855, -0.00537361, -0.0854075 ],
       [ 0.0198016 , -0.99951139, -0.02828792,  0.1167895 ],
       [-0.00481434, -0.02835651,  0.99958537,  0.0945265 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.99979399, -0.01314937, -0.00537189, -0.0854055 ],
       [ 0.0197179 , -0.99951043, -0.02832139,  0.1167875 ],
       [-0.00481435, -0.02838996,  0.99958443,  0.094523  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.9997921 , -0.01321316, -0.00558215, -0.0854065 ],
       [ 0.01976138, -0.99951046, -0.02828748,  0.116789  ],
       [-0.00502408, -0.02835918,  0.99958424,  0.0945245 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.99979482, -0.01324531, -0.00536764, -0.085409  ],
       [ 0.01967606, -0.9995136 , -0.02816441,  0.1167925 ],
       [-0.00481435, -0.02823342,  0.99958889,  0.0945245 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.99979293, -0.01314854, -0.00558154, -0.0854115 ],
       [ 0.01971953, -0.99951049, -0.02831681,  0.1167945 ],
       [-0.00502409, -0.02838816,  0.99958342,  0.094525  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.99985349, -0.00997735, -0.0042212 , -0.0858945 ],
       [ 0.01670679, -0.99950875, -0.02966945,  0.116679  ],
       [-0.00372658, -0.02971033,  0.99955085,  0.094522  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.99988145, -0.00906009, -0.00616283, -0.08612   ],
       [ 0.01427326, -0.99958776, -0.02718841,  0.116715  ],
       [-0.00577627, -0.02724363,  0.99961133,  0.094524  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
