,features,labels
0,"[9.827, 0.118, -0.05, 0.065, 0.029, -0.057, 9.78, 0.169, -0.197, 0.009, -0.006, -0.022, 9.782, 0.114, -0.027, 0.068, 0.027, -0.046, 9.654, 0.111, -0.16, 0.015, -0.005, -0.038, 9.698, 0.121, -0.082, 0.057, 0.031, -0.023, 9.68, 0.161, -0.321, 0.013, -0.005, -0.032, 9.638, 0.122, -0.053, 0.066, 0.031, -0.022, 9.672, 0.154, -0.224, 0.014, -0.006, -0.036, 9.581, 0.145, 0.0, 0.068, 0.042, -0.016, 9.66, 0.143, -0.223, 0.013, -0.007, -0.032]","[False, False, False, False]"
1,"[9.709, 0.153, -0.142, 0.063, 0.041, -0.017, 9.755, 0.19, -0.325, 0.012, -0.006, -0.036, 9.727, 0.123, 0.039, 0.07, 0.042, -0.018, 9.666, 0.108, -0.197, 0.012, -0.004, -0.035, 9.723, 0.118, -0.12, 0.067, 0.041, -0.013, 9.645, 0.166, -0.166, 0.018, -0.004, -0.035, 9.628, 0.053, -0.129, 0.071, 0.039, -0.016, 9.721, 0.142, -0.322, 0.02, -0.006, -0.037, 9.696, 0.136, -0.062, 0.071, 0.04, -0.02, 9.669, 0.134, -0.333, 0.016, -0.006, -0.036]","[False, False, False, False]"
2,"[9.574, 0.111, -0.052, 0.073, 0.044, -0.019, 9.746, 0.121, -0.3, 0.013, -0.007, -0.037, 9.628, 0.173, 0.018, 0.065, 0.04, -0.014, 9.751, 0.102, -0.321, 0.013, -0.007, -0.032, 9.69, 0.121, -0.052, 0.063, 0.043, -0.013, 9.696, 0.166, -0.182, 0.016, -0.002, -0.033, 9.715, 0.167, -0.126, 0.065, 0.04, -0.018, 9.751, 0.014, -0.32, 0.013, -0.006, -0.034, 9.715, 0.076, -0.182, 0.067, 0.04, -0.011, 9.721, 0.162, -0.207, 0.013, -0.005, -0.035]","[True, False, False, False]"
3,"[9.571, 0.227, 0.126, 0.065, 0.039, -0.017, 9.77, 0.299, -0.349, 0.012, -0.006, -0.037, 9.706, 0.141, -0.044, 0.062, 0.039, -0.022, 9.775, 0.028, -0.225, 0.015, -0.004, -0.034, 9.638, 0.136, -0.153, 0.069, 0.039, -0.015, 9.713, 0.099, -0.147, 0.017, -0.006, -0.034, 9.667, 0.133, -0.182, 0.069, 0.039, -0.015, 9.742, 0.151, -0.353, 0.013, -0.002, -0.033, 9.598, 0.149, -0.237, 0.07, 0.04, -0.02, 9.693, 0.283, -0.301, 0.017, -0.007, -0.033]","[False, False, False, False]"
4,"[9.632, 0.138, -0.187, 0.068, 0.04, -0.017, 9.639, -0.139, 0.061, 0.022, -0.011, -0.035, 9.702, 0.0, -0.344, 0.071, 0.041, -0.018, 9.755, 0.188, -0.322, 0.03, -0.006, -0.034, 9.632, 0.144, -0.129, 0.08, 0.04, -0.01, 9.705, 0.1, -0.234, 0.025, -0.004, -0.031, 9.686, 0.1, -0.24, 0.066, 0.039, -0.017, 9.712, 0.106, -0.299, 0.017, -0.005, -0.034, 9.661, 0.151, -0.072, 0.061, 0.039, -0.018, 9.729, 0.171, -0.433, 0.011, -0.006, -0.034]","[True, False, False, False]"
5,"[9.564, -0.104, -0.39, 0.017, 0.042, -0.045, 9.701, 0.141, -0.143, -0.006, 0.002, -0.026, 9.678, 0.029, -0.211, 0.003, 0.039, -0.036, 9.839, 0.251, -0.312, -0.012, -0.004, -0.013, 9.575, 0.159, -0.159, -0.001, 0.052, -0.056, 9.795, 0.178, -0.348, 0.035, 0.012, 0.015, 9.647, 0.185, 0.062, -0.009, 0.061, -0.071, 9.643, 0.26, -0.373, 0.11, -0.009, 0.025, 9.608, 0.016, -0.221, 0.004, 0.048, -0.075, 9.568, 0.188, -0.166, 0.124, -0.02, 0.005]","[True, True, True, True]"
6,"[9.033, -0.14, -0.35, 0.049, 0.045, -0.034, 9.58, 0.423, -0.282, 0.013, -0.011, -0.041, 9.337, -0.126, -0.503, 0.039, 0.049, -0.036, 8.794, 0.87, -0.828, 0.03, -0.014, -0.042, 10.859, 0.185, -0.064, 0.074, 0.039, 0.01, 7.67, 0.391, -0.198, 0.076, -0.032, -0.014, 8.188, -0.252, -0.191, 0.074, 0.064, -0.008, 10.068, 0.592, -0.339, -0.007, 0.005, -0.109, 14.718, 1.079, 0.873, 0.007, 0.082, -0.042, 10.565, 0.334, -0.217, 0.029, -0.004, -0.017]","[True, True, True, True]"
7,"[9.099, -0.083, -0.187, 0.029, 0.034, -0.005, 9.579, 0.421, -0.437, 0.027, -0.001, -0.023, 9.968, 0.022, -0.068, 0.051, 0.034, -0.03, 8.8, 0.452, -0.534, 0.04, 0.006, -0.022, 9.464, -0.086, -0.176, 0.064, 0.029, -0.004, 9.863, 0.246, -0.08, 0.054, 0.002, -0.036, 9.702, 0.146, -0.079, 0.042, 0.048, -0.039, 9.86, 0.122, -0.048, 0.027, 0.007, -0.035, 10.828, 0.383, -0.033, -0.039, 0.073, -0.03, 11.743, 0.36, -0.864, 0.045, 0.02, 0.01]","[True, True, True, True]"
8,"[1.899, 1.202, 0.267, 0.068, 0.088, -0.128, 6.961, -1.338, -0.549, 0.193, 0.03, 0.164, -0.474, 0.115, -1.503, 0.11, -0.031, -0.006, 0.847, 1.472, -1.19, 0.108, -0.046, -0.134, 3.224, -1.716, -2.225, 0.062, 0.006, 0.181, 7.996, 1.4, -1.449, 0.026, -0.005, -0.233, 4.447, -0.395, -1.198, 0.009, 0.027, 0.08, 14.456, 0.462, -0.407, 0.018, 0.021, -0.082, 7.216, -0.105, -0.383, 0.009, 0.052, 0.001, 6.702, 0.258, 0.024, 0.029, -0.001, 0.014]","[True, True, True, True]"
9,"[9.441, 0.575, 0.255, 0.066, 0.038, -0.024, 9.651, 0.246, -0.488, 0.04, -0.007, -0.036, 9.496, 0.485, 0.275, 0.055, 0.037, -0.02, 9.58, 0.421, -0.77, 0.015, -0.004, -0.033, 9.53, 0.403, 0.1, 0.047, 0.038, -0.018, 9.623, 0.373, -0.577, 0.007, -0.005, -0.029, 9.62, 0.212, 0.023, 0.05, 0.038, -0.022, 9.659, 0.228, -0.609, 0.004, -0.006, -0.031, 9.632, 0.118, -0.081, 0.057, 0.043, -0.018, 9.699, 0.207, -0.389, 0.005, -0.002, -0.026]","[None, None, None, None]"
