,time
0,0.7708340000000002
1,0.8749999999999996
2,0.9791669999999999
3,1.0833340000000002
4,1.1874999999999996
5,1.291667
6,1.3958340000000002
7,1.4999999999999996
8,1.604167
9,1.7083340000000002
10,1.8124999999999996
11,1.916667
12,2.0208340000000002
13,2.1249999999999996
14,2.229167
15,2.3333340000000002
16,2.4374999999999996
17,2.541667
18,2.6458340000000002
19,2.7499999999999996
20,2.854167
21,2.9583340000000002
22,3.0624999999999996
23,3.166667
24,3.2708340000000002
25,3.3749999999999996
26,3.479167
27,3.5833340000000002
28,3.6874999999999996
29,3.791667
30,3.8958340000000002
31,3.9999999999999996
32,4.104167
33,4.208334000000001
34,4.3125
35,4.416667
36,4.520834000000001
37,4.625
38,4.729167
39,4.833334000000001
40,4.9375
41,5.041667
42,5.145834000000001
43,5.25
44,5.354167
45,5.458334000000001
46,5.5625
47,5.666667
48,5.770834000000001
49,5.875
50,5.979167
51,6.083334000000001
52,6.1875
53,6.291667
54,6.395834000000001
55,6.5
56,6.604167
57,6.708334000000001
58,6.8125
59,6.916667
60,7.020834000000001
61,7.125
62,7.229167
63,7.333334000000001
64,7.4375
65,7.541667
66,7.645834000000001
67,7.75
68,7.854167
69,7.958334000000001
70,8.0625
71,8.166667
72,8.270834
73,8.375
74,8.479167
75,8.583334
76,8.6875
77,8.791667
78,8.895834
79,9.0
80,9.104167
81,9.208334
82,9.3125
83,9.416667
84,9.520834
85,9.625
86,9.729167
87,9.833334
88,9.9375
89,10.041667
90,10.145834
91,10.25
92,10.354167
93,10.458334
94,10.5625
95,10.666667
96,10.770834
97,10.875
98,10.979167
99,11.083334
100,11.1875
101,11.291667
102,11.395834
103,11.5
104,11.604167
105,11.708334
106,11.8125
107,11.916667
108,12.020834
109,12.125
110,12.229167
111,12.333334
112,12.4375
113,12.541667
114,12.645834
115,12.75
116,12.854167
117,12.958334
118,13.0625
119,13.166667
120,13.270834
121,13.375
122,13.479167
123,13.583334
124,13.6875
125,13.791667
126,13.895834
127,14.0
128,14.104167
129,14.208334
130,14.3125
131,14.416667
132,14.520834
133,14.625
134,14.729167
135,14.833334
136,14.9375
137,15.041667
138,15.145834
139,15.25
140,15.354167
141,15.458334
142,15.5625
143,15.666667
144,15.770834
145,15.875
146,15.979167
147,16.083334
148,16.1875
149,16.291667
150,16.395834
151,16.5
152,16.604167
153,16.708334
154,16.8125
155,16.916667
156,17.020834
157,17.125
158,17.229167
159,17.333334
160,17.4375
161,17.541667
162,17.645834
163,17.75
164,17.854167
165,17.958334
166,18.0625
167,18.166667
168,18.270834
169,18.375
170,18.479167
171,18.583334
172,18.6875
173,18.791667
174,18.895834
175,19.0
176,19.104167
177,19.208334
178,19.3125
179,19.416667
180,19.520834
181,19.625
182,19.729167
183,19.833334
184,19.9375
185,20.041667
186,20.145834
187,20.25
188,20.354167
189,20.458334
190,20.5625
191,20.666667
192,20.770834
193,20.875
194,20.979167
195,21.083334
196,21.1875
197,21.291667
198,21.395834
199,21.5
200,21.604167
201,21.708334
202,21.8125
203,21.916667
204,22.020834
205,22.125
206,22.229167
207,22.333334
208,22.4375
209,22.541667
210,22.645834
211,22.75
212,22.854167
213,22.958334
214,23.0625
215,23.166667
216,23.270834
217,23.375
218,23.479167
219,23.583334
220,23.6875
221,23.791667
222,23.895834
223,24.0
224,24.104167
225,24.208334
226,24.3125
227,24.416667
228,24.520834
229,24.625
230,24.729167
231,24.833334
232,24.9375
233,25.041667
234,25.145834
235,25.25
236,25.354167
237,25.458334
238,25.5625
239,25.666667
240,25.770834
241,25.875
242,25.979167
243,26.083334
244,26.1875
245,26.291667
246,26.395834
247,26.5
248,26.604167
249,26.708334
250,26.8125
251,26.916667
252,27.020834
253,27.125
254,27.229167
255,27.333334
256,27.4375
257,27.541667
258,27.645834
259,27.75
260,27.854167
261,27.958334
262,28.0625
263,28.166667
264,28.270834
265,28.375000000000004
266,28.479167
267,28.583333999999997
268,28.687500000000004
269,28.791667
270,28.895833999999997
271,29.000000000000004
