,transforms
0,"[array([[-0.02305483, -0.9989695 ,  0.00868673, -0.059134  ],
       [ 0.99940788, -0.04431091,  0.02574763,  0.1480465 ],
       [-0.02554155,  0.00982231,  0.99963073,  0.0964135 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.02309977, -0.99897311,  0.00845863, -0.0591365 ],
       [ 0.99940244, -0.04427809,  0.02591457,  0.148047  ],
       [-0.02571325,  0.00960096,  0.99962837,  0.096409  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.0230969 , -0.99897049,  0.00842986, -0.0591355 ],
       [ 0.99940475, -0.04434394,  0.02582638,  0.148045  ],
       [-0.02562576,  0.00956995,  0.9996309 ,  0.0964105 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.02318802, -0.99897311,  0.00846403, -0.0591305 ],
       [ 0.99940353, -0.04427809,  0.02579336,  0.14805   ],
       [-0.02559114,  0.00960096,  0.99963146,  0.096408  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.02288252, -0.99897805,  0.00866458, -0.059122  ],
       [ 0.99941409, -0.04412458,  0.02565708,  0.1480505 ],
       [-0.02545312,  0.00979143,  0.99963325,  0.096407  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.02304755, -0.99897332,  0.00898397, -0.059737  ],
       [ 0.99942942, -0.04416713,  0.02490341,  0.148351  ],
       [-0.02469079,  0.01007819,  0.99964949,  0.0964055 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.02288293, -0.99898577,  0.00854567, -0.059825  ],
       [ 0.99943206, -0.04398369,  0.02493828,  0.148392  ],
       [-0.02473717,  0.00963723,  0.99965247,  0.0963855 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.03312917, -0.99842698,  0.01474757, -0.0615825 ],
       [ 0.99910162, -0.05368295,  0.02692778,  0.1489265 ],
       [-0.02642747,  0.01617756,  0.99952859,  0.096424  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.07478137, -0.99521996,  0.01871556, -0.06545   ],
       [ 0.99683234, -0.09529441,  0.02854879,  0.150516  ],
       [-0.02707456,  0.02135909,  0.99941718,  0.096471  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.11551747, -0.99049819,  0.01979603, -0.068398  ],
       [ 0.9929533 , -0.13549596,  0.02892165,  0.150961  ],
       [-0.02644731,  0.02354116,  0.99938564,  0.0964785 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
