,transforms
0,"[array([[ 0.67837142, -0.71423626, -0.00756288,  0.0246995 ],
       [ 0.73447047,  0.69985985, -0.01903393,  0.169109  ],
       [ 0.01911431,  0.00792106,  0.99979023,  0.105833  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.67824055, -0.71423644, -0.00758558,  0.0247025 ],
       [ 0.73459129,  0.69986003, -0.01901254,  0.169108  ],
       [ 0.0191153 ,  0.00788988,  0.99979047,  0.1058315 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.67834914, -0.71425074, -0.00762684,  0.024704  ],
       [ 0.73448781,  0.69984474, -0.01914303,  0.169108  ],
       [ 0.01923807,  0.00795136,  0.99978767,  0.1058325 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.67832622, -0.71432791, -0.00767759,  0.0247025 ],
       [ 0.73450788,  0.69976633, -0.01915301,  0.169103  ],
       [ 0.01928005,  0.00792   ,  0.99978709,  0.105831  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.67737692, -0.71471028, -0.00579546,  0.0248535 ],
       [ 0.73543188,  0.69936767, -0.01822694,  0.1691255 ],
       [ 0.01733355,  0.00860683,  0.99981708,  0.105828  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.67513908, -0.71431831,  0.01518943,  0.025372  ],
       [ 0.73767645,  0.69937819, -0.02006328,  0.1691545 ],
       [ 0.00454667,  0.02488979,  0.99968332,  0.107093  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.66954813, -0.72327694,  0.03766147,  0.025516  ],
       [ 0.74257009,  0.6896833 , -0.01084754,  0.1699835 ],
       [-0.0171743 ,  0.03474774,  0.99923168,  0.111908  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.65726178, -0.73499367,  0.0237576 ,  0.0238345 ],
       [ 0.75352446,  0.67782022, -0.00159584,  0.1704645 ],
       [-0.01441655,  0.01854864,  0.99971647,  0.1136405 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.64086065, -0.75025603,  0.04276578,  0.024264  ],
       [ 0.76753803,  0.65967672, -0.01810159,  0.169399  ],
       [-0.01352784,  0.04407404,  0.99892113,  0.117491  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[ 0.63355913, -0.75539393,  0.03670072,  0.021187  ],
       [ 0.77362437,  0.65285656, -0.04347728,  0.169063  ],
       [ 0.01039985,  0.05619896,  0.99838008,  0.1287565 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[ 0.6612455 , -0.73246758,  0.01804138,  0.0240525 ],
       [ 0.74617841,  0.67428076, -0.11880481,  0.161462  ],
       [ 0.07727979,  0.0940037 ,  0.99275371,  0.1290475 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.69619687, -0.69768328, -0.03622476,  0.018706  ],
       [ 0.71775018,  0.71368291,  0.05185704,  0.1717455 ],
       [-0.01202492, -0.06240788,  0.9979973 ,  0.1328935 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[ 0.68278465, -0.70979682, -0.04523835,  0.0185785 ],
       [ 0.72444482,  0.68772187,  0.17140719,  0.1787845 ],
       [-0.09478834, -0.15240443,  0.9841611 ,  0.137657  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
