,Left IMU Signal,Right IMU Signal
ax,"[9.579, 9.622, 9.693, 9.614, 9.605, 9.672, 9.774, 9.512, 9.433, 9.547, 10.873, 9.107]","[0.107, 0.109, 0.092, 0.115, 0.101, 0.086, 0.112, 0.211, 0.051, 0.124, 1.113, 0.047]"
ay,"[-0.019, 0.088, -0.048, 0.005, 0.016, -0.005, 0.015, 0.122, -0.12, 0.12, 1.181, 0.359]","[0.068, 0.071, 0.071, 0.071, 0.073, 0.066, 0.064, 0.075, 0.051, 0.065, 0.015, 0.077]"
az,"[0.044, 0.041, 0.042, 0.041, 0.045, 0.043, 0.045, 0.035, 0.039, 0.046, 0.058, 0.047]","[-0.017, -0.022, -0.018, -0.019, -0.02, -0.026, -0.028, -0.028, -0.007, -0.014, -0.046, -0.024]"
gx,"[9.733, 9.697, 9.732, 9.639, 9.716, 9.759, 9.706, 9.791, 9.701, 9.83, 10.35, 9.537]","[0.166, 0.166, 0.157, 0.164, 0.148, 0.166, 0.222, 0.089, 0.31, 0.257, 0.166, 0.328]"
gy,"[-0.307, -0.326, -0.258, -0.237, -0.22, -0.222, -0.364, -0.09, -0.318, -0.276, 0.151, -0.23]","[0.017, 0.02, 0.016, 0.012, 0.019, 0.016, 0.031, 0.013, 0.025, 0.026, 0.072, 0.009]"
gz,"[-0.002, -0.002, 0.0, -0.006, -0.003, -0.039, 0.005, -0.002, 0.001, 0.001, -0.012, 0.001]","[-0.037, -0.037, -0.035, -0.035, -0.037, -0.036, -0.027, -0.038, -0.036, -0.037, -0.029, -0.032]"
