,transforms
0,"[array([[ 0.03993233, -0.99975296,  0.00493356, -0.132696  ],
       [ 0.99906554,  0.02175023,  0.01635264,  0.0895085 ],
       [-0.01653678,  0.00457733,  0.99985411,  0.0959955 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[ 0.04014066, -0.99975595,  0.00486959, -0.132702  ],
       [ 0.9990565 ,  0.02162539,  0.01639559,  0.0895115 ],
       [-0.01657801,  0.0045145 ,  0.99985373,  0.0959945 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[ 0.03955934, -0.99975358,  0.00508594, -0.1326955 ],
       [ 0.9990838 ,  0.02168779,  0.01614   ,  0.0895085 ],
       [-0.01632875,  0.00473533,  0.99985681,  0.095992  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[ 0.03994248, -0.99975812,  0.00483316, -0.1326995 ],
       [ 0.99906714,  0.02153141,  0.01623446,  0.089512  ],
       [-0.01641472,  0.00448308,  0.99985653,  0.095992  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[ 0.04010371, -0.99975716,  0.0049003 , -0.1327045 ],
       [ 0.99905795,  0.02156296,  0.01639663,  0.0895085 ],
       [-0.01658013,  0.00454622,  0.99985356,  0.095993  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[ 0.03892582, -0.99977864,  0.00497109, -0.1327135 ],
       [ 0.99911007,  0.02052156,  0.01606213,  0.089503  ],
       [-0.01624364,  0.00464103,  0.99985864,  0.0959925 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[ 0.03572318, -0.9998433 ,  0.00443396, -0.132788  ],
       [ 0.99923914,  0.01720493,  0.01550392,  0.0894385 ],
       [-0.01565256,  0.00416707,  0.99986998,  0.095999  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[ 0.03010565, -0.9999123 ,  0.005523  , -0.134886  ],
       [ 0.99942333,  0.01212168,  0.01554602,  0.089206  ],
       [-0.01570546,  0.0053348 ,  0.9998639 ,  0.0959775 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[ 0.01220725, -0.99995608,  0.00609828, -0.1379395 ],
       [ 0.99977362, -0.00701014,  0.01735344,  0.088925  ],
       [-0.0174269 ,  0.00622071,  0.99983082,  0.0959515 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.02958862, -0.99878986,  0.0066828 , -0.1415905 ],
       [ 0.99940509, -0.04859899,  0.01792466,  0.0884745 ],
       [-0.0177195 ,  0.00754721,  0.99981701,  0.0959495 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
