,transforms
0,"[array([[-0.0041799 , -0.99933773, -0.03560806, -0.079243  ],
       [ 0.99995805, -0.00720312, -0.00829455,  0.142458  ],
       [ 0.00815081, -0.03566807,  0.99933141,  0.0943855 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
1,"[array([[-0.00409631, -0.9993388 , -0.03557303, -0.079244  ],
       [ 0.99995974, -0.0072338 , -0.00812436,  0.1424575 ],
       [ 0.00798363, -0.03563201,  0.99933406,  0.094385  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
2,"[array([[-0.00426351, -0.99933832, -0.03556692, -0.0792435 ],
       [ 0.99995937, -0.00732741, -0.00808851,  0.142456  ],
       [ 0.00794183, -0.03562636,  0.99933456,  0.094388  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
3,"[array([[-0.00409596, -0.99933963, -0.03553554, -0.079244  ],
       [ 0.99995874, -0.00729606, -0.00824883,  0.1424565 ],
       [ 0.00810834, -0.03559595,  0.99933437,  0.0943845 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
4,"[array([[-0.00418008, -0.9993433 , -0.03541126, -0.0792445 ],
       [ 0.9999577 , -0.00739155, -0.0083359 ,  0.142457  ],
       [ 0.00819295, -0.0354731 ,  0.99933806,  0.0943845 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
5,"[array([[-0.00413776, -0.99933726, -0.0356023 , -0.0792445 ],
       [ 0.9999589 , -0.00729674, -0.00820881,  0.1424575 ],
       [ 0.00806654, -0.03566241,  0.99933232,  0.0943835 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
6,"[array([[-0.00426368, -0.99933726, -0.03556765, -0.079251  ],
       [ 0.99995769, -0.00745444, -0.00829771,  0.142456  ],
       [ 0.00815115, -0.0356297 ,  0.99933282,  0.094382  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
7,"[array([[-0.00405451, -0.99934015, -0.03554144, -0.079241  ],
       [ 0.99995958, -0.00720222, -0.00816452,  0.142458  ],
       [ 0.00802542, -0.03560047,  0.99933485,  0.0943815 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
8,"[array([[-0.00409631, -0.99934739, -0.03531695, -0.079214  ],
       [ 0.99995873, -0.00729658, -0.00824869,  0.1424565 ],
       [ 0.00810902, -0.03537737,  0.99934212,  0.09438   ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
9,"[array([[-0.00430512, -0.99933992, -0.03554111, -0.079236  ],
       [ 0.99995853, -0.00723381, -0.00817309,  0.1424545 ],
       [ 0.00802508, -0.03560046,  0.99933479,  0.0943805 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
10,"[array([[-0.00380483, -0.99926869, -0.03746694, -0.0794335 ],
       [ 0.99995918, -0.00732875, -0.00833187,  0.142446  ],
       [ 0.00819502, -0.03752825,  0.99926313,  0.094392  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
11,"[array([[ 0.00764134, -0.99934732, -0.03587088, -0.0815775 ],
       [ 0.9999305 ,  0.0045817 , -0.00869792,  0.1423805 ],
       [ 0.00897754, -0.03583204,  0.99931858,  0.094354  ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
12,"[array([[-0.00939695, -0.99934337, -0.03385768, -0.087659  ],
       [ 0.99991884, -0.01260792, -0.00891704,  0.1418255 ],
       [ 0.00860343, -0.0339687 ,  0.99938688,  0.0943255 ],
       [ 0.        ,  0.        ,  0.        ,  1.        ]])]"
